beginyear,medium,imageurl,decade,DominantColorRGB,PaletteRGB
1500,sculpture,"https://api.nga.gov/iiif/a1cf8a57-b974-4ce9-a450-4c3619b74c31/full/!200,200/0/default.jpg",1400,"(40, 32, 26)","(40, 32, 26), (176, 156, 142), (128, 110, 97), (154, 142, 132), (145, 130, 124)"
1500,print,"https://api.nga.gov/iiif/dc05f415-1f91-494d-a591-12876dd244c5/full/!200,200/0/default.jpg",1700,"(220, 211, 199)","(220, 211, 199), (99, 97, 90), (150, 147, 137), (132, 124, 117), (134, 132, 116)"
1500,sculpture,"https://api.nga.gov/iiif/cdeafdb2-e3c3-4a81-867b-f09f6b1311e4/full/!200,200/0/default.jpg",1400,"(224, 225, 226)","(224, 225, 226), (81, 75, 66), (140, 135, 130), (110, 108, 108), (116, 116, 112)"
1500,sculpture,"https://api.nga.gov/iiif/f9a9b9a0-7cbe-44c6-b7b1-b7cb8e79f316/full/!200,200/0/default.jpg",1400,"(39, 26, 17)","(39, 26, 18), (190, 148, 111), (141, 96, 64), (161, 129, 109), (164, 140, 108)"
1500,sculpture,"https://api.nga.gov/iiif/1b68181d-99cf-4f7d-889c-6cb9400967df/full/!200,200/0/default.jpg",1400,"(12, 10, 9)","(12, 10, 9), (129, 120, 111), (74, 65, 56), (100, 100, 86), (100, 92, 92)"
1500,sculpture,"https://api.nga.gov/iiif/3e23b23c-74ff-4886-8325-79ab2dfae9bf/full/!200,200/0/default.jpg",1400,"(212, 212, 212)","(212, 212, 212), (87, 87, 85), (132, 132, 131), (116, 116, 116), (108, 114, 116)"
1500,sculpture,"https://api.nga.gov/iiif/4a626212-2045-4bb3-9caa-b3f4bc6365e7/full/!200,200/0/default.jpg",1400,"(96, 87, 74)","(95, 85, 72), (5, 4, 4), (162, 152, 140), (147, 140, 127), (145, 132, 124)"
1500,drawing,"https://api.nga.gov/iiif/fb0e0a89-4dfd-4484-883f-6d409a8749d4/full/!200,200/0/default.jpg",1500,"(222, 202, 177)","(219, 199, 173), (127, 119, 92), (137, 153, 120), (243, 234, 226), (162, 132, 118)"
1500,sculpture,"https://api.nga.gov/iiif/25ff18be-9cc4-4ad1-bb09-3a8bd2dfc7c7/full/!200,200/0/default.jpg",1400,"(135, 105, 61)","(134, 105, 61), (4, 4, 4), (204, 178, 125), (178, 164, 112), (174, 154, 124)"
1500,print,"https://api.nga.gov/iiif/f2d4d003-d8e1-48d2-9f3a-6835ba7e2071/full/!200,200/0/default.jpg",1600,"(233, 217, 192)","(233, 217, 192), (99, 85, 68), (161, 147, 125), (140, 124, 103), (145, 132, 100)"
1500,sculpture,"https://api.nga.gov/iiif/c842ce25-9beb-4ccc-906f-e62cd17913c7/full/!200,200/0/default.jpg",1400,"(102, 78, 56)","(102, 78, 56), (185, 158, 132), (6, 5, 5), (164, 148, 124), (156, 140, 124)"
1500,sculpture,"https://api.nga.gov/iiif/3f08f472-d2d8-4727-87c4-704616905e0a/full/!200,200/0/default.jpg",1400,"(37, 33, 29)","(37, 33, 29), (184, 173, 160), (132, 121, 108), (155, 148, 140), (156, 156, 142)"
1500,print,"https://api.nga.gov/iiif/ba285bc2-b3fe-4ff0-9a31-97388fc46719/full/!200,200/0/default.jpg",1600,"(201, 191, 177)","(203, 193, 179), (91, 82, 74), (140, 132, 121), (124, 108, 99), (124, 116, 100)"
1500,print,"https://api.nga.gov/iiif/98f00679-3892-4ff2-849a-aeb77db82aec/full/!200,200/0/default.jpg",1700,"(207, 191, 167)","(207, 191, 167), (89, 85, 75), (143, 133, 117), (124, 108, 92), (126, 116, 92)"
1500,print,"https://api.nga.gov/iiif/2828da6a-e754-4073-9a52-3c355be953b3/full/!200,200/0/default.jpg",1600,"(190, 173, 149)","(191, 174, 150), (88, 76, 61), (129, 114, 96), (116, 100, 76), (116, 92, 76)"
1500,drawing,"https://api.nga.gov/iiif/f9b07c77-9b1a-40c8-8842-76223e66c057/full/!200,200/0/default.jpg",1700,"(224, 217, 199)","(227, 220, 204), (219, 214, 194), (244, 237, 219), (228, 219, 196), (236, 236, 212)"
1500,sculpture,"https://api.nga.gov/iiif/c5086245-b9af-47dc-ab75-241c6268c3c7/full/!200,200/0/default.jpg",1400,"(193, 192, 191)","(69, 57, 42), (196, 195, 194), (103, 88, 71), (119, 105, 84), (129, 120, 111)"
1500,volume,"https://api.nga.gov/iiif/4845fe7d-aac4-4869-871e-55688b0b5ffc/full/!200,200/0/default.jpg",1800,"(123, 101, 89)","(124, 102, 89), (18, 17, 14), (184, 145, 125), (95, 43, 37), (91, 53, 36)"
1500,print,"https://api.nga.gov/iiif/0fb6a5ba-f47c-4268-94c8-2c598b774ab1/full/!200,200/0/default.jpg",1700,"(219, 204, 187)","(219, 204, 187), (100, 94, 84), (149, 141, 129), (134, 124, 107), (132, 116, 106)"
1500,print,"https://api.nga.gov/iiif/9a31aee7-6afb-4eb8-a64f-1f8fb6871c0d/full/!200,200/0/default.jpg",1400,"(220, 191, 152)","(220, 191, 152), (250, 237, 209), (146, 116, 77), (152, 122, 92), (148, 132, 92)"
1500,print,"https://api.nga.gov/iiif/e6dc17cc-588f-4c07-91b2-05f9822b2e59/full/!200,200/0/default.jpg",1600,"(155, 144, 129)","(173, 162, 146), (77, 69, 58), (113, 104, 92), (100, 92, 76), (100, 84, 75)"
1500,sculpture,"https://api.nga.gov/iiif/6fb7e3b5-1ba7-4f25-9eaa-dc0460cf26d3/full/!200,200/0/default.jpg",1400,"(45, 41, 35)","(45, 40, 35), (139, 126, 111), (188, 175, 158), (164, 156, 137), (159, 147, 140)"
1500,decorative art,"https://api.nga.gov/iiif/523b3a43-d968-485c-97d9-561a49c8609b/full/!200,200/0/default.jpg",1500,"(141, 109, 76)","(140, 109, 76), (243, 233, 219), (221, 195, 151), (47, 61, 56), (207, 171, 128)"
1500,print,"https://api.nga.gov/iiif/6ee7cb18-74eb-4040-8abb-b6c462d8a85d/full/!200,200/0/default.jpg",1400,"(149, 136, 120)","(149, 136, 120), (95, 85, 74), (214, 202, 184), (196, 179, 156), (194, 179, 164)"
1500,sculpture,"https://api.nga.gov/iiif/9701f01a-9625-445c-ab44-3a42531c90c8/full/!200,200/0/default.jpg",1400,"(51, 45, 37)","(54, 47, 40), (170, 160, 149), (127, 117, 106), (148, 140, 132), (148, 148, 132)"
1500,print,"https://api.nga.gov/iiif/7a875b35-eab0-4b5e-a46d-2675d2e2b6f8/full/!200,200/0/default.jpg",1500,"(234, 218, 192)","(234, 219, 193), (107, 94, 78), (163, 148, 126), (139, 124, 99), (139, 126, 109)"
1500,sculpture,"https://api.nga.gov/iiif/b53ba8ca-41a9-48e7-be4f-65047ecf7170/full/!200,200/0/default.jpg",1400,"(39, 34, 30)","(39, 34, 30), (143, 132, 124), (110, 100, 93), (124, 116, 116), (124, 124, 108)"
1500,decorative art,"https://api.nga.gov/iiif/1a0b170b-3261-411f-ac43-6cce0876db09/full/!200,200/0/default.jpg",1400,"(203, 199, 196)","(203, 199, 195), (85, 46, 35), (144, 98, 87), (183, 115, 111), (116, 108, 100)"
1500,sculpture,"https://api.nga.gov/iiif/bfc2b315-e162-42c8-99df-c743efcc24d7/full/!200,200/0/default.jpg",1400,"(205, 205, 205)","(205, 205, 205), (89, 84, 82), (131, 127, 127), (116, 116, 116), (116, 108, 116)"
1500,sculpture,"https://api.nga.gov/iiif/44d01120-58cb-444e-90da-09d446199f5a/full/!200,200/0/default.jpg",1400,"(58, 51, 42)","(60, 53, 43), (161, 146, 132), (114, 103, 92), (130, 125, 112), (132, 116, 116)"
1500,sculpture,"https://api.nga.gov/iiif/b265876c-c06a-4787-8226-578667718155/full/!200,200/0/default.jpg",1400,"(229, 229, 229)","(230, 229, 229), (87, 83, 79), (116, 108, 104), (133, 130, 126), (118, 116, 107)"
1500,print,"https://api.nga.gov/iiif/1c2b59c8-695b-40ec-bd4b-2ab1e63e60ac/full/!200,200/0/default.jpg",1500,"(172, 165, 151)","(172, 165, 150), (79, 76, 69), (232, 224, 207), (105, 103, 95), (101, 100, 84)"
1500,print,"https://api.nga.gov/iiif/114854cd-a6c8-45ba-bb7f-db5b1d094db6/full/!200,200/0/default.jpg",1700,"(241, 219, 181)","(241, 219, 181), (65, 47, 30), (140, 102, 65), (159, 120, 76), (168, 140, 106)"
1500,sculpture,"https://api.nga.gov/iiif/8631d702-56ea-44b8-82ad-a8493fd83491/full/!200,200/0/default.jpg",1400,"(172, 172, 172)","(172, 172, 172), (70, 66, 60), (104, 101, 95), (96, 84, 84), (84, 86, 84)"
1500,sculpture,"https://api.nga.gov/iiif/f8cb4690-edcd-4e6f-95fc-f7017ca6c3e5/full/!200,200/0/default.jpg",1400,"(57, 37, 22)","(56, 37, 22), (139, 97, 65), (195, 181, 162), (164, 156, 136), (156, 146, 132)"
1500,print,"https://api.nga.gov/iiif/e5f5c632-189d-4c4e-a8a0-d760f75cf613/full/!200,200/0/default.jpg",1400,"(205, 184, 156)","(205, 185, 156), (94, 80, 66), (141, 123, 104), (118, 102, 81), (121, 107, 94)"
1500,print,"https://api.nga.gov/iiif/dc874d38-5683-4ba4-8642-26395b9a1e5b/full/!200,200/0/default.jpg",1700,"(81, 75, 65)","(82, 75, 65), (203, 186, 163), (113, 102, 89), (136, 125, 110), (135, 117, 92)"
1500,drawing,"https://api.nga.gov/iiif/5fd9eac1-7d47-478a-82b6-7002dfc69a60/full/!200,200/0/default.jpg",1400,"(136, 109, 88)","(136, 109, 88), (77, 60, 47), (196, 173, 151), (172, 144, 130), (180, 148, 140)"
1500,print,"https://api.nga.gov/iiif/952af36c-cc16-45b0-89bc-1f8ae50e7521/full/!200,200/0/default.jpg",1400,"(213, 198, 174)","(209, 195, 171), (83, 73, 64), (113, 102, 88), (134, 121, 106), (124, 108, 84)"
1500,sculpture,"https://api.nga.gov/iiif/a988cfd6-d312-4790-b6b8-b76fdbb5e513/full/!200,200/0/default.jpg",1400,"(78, 70, 64)","(50, 44, 41), (131, 120, 107), (102, 90, 80), (114, 107, 100), (116, 116, 109)"
1500,sculpture,"https://api.nga.gov/iiif/b41c3c15-1b1b-4774-b819-11258546b442/full/!200,200/0/default.jpg",1400,"(54, 47, 38)","(59, 52, 43), (125, 109, 94), (189, 170, 122), (156, 148, 132), (108, 108, 100)"
1500,sculpture,"https://api.nga.gov/iiif/f99086b0-b14f-4ac8-8d19-acef8be3de1c/full/!200,200/0/default.jpg",1400,"(30, 27, 23)","(29, 26, 22), (171, 160, 150), (109, 100, 90), (139, 132, 121), (140, 124, 124)"
1500,sculpture,"https://api.nga.gov/iiif/ab9e35b8-6e1b-491f-84da-3f65edf0e671/full/!200,200/0/default.jpg",1400,"(41, 26, 17)","(41, 26, 17), (196, 156, 116), (147, 101, 65), (170, 142, 110), (167, 130, 108)"
1500,print,"https://api.nga.gov/iiif/bf5e58ad-faf8-4a24-811f-0aacafe3fe46/full/!200,200/0/default.jpg",1500,"(152, 137, 119)","(173, 157, 137), (84, 73, 62), (114, 102, 88), (100, 84, 73), (100, 92, 68)"
1500,sculpture,"https://api.nga.gov/iiif/d493ee5d-3dfc-4c2a-ac6d-acf0e059b957/full/!200,200/0/default.jpg",1400,"(141, 101, 54)","(140, 101, 53), (4, 4, 4), (211, 176, 124), (185, 157, 107), (172, 148, 124)"
1500,print,"https://api.nga.gov/iiif/7f35cd8f-f3f0-4634-9611-606d97f7392e/full/!200,200/0/default.jpg",1500,"(160, 145, 127)","(160, 145, 127), (81, 69, 55), (225, 208, 185), (100, 83, 71), (103, 92, 68)"
1500,print,"https://api.nga.gov/iiif/2f71a0cd-d449-4353-b859-058a7f4bacf5/full/!200,200/0/default.jpg",1400,"(181, 164, 142)","(181, 164, 142), (74, 65, 56), (102, 90, 77), (120, 109, 95), (112, 100, 76)"
1500,sculpture,"https://api.nga.gov/iiif/2b1a85f6-ffa0-45e7-95b7-a1c866ee9e60/full/!200,200/0/default.jpg",1600,"(173, 172, 170)","(174, 171, 169), (69, 62, 54), (138, 134, 130), (115, 109, 102), (124, 124, 124)"
1500,print,"https://api.nga.gov/iiif/e9f27e23-2c73-4045-914f-bb230bd7f605/full/!200,200/0/default.jpg",1400,"(117, 101, 87)","(116, 101, 86), (224, 205, 177), (204, 183, 157), (179, 162, 140), (184, 172, 164)"
1500,print,"https://api.nga.gov/iiif/1362aec5-7a41-443d-84bc-0e1ef28f9af3/full/!200,200/0/default.jpg",1500,"(110, 97, 82)","(110, 97, 82), (204, 184, 158), (163, 146, 124), (179, 164, 140), (173, 155, 140)"
1500,drawing,"https://api.nga.gov/iiif/44fba646-3d8c-4424-978f-318b78cd08fb/full/!200,200/0/default.jpg",1400,"(164, 143, 113)","(164, 143, 113), (107, 84, 61), (195, 185, 163), (123, 100, 68), (116, 100, 76)"
1500,sculpture,"https://api.nga.gov/iiif/f3bcd432-530f-4bc9-9cf0-6944758286ca/full/!200,200/0/default.jpg",1400,"(66, 53, 40)","(89, 72, 56), (5, 5, 5), (172, 151, 130), (146, 131, 117), (148, 140, 124)"
1500,sculpture,"https://api.nga.gov/iiif/56aaeb8f-4daa-47ff-912c-c9637d58319c/full/!200,200/0/default.jpg",1400,"(51, 37, 23)","(51, 38, 24), (144, 111, 71), (190, 156, 111), (162, 140, 109), (120, 106, 92)"
1500,sculpture,"https://api.nga.gov/iiif/6a7b4f78-3ec2-4c7d-9303-437ffd550dae/full/!200,200/0/default.jpg",1400,"(156, 130, 105)","(158, 131, 107), (8, 6, 6), (97, 75, 57), (124, 116, 96), (120, 104, 100)"
1500,print,"https://api.nga.gov/iiif/12710597-7d1d-4736-b20b-b560637af7e8/full/!200,200/0/default.jpg",1700,"(208, 187, 163)","(210, 189, 164), (94, 86, 76), (118, 105, 92), (142, 131, 115), (130, 116, 99)"
1500,sculpture,"https://api.nga.gov/iiif/18bbdee8-5681-4a0e-b6de-f4f6d5855aad/full/!200,200/0/default.jpg",1400,"(31, 24, 19)","(29, 22, 18), (141, 121, 107), (97, 80, 67), (115, 108, 98), (112, 100, 100)"
1500,sculpture,"https://api.nga.gov/iiif/04bb276d-02b4-475f-83cf-1697f0cc343d/full/!200,200/0/default.jpg",1400,"(42, 35, 26)","(42, 35, 26), (174, 158, 141), (122, 108, 93), (147, 140, 124), (142, 132, 124)"
1500,print,"https://api.nga.gov/iiif/831bd107-aee9-443e-8e07-18389b2c66ba/full/!200,200/0/default.jpg",1400,"(218, 188, 150)","(222, 193, 155), (110, 71, 52), (120, 108, 79), (168, 117, 87), (123, 97, 55)"
1500,print,"https://api.nga.gov/iiif/0737ca47-e197-4628-ab7f-1f2d7a1fa976/full/!200,200/0/default.jpg",1600,"(212, 183, 158)","(212, 183, 158), (155, 89, 74), (167, 109, 90), (181, 127, 108), (163, 124, 101)"
1500,print,"https://api.nga.gov/iiif/ec9fbb35-fe0b-4de0-aa5d-4988d022aba8/full/!200,200/0/default.jpg",1400,"(123, 107, 91)","(122, 106, 90), (212, 190, 159), (235, 218, 190), (189, 170, 144), (196, 188, 172)"
1500,sculpture,"https://api.nga.gov/iiif/bb93aaf9-7ae1-4c6e-b4f1-0753089193ca/full/!200,200/0/default.jpg",1400,"(17, 13, 10)","(17, 13, 10), (186, 139, 89), (120, 85, 57), (154, 123, 94), (132, 108, 100)"
1500,print,"https://api.nga.gov/iiif/5f588501-bacb-4dd6-bcd2-2b34ef072739/full/!200,200/0/default.jpg",1700,"(167, 158, 145)","(193, 181, 167), (94, 88, 79), (132, 125, 115), (116, 107, 97), (122, 116, 100)"
1500,drawing,"https://api.nga.gov/iiif/7043ce02-fe11-4723-a380-d7fcc22c5416/full/!200,200/0/default.jpg",1400,"(171, 145, 114)","(171, 145, 115), (248, 234, 204), (116, 94, 71), (223, 196, 164), (220, 193, 156)"
1500,photograph,"https://api.nga.gov/iiif/bd779d6f-6ade-4f25-907d-77977897322d/full/!200,200/0/default.jpg",1800,"(107, 98, 89)","(188, 173, 152), (84, 77, 71), (100, 91, 84), (109, 100, 91), (123, 113, 104)"
1500,sculpture,"https://api.nga.gov/iiif/406b35e7-8ed9-418a-a0a0-cd5348450bfa/full/!200,200/0/default.jpg",1400,"(89, 85, 76)","(101, 96, 88), (236, 230, 215), (36, 33, 25), (180, 180, 168), (178, 172, 164)"
1500,print,"https://api.nga.gov/iiif/cc3fd3c9-3613-4174-9653-2e09738fe734/full/!200,200/0/default.jpg",1500,"(153, 148, 135)","(158, 153, 141), (78, 75, 66), (231, 226, 210), (100, 92, 84), (100, 92, 76)"
1500,print,"https://api.nga.gov/iiif/6e113d8f-ebf1-4bf0-a97b-c3056b47f2e1/full/!200,200/0/default.jpg",1400,"(144, 134, 121)","(139, 129, 117), (205, 195, 177), (76, 69, 63), (180, 172, 154), (176, 163, 156)"
1500,decorative art,"https://api.nga.gov/iiif/528a2c1d-a7ef-40e0-b1bb-7a65f9888e2c/full/!200,200/0/default.jpg",1400,"(200, 200, 199)","(199, 199, 199), (59, 46, 42), (105, 83, 72), (128, 116, 112), (117, 102, 90)"
1500,print,"https://api.nga.gov/iiif/c5668564-3b81-4626-a78c-10268fda8364/full/!200,200/0/default.jpg",1400,"(228, 213, 186)","(229, 214, 188), (95, 84, 72), (158, 145, 128), (136, 124, 98), (132, 124, 110)"
1500,sculpture,"https://api.nga.gov/iiif/b35c33b3-d106-4d5f-adcd-788c231fcfae/full/!200,200/0/default.jpg",1400,"(199, 199, 199)","(199, 199, 199), (62, 59, 56), (117, 115, 113), (100, 91, 89), (103, 100, 92)"
1500,print,"https://api.nga.gov/iiif/c4a21d9e-29a2-40dc-883b-049788a2af4f/full/!200,200/0/default.jpg",1400,"(222, 204, 179)","(222, 203, 178), (99, 82, 66), (146, 127, 106), (127, 109, 83), (123, 109, 94)"
1500,sculpture,"https://api.nga.gov/iiif/009897ae-4f20-4d61-975b-6e16e13d19dd/full/!200,200/0/default.jpg",1400,"(35, 29, 24)","(35, 29, 24), (153, 136, 124), (110, 96, 84), (129, 115, 108), (132, 124, 112)"
1500,print,"https://api.nga.gov/iiif/6134b335-bf9b-4bb7-a37a-484d150388e1/full/!200,200/0/default.jpg",1400,"(234, 227, 216)","(234, 227, 216), (48, 46, 48), (163, 154, 142), (128, 116, 106), (132, 124, 108)"
1500,painting,"https://api.nga.gov/iiif/8297c11b-591d-4b1e-832b-ee2bb9bec53e/full/!200,200/0/default.jpg",1400,"(190, 119, 74)","(191, 119, 75), (36, 26, 20), (145, 61, 34), (156, 124, 92), (140, 116, 92)"
1500,sculpture,"https://api.nga.gov/iiif/2dd1ede8-aae3-4bcb-9636-e4072cdbda0c/full/!200,200/0/default.jpg",1400,"(34, 31, 23)","(27, 25, 19), (113, 88, 67), (153, 134, 115), (122, 129, 109), (132, 116, 116)"
1500,sculpture,"https://api.nga.gov/iiif/2ac6e9d7-8afc-49a6-8e2a-f0d7e4c7f0ad/full/!200,200/0/default.jpg",1500,"(186, 141, 69)","(186, 141, 69), (12, 8, 5), (124, 100, 46), (133, 76, 23), (116, 92, 68)"
1500,print,"https://api.nga.gov/iiif/1d9f8e6f-8947-4306-b72b-90c04f0da44a/full/!200,200/0/default.jpg",1600,"(207, 188, 164)","(209, 189, 165), (99, 85, 71), (148, 132, 115), (132, 116, 92), (132, 108, 93)"
1500,sculpture,"https://api.nga.gov/iiif/32ab8e45-20c5-4b5a-b307-92efdc3e71c7/full/!200,200/0/default.jpg",1400,"(42, 34, 27)","(39, 32, 25), (154, 138, 124), (108, 91, 78), (129, 118, 104), (120, 107, 100)"
1500,print,"https://api.nga.gov/iiif/dc784bd6-3240-4ea3-8fc0-862de80df37f/full/!200,200/0/default.jpg",1700,"(221, 205, 189)","(220, 204, 188), (88, 86, 79), (119, 112, 104), (146, 138, 128), (132, 124, 108)"
1500,print,"https://api.nga.gov/iiif/343cded7-2249-47b1-8ea2-7beb9aeea316/full/!200,200/0/default.jpg",1400,"(186, 161, 114)","(177, 142, 100), (250, 243, 215), (235, 208, 157), (94, 90, 55), (174, 73, 38)"
1500,print,"https://api.nga.gov/iiif/982a64fb-a179-462c-b729-89de7ba727a5/full/!200,200/0/default.jpg",1400,"(110, 99, 86)","(110, 98, 85), (243, 231, 206), (203, 186, 157), (178, 164, 140), (210, 194, 173)"
1500,sculpture,"https://api.nga.gov/iiif/6a7b4f78-3ec2-4c7d-9303-437ffd550dae/full/!200,200/0/default.jpg",1400,"(156, 130, 105)","(158, 131, 107), (8, 6, 6), (97, 75, 57), (124, 116, 96), (120, 104, 100)"
1500,drawing,"https://api.nga.gov/iiif/8060deed-258c-45dd-b403-05b28dd33ca0/full/!200,200/0/default.jpg",1800,"(219, 205, 180)","(218, 204, 179), (62, 52, 39), (152, 138, 116), (124, 116, 92), (132, 124, 100)"
1500,print,"https://api.nga.gov/iiif/241e16a7-6769-4b6f-85e9-53e0856aa11c/full/!200,200/0/default.jpg",1400,"(124, 110, 81)","(95, 103, 78), (220, 187, 136), (170, 126, 92), (185, 193, 169), (166, 190, 146)"
1500,sculpture,"https://api.nga.gov/iiif/6c8d7e2e-7aeb-4b5c-ae68-9386a53a5fc3/full/!200,200/0/default.jpg",1400,"(28, 23, 17)","(28, 23, 17), (174, 154, 135), (109, 91, 75), (133, 120, 110), (139, 132, 120)"
1500,sculpture,"https://api.nga.gov/iiif/6aa7e650-5677-41b4-be1b-cedcc4169320/full/!200,200/0/default.jpg",1400,"(55, 44, 31)","(54, 43, 30), (196, 179, 147), (131, 106, 81), (153, 138, 118), (154, 150, 128)"
1500,decorative art,"https://api.nga.gov/iiif/b20ac551-db15-4e01-babb-f68cde7fe0ea/full/!200,200/0/default.jpg",1400,"(196, 195, 194)","(195, 195, 194), (66, 50, 44), (122, 98, 85), (134, 118, 111), (100, 100, 100)"
1500,sculpture,"https://api.nga.gov/iiif/18bbdee8-5681-4a0e-b6de-f4f6d5855aad/full/!200,200/0/default.jpg",1400,"(31, 24, 19)","(29, 22, 18), (141, 121, 107), (97, 80, 67), (115, 108, 98), (112, 100, 100)"
1500,sculpture,"https://api.nga.gov/iiif/439a79b4-904c-4cd8-a843-668a12211f5e/full/!200,200/0/default.jpg",1400,"(29, 23, 19)","(30, 24, 20), (158, 128, 107), (119, 121, 100), (118, 108, 100), (140, 60, 60)"
1500,decorative art,"https://api.nga.gov/iiif/7dc6dcba-779c-48eb-ab83-84463f9e9b53/full/!200,200/0/default.jpg",1400,"(191, 187, 182)","(191, 187, 182), (68, 46, 29), (108, 68, 42), (146, 108, 65), (120, 110, 103)"
1500,print,"https://api.nga.gov/iiif/fd8904ad-9531-4b69-9207-9b46e94e1831/full/!200,200/0/default.jpg",1400,"(239, 224, 196)","(241, 226, 198), (164, 144, 117), (196, 176, 147), (180, 164, 134), (180, 164, 124)"
1500,print,"https://api.nga.gov/iiif/009fbfda-345e-4672-bca7-b9b7ef3a4b10/full/!200,200/0/default.jpg",1500,"(208, 190, 166)","(210, 191, 167), (97, 83, 70), (149, 132, 114), (132, 116, 92), (132, 108, 92)"
1500,decorative art,"https://api.nga.gov/iiif/9580961a-03da-45b1-bd17-64a1e98ddfe1/full/!200,200/0/default.jpg",1400,"(84, 70, 53)","(85, 71, 54), (243, 244, 239), (137, 122, 100), (180, 152, 124), (156, 156, 148)"
1500,print,"https://api.nga.gov/iiif/952af36c-cc16-45b0-89bc-1f8ae50e7521/full/!200,200/0/default.jpg",1400,"(213, 198, 174)","(209, 195, 171), (83, 73, 64), (113, 102, 88), (134, 121, 106), (124, 108, 84)"
1500,painting,"https://api.nga.gov/iiif/a3a119f2-5544-4329-9001-e81fef2a5b34/full/!200,200/0/default.jpg",1800,"(157, 138, 102)","(164, 141, 104), (246, 247, 241), (114, 117, 87), (134, 82, 42), (212, 204, 172)"
1500,photograph,"https://api.nga.gov/iiif/a9d9f218-821d-48f3-b0de-1f079d3f69b7/full/!200,200/0/default.jpg",1700,"(200, 166, 130)","(197, 162, 127), (83, 48, 34), (118, 81, 64), (224, 202, 182), (124, 92, 60)"
1500,print,"https://api.nga.gov/iiif/206c41ec-f99e-4a93-97c8-f5d4e0b04f23/full/!200,200/0/default.jpg",1600,"(186, 175, 161)","(186, 175, 161), (96, 86, 76), (131, 121, 110), (116, 108, 92), (116, 100, 91)"
1500,drawing,"https://api.nga.gov/iiif/a62aacc4-4300-42ca-a630-b675e6134603/full/!200,200/0/default.jpg",1500,"(75, 75, 74)","(75, 75, 75), (211, 205, 190), (137, 137, 136), (160, 161, 165), (164, 172, 173)"
1500,sculpture,"https://api.nga.gov/iiif/aa107834-9ae3-4a1f-af56-ed758955a18d/full/!200,200/0/default.jpg",1400,"(46, 40, 33)","(46, 40, 33), (187, 172, 157), (139, 124, 109), (163, 156, 143), (158, 145, 140)"
1500,print,"https://api.nga.gov/iiif/36fed332-2033-4bbc-a1de-f168a63cf092/full/!200,200/0/default.jpg",1500,"(181, 161, 136)","(190, 170, 144), (126, 106, 84), (242, 223, 195), (141, 124, 92), (132, 124, 100)"
1500,painting,"https://api.nga.gov/iiif/31e3fcdb-ccb8-44af-adb8-5e166d961732/full/!200,200/0/default.jpg",1800,"(55, 44, 32)","(55, 44, 32), (193, 154, 120), (131, 66, 49), (135, 129, 109), (145, 141, 116)"
1500,sculpture,"https://api.nga.gov/iiif/4f07887c-d221-4deb-bbbd-4de82e9e3190/full/!200,200/0/default.jpg",1400,"(113, 81, 57)","(112, 80, 56), (4, 4, 4), (177, 146, 115), (148, 128, 109), (150, 140, 112)"
1500,drawing,"https://api.nga.gov/iiif/39c7b7ca-c65d-498f-a352-49b0e1cfa974/full/!200,200/0/default.jpg",1500,"(224, 211, 187)","(223, 210, 186), (119, 107, 82), (160, 148, 123), (141, 122, 94), (155, 136, 96)"
1500,print,"https://api.nga.gov/iiif/3f71bd57-d19a-4ed8-893e-b2955e8f57b6/full/!200,200/0/default.jpg",1600,"(193, 178, 150)","(194, 179, 151), (131, 116, 92), (247, 237, 217), (146, 131, 108), (148, 140, 110)"
1500,print,"https://api.nga.gov/iiif/40c3c97d-dd05-4334-860f-2b24301fc380/full/!200,200/0/default.jpg",1800,"(211, 186, 154)","(214, 190, 157), (123, 100, 78), (165, 140, 112), (148, 125, 91), (140, 124, 100)"
1500,print,"https://api.nga.gov/iiif/2c76f2f4-8527-40e4-9264-38ce394a7167/full/!200,200/0/default.jpg",1700,"(196, 182, 160)","(195, 182, 160), (95, 91, 81), (126, 119, 108), (116, 108, 91), (116, 100, 92)"
1500,painting,"https://api.nga.gov/iiif/8def61ec-27a6-40ca-a427-3d63c1acc0b4/full/!200,200/0/default.jpg",1500,"(60, 56, 31)","(57, 55, 29), (173, 164, 128), (141, 157, 143), (118, 132, 120), (126, 105, 62)"
1500,decorative art,"https://api.nga.gov/iiif/be9200af-0019-47a5-9a96-75491df4b6ba/full/!200,200/0/default.jpg",1400,"(199, 196, 194)","(200, 198, 196), (73, 59, 50), (134, 131, 125), (106, 109, 100), (124, 109, 90)"
1500,print,"https://api.nga.gov/iiif/79b164af-a25c-42a5-bfb4-55b92bdb6b4e/full/!200,200/0/default.jpg",1700,"(203, 197, 184)","(204, 198, 185), (99, 93, 83), (144, 138, 127), (124, 116, 106), (127, 124, 108)"
1500,sculpture,"https://api.nga.gov/iiif/a7fc84f8-c239-4c5f-ac45-1f43f368c269/full/!200,200/0/default.jpg",1400,"(47, 42, 31)","(47, 42, 31), (210, 203, 178), (132, 118, 92), (164, 157, 127), (148, 148, 140)"
1500,sculpture,"https://api.nga.gov/iiif/4ac0f02d-8a29-407f-aa3b-52d741c98ac7/full/!200,200/0/default.jpg",1400,"(12, 12, 11)","(8, 8, 8), (136, 124, 114), (80, 74, 66), (108, 108, 97), (106, 100, 100)"
