beginyear,medium,imageurl,hex_color
1528,sculpture,"https://api.nga.gov/iiif/81c547bb-5ac6-4e66-a5e6-b1b57259fe52/full/!200,200/0/default.jpg","65, 46, 35"
1598,print,"https://api.nga.gov/iiif/455a602f-86a1-45e3-838f-34f1742d1e49/full/!200,200/0/default.jpg","151, 140, 128"
1546,print,"https://api.nga.gov/iiif/5f475330-17a3-4c0b-85ae-91b830db5dfc/full/!200,200/0/default.jpg","192, 184, 169"
1513,print,"https://api.nga.gov/iiif/f362927f-f881-464a-906e-d35d79064559/full/!200,200/0/default.jpg","167, 155, 137"
1575,drawing,"https://api.nga.gov/iiif/8ccc6801-2c66-41a3-a86e-0d1030abc5e2/full/!200,200/0/default.jpg","221, 205, 183"
1512,print,"https://api.nga.gov/iiif/a26629db-c596-4d5e-ad8e-594a212f351c/full/!200,200/0/default.jpg","161, 142, 119"
1504,print,"https://api.nga.gov/iiif/d12ba5aa-a0f0-436a-b2d7-7994be999288/full/!200,200/0/default.jpg","165, 152, 138"
1586,print,"https://api.nga.gov/iiif/83cd6ee0-11a8-45b5-8113-15e32cc3706e/full/!200,200/0/default.jpg","157, 141, 123"
1500,print,"https://api.nga.gov/iiif/06743a5f-fd12-4707-b273-79aa0cad9db2/full/!200,200/0/default.jpg","159, 147, 131"
1523,print,"https://api.nga.gov/iiif/04869c5d-6df1-459f-b763-0ce706ffa8d4/full/!200,200/0/default.jpg","161, 148, 131"
1527,sculpture,"https://api.nga.gov/iiif/15379314-48f7-40e5-acc2-ecaa7aaeb32e/full/!200,200/0/default.jpg","52, 48, 40"
1500,sculpture,"https://api.nga.gov/iiif/b35c33b3-d106-4d5f-adcd-788c231fcfae/full/!200,200/0/default.jpg","179, 178, 178"
1500,sculpture,"https://api.nga.gov/iiif/2dd1ede8-aae3-4bcb-9636-e4072cdbda0c/full/!200,200/0/default.jpg","55, 47, 36"
1592,print,"https://api.nga.gov/iiif/7810a2b7-10f5-49db-b2e5-224682c41234/full/!200,200/0/default.jpg","195, 181, 158"
1548,print,"https://api.nga.gov/iiif/590d9a34-1f4a-432f-bfc6-5b4f3f423b23/full/!200,200/0/default.jpg","157, 143, 122"
1500,decorative art,"https://api.nga.gov/iiif/1a0b170b-3261-411f-ac43-6cce0876db09/full/!200,200/0/default.jpg","180, 167, 162"
1507,sculpture,"https://api.nga.gov/iiif/eac0d629-2e66-44e6-9029-08cdfe696751/full/!200,200/0/default.jpg","57, 49, 43"
1562,print,"https://api.nga.gov/iiif/7e39b17a-d5e1-4f85-b7fd-f4e6b36e3dce/full/!200,200/0/default.jpg","178, 162, 138"
1510,drawing,"https://api.nga.gov/iiif/a04f69d8-b85c-4e8d-af80-3ac3aa997947/full/!200,200/0/default.jpg","199, 186, 164"
1537,drawing,"https://api.nga.gov/iiif/0450fc17-a19b-4948-84c9-eff1e707b765/full/!200,200/0/default.jpg","211, 183, 147"
1512,drawing,"https://api.nga.gov/iiif/9c659ff0-e967-4257-9a26-a3ae8bb76b5e/full/!200,200/0/default.jpg","204, 193, 173"
1500,print,"https://api.nga.gov/iiif/57e7e13a-22ff-4ef5-9f84-07c6d980e477/full/!200,200/0/default.jpg","230, 215, 192"
1565,print,"https://api.nga.gov/iiif/a5739e42-d2b8-4b6d-bdb1-1126d58e3d7c/full/!200,200/0/default.jpg","142, 128, 111"
1576,drawing,"https://api.nga.gov/iiif/45454add-4817-45ad-9ed4-b72fd1eba8cc/full/!200,200/0/default.jpg","232, 218, 201"
1557,print,"https://api.nga.gov/iiif/341a3a9b-e0e3-4c5e-8c18-44c22db45c40/full/!200,200/0/default.jpg","124, 111, 96"
1525,sculpture,"https://api.nga.gov/iiif/565eafad-a069-4c90-8461-4d7ec5de480f/full/!200,200/0/default.jpg","188, 185, 181"
1513,print,"https://api.nga.gov/iiif/4740f0f1-e4d4-45ce-b783-4868ac571588/full/!200,200/0/default.jpg","157, 141, 118"
1546,print,"https://api.nga.gov/iiif/8df325be-719a-434c-8ff1-13fa21718b3c/full/!200,200/0/default.jpg","148, 132, 112"
1575,drawing,"https://api.nga.gov/iiif/b9dc9901-318b-490c-8488-63133e1e6f5d/full/!200,200/0/default.jpg","221, 206, 187"
1515,print,"https://api.nga.gov/iiif/5dd7346d-486f-4ceb-81f3-aaa0da8ebeb0/full/!200,200/0/default.jpg","154, 139, 118"
1575,drawing,"https://api.nga.gov/iiif/f514cb3e-d1a4-499b-ad44-37379eb177fb/full/!200,200/0/default.jpg","233, 216, 192"
1500,drawing,"https://api.nga.gov/iiif/8493c25b-25c2-44f9-8cef-dd92d83d304b/full/!200,200/0/default.jpg","210, 185, 152"
1547,print,"https://api.nga.gov/iiif/60edffe3-b545-4d3b-a735-151d1dcc778f/full/!200,200/0/default.jpg","214, 198, 173"
1500,sculpture,"https://api.nga.gov/iiif/406b35e7-8ed9-418a-a0a0-cd5348450bfa/full/!200,200/0/default.jpg","126, 121, 111"
1572,print,"https://api.nga.gov/iiif/436789a9-22a7-44e4-859f-42be7d6c216a/full/!200,200/0/default.jpg","168, 155, 136"
1510,print,"https://api.nga.gov/iiif/1548907b-4788-4254-ad98-2f01d9a1ee23/full/!200,200/0/default.jpg","169, 155, 134"
1509,print,"https://api.nga.gov/iiif/fb3e67d9-4359-4a76-92e9-1c1824cc018e/full/!200,200/0/default.jpg","182, 167, 145"
1576,print,"https://api.nga.gov/iiif/71efa196-b5d0-4797-8556-b326136edcd9/full/!200,200/0/default.jpg","172, 156, 131"
1516,print,"https://api.nga.gov/iiif/9a3c0284-dd6e-4382-b001-ce56533bf6c7/full/!200,200/0/default.jpg","171, 153, 126"
1598,print,"https://api.nga.gov/iiif/a4dd0a52-fd19-4255-befa-56cfdfa1ac2a/full/!200,200/0/default.jpg","152, 140, 125"
1560,sculpture,"https://api.nga.gov/iiif/3421ff7d-0bd3-4a7d-8d2f-7a45afd023cc/full/!200,200/0/default.jpg","156, 149, 144"
1512,print,"https://api.nga.gov/iiif/4a5bcc44-8a01-448d-b129-d9734b177c7e/full/!200,200/0/default.jpg","170, 158, 140"
1519,print,"https://api.nga.gov/iiif/e256935b-365c-4463-8878-b4323d36e1b0/full/!200,200/0/default.jpg","170, 155, 133"
1500,sculpture,"https://api.nga.gov/iiif/6821ea8e-767d-4550-9ab6-6729d667cef6/full/!200,200/0/default.jpg","166, 148, 139"
1500,print,"https://api.nga.gov/iiif/79a92130-24f1-4ca8-b82f-c04761c27ce3/full/!200,200/0/default.jpg","184, 162, 127"
1550,sculpture,"https://api.nga.gov/iiif/c77d269c-3047-4f4e-8ce8-bfca58a43b1f/full/!200,200/0/default.jpg","59, 57, 52"
1590,drawing,"https://api.nga.gov/iiif/7e833a8b-a766-4667-80a5-7d7479edfa26/full/!200,200/0/default.jpg","213, 196, 172"
1500,decorative art,"https://api.nga.gov/iiif/38c23fbc-406b-4494-83ee-710564313529/full/!200,200/0/default.jpg","152, 148, 144"
1575,drawing,"https://api.nga.gov/iiif/d074897c-65bf-4c66-bf99-11de1f91f27a/full/!200,200/0/default.jpg","236, 224, 208"
1513,sculpture,"https://api.nga.gov/iiif/f11588d2-d68c-405b-aa04-e077727bb8ce/full/!200,200/0/default.jpg","63, 51, 43"
1575,drawing,"https://api.nga.gov/iiif/cce25818-bc44-4f11-ab35-c443a9f0e358/full/!200,200/0/default.jpg","241, 230, 217"
1524,sculpture,"https://api.nga.gov/iiif/7c003d19-eb56-4777-b9fa-c4a33be11105/full/!200,200/0/default.jpg","60, 44, 30"
1592,print,"https://api.nga.gov/iiif/ab396bd2-d7ec-43fa-ace2-4342aad604da/full/!200,200/0/default.jpg","225, 215, 196"
1592,print,"https://api.nga.gov/iiif/31fa23a5-e630-426e-840f-bca6b7a7c63c/full/!200,200/0/default.jpg","196, 175, 146"
1556,print,"https://api.nga.gov/iiif/27b8861f-99b2-433a-8acb-23f72225b04c/full/!200,200/0/default.jpg","150, 136, 121"
1515,drawing,"https://api.nga.gov/iiif/3148a4d7-f850-4d27-b573-c9f192c05112/full/!200,200/0/default.jpg","219, 197, 173"
1590,print,"https://api.nga.gov/iiif/d7876eab-8aa9-4990-ac3f-41ee3105ddb9/full/!200,200/0/default.jpg","203, 187, 161"
1571,drawing,"https://api.nga.gov/iiif/b97097c5-f3b4-4099-ba73-6b0aef4c8caf/full/!200,200/0/default.jpg","202, 189, 166"
1500,drawing,"https://api.nga.gov/iiif/89520328-aea5-46ae-b550-ef3626875c47/full/!200,200/0/default.jpg","166, 149, 125"
1576,print,"https://api.nga.gov/iiif/353cfe07-f2bd-49ac-a245-b65b391c6650/full/!200,200/0/default.jpg","174, 158, 134"
1500,sculpture,"https://api.nga.gov/iiif/6a7b4f78-3ec2-4c7d-9303-437ffd550dae/full/!200,200/0/default.jpg","52, 42, 32"
1580,print,"https://api.nga.gov/iiif/c216b46c-1d37-415e-9d59-f5456232fc3e/full/!200,200/0/default.jpg","168, 159, 148"
1525,sculpture,"https://api.nga.gov/iiif/12ca6eb6-8996-49e8-aa6a-f9c0ed5f238e/full/!200,200/0/default.jpg","93, 82, 72"
1516,volume,"https://api.nga.gov/iiif/61ae32ab-3943-4b58-8de2-73fb7a8a0cfd/full/!200,200/0/default.jpg","200, 193, 173"
1500,print,"https://api.nga.gov/iiif/c00628a3-3498-4731-b4b1-d327a6a10a8b/full/!200,200/0/default.jpg","157, 142, 123"
1500,sculpture,"https://api.nga.gov/iiif/e72c19bb-895f-4bd0-9fcb-226d173f9204/full/!200,200/0/default.jpg","71, 51, 34"
1549,print,"https://api.nga.gov/iiif/79aa018b-9d5f-4e10-86d2-6789eb11f979/full/!200,200/0/default.jpg","207, 188, 161"
1535,drawing,"https://api.nga.gov/iiif/b5837641-e59d-4787-aa37-5ebdeea066a5/full/!200,200/0/default.jpg","188, 164, 132"
1578,drawing,"https://api.nga.gov/iiif/caf9d1d6-bb97-45ab-a6bd-3f8853a2c832/full/!200,200/0/default.jpg","167, 154, 125"
1500,sculpture,"https://api.nga.gov/iiif/2dd1ede8-aae3-4bcb-9636-e4072cdbda0c/full/!200,200/0/default.jpg","55, 47, 36"
1593,print,"https://api.nga.gov/iiif/e7d8b18d-49d1-4b7d-b98f-3e05f67b62c5/full/!200,200/0/default.jpg","171, 154, 133"
1519,print,"https://api.nga.gov/iiif/966e3425-c1c6-4e88-8581-b07f2c58896b/full/!200,200/0/default.jpg","182, 168, 150"
1500,sculpture,"https://api.nga.gov/iiif/4b374346-a52b-4aa3-bbd2-8650c255f51f/full/!200,200/0/default.jpg","53, 47, 40"
1596,drawing,"https://api.nga.gov/iiif/d9e67432-6e24-43a5-bfe1-0df69d5f2a1c/full/!200,200/0/default.jpg","209, 196, 173"
1500,drawing,"https://api.nga.gov/iiif/ee877030-30d3-46fb-98a8-af6ee1ff6e35/full/!200,200/0/default.jpg","195, 176, 154"
1554,print,"https://api.nga.gov/iiif/808ce786-b784-4282-a9c1-8f6ed1045e9c/full/!200,200/0/default.jpg","141, 127, 111"
1592,print,"https://api.nga.gov/iiif/a1e84c05-44dd-4d8d-a432-0e26815c438d/full/!200,200/0/default.jpg","224, 212, 193"
1585,drawing,"https://api.nga.gov/iiif/2d4f7634-1570-46b8-b16d-4514b073da79/full/!200,200/0/default.jpg","198, 159, 134"
1543,sculpture,"https://api.nga.gov/iiif/e6ec6d99-2753-45bf-8f9d-165be2130d82/full/!200,200/0/default.jpg","82, 60, 38"
1546,print,"https://api.nga.gov/iiif/f7515a59-60cb-4902-8085-c177032c61fa/full/!200,200/0/default.jpg","159, 146, 131"
1513,sculpture,"https://api.nga.gov/iiif/6dca9ecc-eeae-4e17-bfac-e3ba1b264672/full/!200,200/0/default.jpg","74, 53, 35"
1585,drawing,"https://api.nga.gov/iiif/2d4f7634-1570-46b8-b16d-4514b073da79/full/!200,200/0/default.jpg","198, 159, 134"
1598,print,"https://api.nga.gov/iiif/877ba527-1241-48d9-abdd-1575ab33b809/full/!200,200/0/default.jpg","161, 146, 127"
1559,print,"https://api.nga.gov/iiif/5313d7ca-f9d8-4d27-96cb-cfe2fed1300d/full/!200,200/0/default.jpg","186, 168, 144"
1589,print,"https://api.nga.gov/iiif/83226bd9-26f9-47c1-803e-62245a87c80c/full/!200,200/0/default.jpg","172, 155, 133"
1562,print,"https://api.nga.gov/iiif/824ec849-a151-462e-91b0-44d331e72571/full/!200,200/0/default.jpg","206, 189, 161"
1521,print,"https://api.nga.gov/iiif/5b002644-86ee-4cb8-b3cf-d8be51cc38eb/full/!200,200/0/default.jpg","192, 178, 156"
1544,drawing,"https://api.nga.gov/iiif/54e319f3-3dfe-4069-b317-512688425f74/full/!200,200/0/default.jpg","137, 111, 75"
1532,drawing,"https://api.nga.gov/iiif/d70f6f04-6be5-4628-9908-813128d14436/full/!200,200/0/default.jpg","180, 160, 129"
1525,sculpture,"https://api.nga.gov/iiif/927e6afc-cfad-4050-bfe9-de8b436b7fd9/full/!200,200/0/default.jpg","62, 58, 53"
1575,drawing,"https://api.nga.gov/iiif/83f62d96-46e5-4401-8fa1-7b0e8ddfe6dc/full/!200,200/0/default.jpg","232, 217, 193"
1500,print,"https://api.nga.gov/iiif/dd7048ed-c5e4-477c-91df-a4746c4c4fa1/full/!200,200/0/default.jpg","179, 169, 154"
1500,decorative art,"https://api.nga.gov/iiif/30a60efe-411d-46f9-94bd-ba5aefdb12fe/full/!200,200/0/default.jpg","166, 157, 154"
1500,sculpture,"https://api.nga.gov/iiif/0be3e05e-8c19-49af-857c-56461ea4fa0d/full/!200,200/0/default.jpg","160, 156, 152"
1514,print,"https://api.nga.gov/iiif/96b9a008-d57e-4fe6-aca0-b81609e3045e/full/!200,200/0/default.jpg","146, 140, 123"
1500,sculpture,"https://api.nga.gov/iiif/253518c2-3b94-41b1-9999-58aee3f1b532/full/!200,200/0/default.jpg","48, 41, 36"
1578,drawing,"https://api.nga.gov/iiif/753cae40-3bd4-4db3-8069-3b362b773398/full/!200,200/0/default.jpg","195, 160, 117"
1505,print,"https://api.nga.gov/iiif/9ed09026-cff6-4896-8da3-72567e9f86cd/full/!200,200/0/default.jpg","158, 145, 130"
1500,print,"https://api.nga.gov/iiif/70e506e3-520b-488a-b9e5-0312ffa1e235/full/!200,200/0/default.jpg","156, 140, 117"
1544,print,"https://api.nga.gov/iiif/3ad8f2e9-8bef-46ab-8b5e-19db2e5c15b6/full/!200,200/0/default.jpg","121, 108, 92"
1576,print,"https://api.nga.gov/iiif/74bb2a04-187c-481e-9365-b51f09cfd3d1/full/!200,200/0/default.jpg","196, 179, 153"
1512,sculpture,"https://api.nga.gov/iiif/94dd19ce-e676-4040-b4d8-2c33c4c35f30/full/!200,200/0/default.jpg","54, 44, 33"
1550,decorative art,"https://api.nga.gov/iiif/8033cacd-c486-449d-978c-68fbec8f60da/full/!200,200/0/default.jpg","179, 175, 165"
1540,print,"https://api.nga.gov/iiif/9e59634d-f561-4801-97fb-4dd8e0b0194d/full/!200,200/0/default.jpg","141, 130, 115"
1509,print,"https://api.nga.gov/iiif/ac2c6b99-03b1-4c42-b019-8bc1f8f72a50/full/!200,200/0/default.jpg","170, 157, 142"
1556,print,"https://api.nga.gov/iiif/b24c346f-6682-4972-9352-57a7fa2e18d4/full/!200,200/0/default.jpg","173, 157, 139"
1590,print,"https://api.nga.gov/iiif/97107547-e911-43fe-9500-34d5de003943/full/!200,200/0/default.jpg","159, 143, 123"
1553,print,"https://api.nga.gov/iiif/743da4bc-491d-4609-a8a4-a8dbf3dbfc8b/full/!200,200/0/default.jpg","159, 141, 117"
1588,print,"https://api.nga.gov/iiif/dcd211ec-3f7f-4f13-b482-9d2997518fa9/full/!200,200/0/default.jpg","176, 160, 139"
1579,drawing,"https://api.nga.gov/iiif/0ff1652f-8da9-4e10-805e-97b11ca1090b/full/!200,200/0/default.jpg","186, 162, 138"
1500,print,"https://api.nga.gov/iiif/7a90b33b-c728-471a-a1b5-8975927f6124/full/!200,200/0/default.jpg","149, 136, 120"
1525,print,"https://api.nga.gov/iiif/8087427a-1f71-49f8-8ce6-39ef9f5e2008/full/!200,200/0/default.jpg","139, 124, 106"
1515,sculpture,"https://api.nga.gov/iiif/891031b8-883d-4d9f-8324-09ec23bb242a/full/!200,200/0/default.jpg","55, 44, 31"
1566,print,"https://api.nga.gov/iiif/8a416d4a-868d-41fd-96d5-2d52124d54b5/full/!200,200/0/default.jpg","160, 124, 84"
1594,print,"https://api.nga.gov/iiif/bf6d31c4-e105-4c91-9887-ae4194588935/full/!200,200/0/default.jpg","133, 121, 108"
1596,print,"https://api.nga.gov/iiif/d1e2b75e-4725-4ad8-b264-0d75c54a8f83/full/!200,200/0/default.jpg","153, 139, 122"
1589,print,"https://api.nga.gov/iiif/f7d979b9-d587-451d-b3d1-c73c4875491c/full/!200,200/0/default.jpg","140, 129, 115"
1564,print,"https://api.nga.gov/iiif/e26532be-d2f1-41bc-85b4-795c2fc3d026/full/!200,200/0/default.jpg","193, 173, 146"
1500,sculpture,"https://api.nga.gov/iiif/24cef6d7-d201-45d5-ac67-3fa10a16d88f/full/!200,200/0/default.jpg","88, 63, 29"
1523,sculpture,"https://api.nga.gov/iiif/e08a724b-b84c-4da8-b879-27b11d6cd0a6/full/!200,200/0/default.jpg","54, 43, 35"
1517,sculpture,"https://api.nga.gov/iiif/dbb70b3b-fc96-4035-8312-c6b1b5357b33/full/!200,200/0/default.jpg","53, 42, 34"
1587,print,"https://api.nga.gov/iiif/bcd6a56b-edc8-45e6-83e4-1be354c5a1f7/full/!200,200/0/default.jpg","129, 118, 106"
1560,print,"https://api.nga.gov/iiif/d76177c2-b1a2-443c-abb3-88ba029621b8/full/!200,200/0/default.jpg","128, 121, 113"
1500,sculpture,"https://api.nga.gov/iiif/53508d2c-ce7d-4ff6-94d6-64fff83a8bf1/full/!200,200/0/default.jpg","161, 160, 159"
1500,painting,"https://api.nga.gov/iiif/4494e5c4-1d38-42fa-9386-ececec527697/full/!200,200/0/default.jpg","96, 62, 22"
1525,sculpture,"https://api.nga.gov/iiif/0e005785-8de5-47e2-bba3-ef62dc14e004/full/!200,200/0/default.jpg","85, 59, 24"
1500,sculpture,"https://api.nga.gov/iiif/a50172cb-7753-4a3a-8490-857b96d27b2f/full/!200,200/0/default.jpg","43, 40, 34"
1500,drawing,"https://api.nga.gov/iiif/44fba646-3d8c-4424-978f-318b78cd08fb/full/!200,200/0/default.jpg","160, 139, 110"
1593,print,"https://api.nga.gov/iiif/10a33643-e5e2-4fbb-9a02-eb79842a9842/full/!200,200/0/default.jpg","153, 137, 117"
1585,print,"https://api.nga.gov/iiif/b3effc46-c9c1-48d0-89a4-1f2a6ce46fb8/full/!200,200/0/default.jpg","152, 139, 124"
1509,print,"https://api.nga.gov/iiif/78eaa1dc-3610-4dd5-8760-e8d1a1418b5c/full/!200,200/0/default.jpg","165, 154, 139"
1586,drawing,"https://api.nga.gov/iiif/978f1872-e7c6-4c5a-8867-51deed96ed85/full/!200,200/0/default.jpg","130, 111, 86"
1509,print,"https://api.nga.gov/iiif/6d1ed846-344a-4c68-8d99-d033c2154b55/full/!200,200/0/default.jpg","172, 161, 144"
1550,sculpture,"https://api.nga.gov/iiif/8c53e610-464f-4169-b18f-9fefed8dddb2/full/!200,200/0/default.jpg","70, 44, 24"
1519,print,"https://api.nga.gov/iiif/f345a090-e3d8-4b92-8e07-a91bdc281825/full/!200,200/0/default.jpg","193, 178, 154"
1515,drawing,"https://api.nga.gov/iiif/bd9e58bf-bfd9-4bf8-a171-796af1772d2c/full/!200,200/0/default.jpg","212, 196, 175"
1575,drawing,"https://api.nga.gov/iiif/18226f33-66a8-415b-b640-0cb291dd0e5b/full/!200,200/0/default.jpg","230, 221, 207"
1576,drawing,"https://api.nga.gov/iiif/45454add-4817-45ad-9ed4-b72fd1eba8cc/full/!200,200/0/default.jpg","232, 218, 201"
1514,drawing,"https://api.nga.gov/iiif/f4e38e9b-0413-4295-ad86-bac73849f673/full/!200,200/0/default.jpg","156, 138, 119"
1539,drawing,"https://api.nga.gov/iiif/b9a9af25-a835-480b-aa08-c782505cae24/full/!200,200/0/default.jpg","195, 156, 123"
1575,drawing,"https://api.nga.gov/iiif/5855ca9e-a6b2-4f18-88f8-119b6a5406f2/full/!200,200/0/default.jpg","233, 219, 198"
1559,print,"https://api.nga.gov/iiif/c826a37e-34aa-48b6-ba02-9b4e5348b0f1/full/!200,200/0/default.jpg","158, 143, 125"
1528,print,"https://api.nga.gov/iiif/7745e555-1d9e-4e1e-86c5-12c7c3c626f7/full/!200,200/0/default.jpg","185, 165, 141"
1500,sculpture,"https://api.nga.gov/iiif/a988cfd6-d312-4790-b6b8-b76fdbb5e513/full/!200,200/0/default.jpg","74, 67, 61"
1544,sculpture,"https://api.nga.gov/iiif/1693e18e-b761-4a79-a6c3-98ca26c06c5d/full/!200,200/0/default.jpg","66, 50, 39"
1500,print,"https://api.nga.gov/iiif/e9f27e23-2c73-4045-914f-bb230bd7f605/full/!200,200/0/default.jpg","157, 140, 120"
1552,print,"https://api.nga.gov/iiif/67fd8ea7-2d51-4713-93c1-9b03623f5285/full/!200,200/0/default.jpg","194, 179, 155"
1500,print,"https://api.nga.gov/iiif/9ebb00e4-5fbe-453d-88e6-18ee788d9d9e/full/!200,200/0/default.jpg","123, 101, 77"
1500,sculpture,"https://api.nga.gov/iiif/65642efc-4555-4882-b486-e143a305ac12/full/!200,200/0/default.jpg","58, 51, 41"
1555,print,"https://api.nga.gov/iiif/0995d7bc-629b-4236-a4d9-d34ee5e07e24/full/!200,200/0/default.jpg","147, 133, 117"
1507,print,"https://api.nga.gov/iiif/df6ebdae-6caf-4b0d-801d-82512292c4cf/full/!200,200/0/default.jpg","156, 141, 122"
1538,painting,"https://api.nga.gov/iiif/1dc17d78-131c-4356-a589-bf467189f568/full/!200,200/0/default.jpg","120, 82, 62"
1594,print,"https://api.nga.gov/iiif/3b6a4c1c-a183-4ff6-9f65-6132aafb6ac1/full/!200,200/0/default.jpg","129, 117, 103"
1500,sculpture,"https://api.nga.gov/iiif/970e3f29-169d-4aff-8f9b-f832599473a6/full/!200,200/0/default.jpg","58, 48, 39"
1552,print,"https://api.nga.gov/iiif/be7b0453-7521-43d2-bd41-996a496c1c9b/full/!200,200/0/default.jpg","183, 168, 143"
1500,drawing,"https://api.nga.gov/iiif/28134766-7d5e-4cdb-b057-82de3341ee96/full/!200,200/0/default.jpg","167, 146, 118"
1570,sculpture,"https://api.nga.gov/iiif/d6255500-a7ab-4e4a-b20a-a046fa397bbe/full/!200,200/0/default.jpg","153, 146, 140"
1530,drawing,"https://api.nga.gov/iiif/4f6c61fb-f863-46ae-bfec-342aeae1ac84/full/!200,200/0/default.jpg","137, 121, 109"
1572,print,"https://api.nga.gov/iiif/664ef4a0-fc56-4f1d-a6a6-e527a6b2b214/full/!200,200/0/default.jpg","168, 152, 132"
1570,sculpture,"https://api.nga.gov/iiif/4c43fbca-ba0d-4bf5-952d-120ea464add8/full/!200,200/0/default.jpg","41, 38, 32"
1520,decorative art,"https://api.nga.gov/iiif/523b3a43-d968-485c-97d9-561a49c8609b/full/!200,200/0/default.jpg","152, 123, 92"
1514,print,"https://api.nga.gov/iiif/4234dabc-51e9-4347-8aee-7aace1169aed/full/!200,200/0/default.jpg","173, 161, 144"
1515,drawing,"https://api.nga.gov/iiif/55e2ff47-9feb-41d6-9b96-3186000f4647/full/!200,200/0/default.jpg","214, 196, 181"
1575,drawing,"https://api.nga.gov/iiif/67326f21-910f-43e0-aa16-4f85e512e50c/full/!200,200/0/default.jpg","237, 223, 199"
1509,print,"https://api.nga.gov/iiif/49956ae7-f7d1-4538-ae1e-69e4f9287093/full/!200,200/0/default.jpg","147, 135, 120"
1577,sculpture,"https://api.nga.gov/iiif/6c7d1f90-a5fc-46e8-8980-d0bb78607f5f/full/!200,200/0/default.jpg","57, 40, 28"
1500,sculpture,"https://api.nga.gov/iiif/bb93aaf9-7ae1-4c6e-b4f1-0753089193ca/full/!200,200/0/default.jpg","72, 53, 36"
1525,sculpture,"https://api.nga.gov/iiif/beac3a1b-abde-4ff4-ba38-257361b0b3c0/full/!200,200/0/default.jpg","89, 74, 61"
1500,sculpture,"https://api.nga.gov/iiif/44d01120-58cb-444e-90da-09d446199f5a/full/!200,200/0/default.jpg","66, 58, 49"
1592,print,"https://api.nga.gov/iiif/bd4496bb-29e6-4acf-a04c-abab8590ef34/full/!200,200/0/default.jpg","192, 177, 157"
1587,print,"https://api.nga.gov/iiif/2a892f41-d570-4456-9b59-b450460f514d/full/!200,200/0/default.jpg","164, 150, 135"
1500,decorative art,"https://api.nga.gov/iiif/51947d4d-6206-4b7d-b6a4-5f0ef2d5df93/full/!200,200/0/default.jpg","168, 163, 161"
1590,drawing,"https://api.nga.gov/iiif/3f20a645-a9ba-4c2f-b5c0-cab04ca3b76a/full/!200,200/0/default.jpg","235, 219, 195"
1500,sculpture,"https://api.nga.gov/iiif/ff5bb9f0-cd5c-41e2-965f-39057c58c688/full/!200,200/0/default.jpg","193, 192, 190"
1550,sculpture,"https://api.nga.gov/iiif/b9ccb40c-0f0a-4b13-924e-f3bb1172f0a4/full/!200,200/0/default.jpg","103, 82, 54"
1500,sculpture,"https://api.nga.gov/iiif/37457dc1-20c0-4640-9141-af309dfe05b8/full/!200,200/0/default.jpg","73, 55, 29"
1520,painting,"https://api.nga.gov/iiif/6b7957f5-adbb-4ff7-9387-2fef42cc97e0/full/!200,200/0/default.jpg","60, 45, 30"
1500,sculpture,"https://api.nga.gov/iiif/012eb44e-dbb0-4dd0-8ae5-39e040620457/full/!200,200/0/default.jpg","53, 46, 40"
1500,print,"https://api.nga.gov/iiif/b5d4a803-ddf2-4ec6-b818-2e75c821c139/full/!200,200/0/default.jpg","141, 129, 115"
1527,print,"https://api.nga.gov/iiif/8c31f081-ab12-406c-b2af-6185dbdb399b/full/!200,200/0/default.jpg","129, 115, 99"
1544,print,"https://api.nga.gov/iiif/10cb072f-2281-44d4-a880-9b77388cbe0d/full/!200,200/0/default.jpg","148, 133, 116"
1506,sculpture,"https://api.nga.gov/iiif/a4ad7ac5-19f5-43ce-841b-c52126c45cff/full/!200,200/0/default.jpg","84, 57, 35"
1500,print,"https://api.nga.gov/iiif/fe8af28d-c234-4e08-a5ab-09908b601777/full/!200,200/0/default.jpg","183, 166, 145"
1559,print,"https://api.nga.gov/iiif/f8b2786c-9ad6-4790-9f1a-b3bb50e6f6d4/full/!200,200/0/default.jpg","170, 152, 128"
1596,print,"https://api.nga.gov/iiif/940262fd-1c66-4c4f-b17d-3141a8a17e11/full/!200,200/0/default.jpg","203, 187, 163"
1589,print,"https://api.nga.gov/iiif/86fce2ab-c3db-4235-9077-e6c16f0cd18e/full/!200,200/0/default.jpg","144, 134, 121"
1564,print,"https://api.nga.gov/iiif/e726c0a8-5436-4cee-8a96-3e4a9c50aad0/full/!200,200/0/default.jpg","177, 168, 159"
1528,print,"https://api.nga.gov/iiif/5fdcefa0-0268-4ff9-a371-0c3994aefadd/full/!200,200/0/default.jpg","144, 133, 117"
1597,drawing,"https://api.nga.gov/iiif/1a6a4638-7d08-4a40-a0b0-bd40e4169027/full/!200,200/0/default.jpg","197, 163, 132"
1592,drawing,"https://api.nga.gov/iiif/8bc05fa6-6b8e-48e2-a1ea-991a8693a6dc/full/!200,200/0/default.jpg","134, 135, 122"
1537,print,"https://api.nga.gov/iiif/f39ea5e5-cab9-440c-8b6f-64c780dfb75e/full/!200,200/0/default.jpg","215, 206, 184"
1509,print,"https://api.nga.gov/iiif/4316709f-ee8b-48f2-93e9-0cbe03d531f5/full/!200,200/0/default.jpg","172, 160, 144"
1553,print,"https://api.nga.gov/iiif/90415067-a766-4176-8778-00e2d9f73ea7/full/!200,200/0/default.jpg","133, 116, 97"
