beginyear,hex_color,imageurl
1867,#b04c90,"https://api.nga.gov/iiif/363881b3-0c93-4b0c-b4e2-1b3292f23770/full/!200,200/0/default.jpg"
1841,#bc482c,"https://api.nga.gov/iiif/384896b6-e85b-44b1-b920-07fc2178a4dd/full/!200,200/0/default.jpg"
1819,#ad9651,"https://api.nga.gov/iiif/3e4c154c-df6d-4716-8823-c46a8d8ef13b/full/!200,200/0/default.jpg"
1841,#c860a4,"https://api.nga.gov/iiif/806b9738-c2f5-4c30-b426-49e181d71748/full/!200,200/0/default.jpg"
1890,#d1b892,"https://api.nga.gov/iiif/01d6dd07-7234-4e6a-8d1e-1eef0acec368/full/!200,200/0/default.jpg"
1829,#68306c,"https://api.nga.gov/iiif/b53ba8ca-41a9-48e7-be4f-65047ecf7170/full/!200,200/0/default.jpg"
1886,#aa863a,"https://api.nga.gov/iiif/0172e894-fcfa-4d58-bda9-b2d635da46ea/full/!200,200/0/default.jpg"
1801,#db6e56,"https://api.nga.gov/iiif/84d6034b-f9fb-488d-823b-2784ef8e302d/full/!200,200/0/default.jpg"
1873,#a8cc58,"https://api.nga.gov/iiif/dbf1e55c-e30f-4a38-a9c1-8617b12eb98e/full/!200,200/0/default.jpg"
1866,#a04444,"https://api.nga.gov/iiif/e0fa425f-9672-484f-b690-a42d5cb82ef9/full/!200,200/0/default.jpg"
1855,#de5e4f,"https://api.nga.gov/iiif/c5f4f197-5289-4139-83c2-4d2d3fc26a31/full/!200,200/0/default.jpg"
1898,#ac9c30,"https://api.nga.gov/iiif/e04893bc-2840-426f-8234-b34f923cb5f0/full/!200,200/0/default.jpg"
1807,#70c46c,"https://api.nga.gov/iiif/26d4f87a-d280-4eaa-9ca1-629530179d9d/full/!200,200/0/default.jpg"
1809,#a848a4,"https://api.nga.gov/iiif/a493982d-5ba8-428f-9832-078f54429dad/full/!200,200/0/default.jpg"
1810,#c05c9c,"https://api.nga.gov/iiif/b0c8d3c9-1069-4548-a6e8-0650dcd7970b/full/!200,200/0/default.jpg"
1898,#6689b8,"https://api.nga.gov/iiif/54c16eea-e410-4b9e-b8a1-8a5f0e8781bb/full/!200,200/0/default.jpg"
1831,#c85c48,"https://api.nga.gov/iiif/688b07cd-adb6-4401-90f5-6eb1bea0ffbe/full/!200,200/0/default.jpg"
1896,#c4b458,"https://api.nga.gov/iiif/441db0e5-8b20-4c40-b6eb-306435ee933e/full/!200,200/0/default.jpg"
1846,#d0bc74,"https://api.nga.gov/iiif/052e7369-3c72-4163-993c-780b01a2182b/full/!200,200/0/default.jpg"
1822,#c8b08c,"https://api.nga.gov/iiif/f6326b01-640f-4da4-8965-aa556f9f1225/full/!200,200/0/default.jpg"
1806,#a87142,"https://api.nga.gov/iiif/1d824f82-ae44-4544-ba71-b5fcb82d27d0/full/!200,200/0/default.jpg"
1846,#a0443c,"https://api.nga.gov/iiif/e47613f0-871f-4a1e-96dc-db051891c80c/full/!200,200/0/default.jpg"
1816,#bc7070,"https://api.nga.gov/iiif/fea64667-4003-4cfa-9762-f3d92e06b4b6/full/!200,200/0/default.jpg"
1816,#a8bc68,"https://api.nga.gov/iiif/31da6cd3-679c-4155-ac4b-681136b38436/full/!200,200/0/default.jpg"
1895,#d7c28c,"https://api.nga.gov/iiif/15c1811c-3494-40b9-843b-e3f2f63ba83e/full/!200,200/0/default.jpg"
1892,#d7848a,"https://api.nga.gov/iiif/da310a55-faa3-4505-b722-4b837d75f710/full/!200,200/0/default.jpg"
1852,#a05cb4,"https://api.nga.gov/iiif/f600556c-ab5a-4170-a63a-46fc39256c76/full/!200,200/0/default.jpg"
1853,#ac4c50,"https://api.nga.gov/iiif/4ff17cba-dab0-4749-9ea0-79e08dc8bf32/full/!200,200/0/default.jpg"
1867,#fc2920,"https://api.nga.gov/iiif/640a0a57-3b88-41d6-ab70-41fa86f90928/full/!200,200/0/default.jpg"
1810,#d8c788,"https://api.nga.gov/iiif/3331b149-3b45-4511-b795-ed1428bc8dce/full/!200,200/0/default.jpg"
1850,#605cb4,"https://api.nga.gov/iiif/94a8af7a-4253-4a49-86d6-da31a02a26ca/full/!200,200/0/default.jpg"
1845,#74c064,"https://api.nga.gov/iiif/7ac9fcbc-b5a1-479e-b270-30f2987a3faa/full/!200,200/0/default.jpg"
1815,#ba816d,"https://api.nga.gov/iiif/6a71076b-4630-4490-8085-545b70a505ed/full/!200,200/0/default.jpg"
1861,#b46c4c,"https://api.nga.gov/iiif/ae51e061-69a3-4302-95e2-7eb5fa4f7b13/full/!200,200/0/default.jpg"
1850,#50a898,"https://api.nga.gov/iiif/7d68b0a4-53af-497f-ada4-12746229c119/full/!200,200/0/default.jpg"
1825,#bb6143,"https://api.nga.gov/iiif/23e0ea34-4c5c-4aa5-b7af-1b09d960a961/full/!200,200/0/default.jpg"
1816,#702c6c,"https://api.nga.gov/iiif/6163ac9d-bf99-47e6-8b60-15f811d1a20d/full/!200,200/0/default.jpg"
1837,#a8d058,"https://api.nga.gov/iiif/c2f5f4be-dde8-44b3-a5cd-4d36c6ed965a/full/!200,200/0/default.jpg"
1848,#b4a84c,"https://api.nga.gov/iiif/11568b6b-8b96-4244-bcf3-9f89cd7960bd/full/!200,200/0/default.jpg"
1873,#e5be60,"https://api.nga.gov/iiif/6cac6d5f-c03d-4d4f-be32-a7c6821786ec/full/!200,200/0/default.jpg"
1861,#ad8252,"https://api.nga.gov/iiif/cf5a9d61-9499-4b74-ac3f-aa52063df650/full/!200,200/0/default.jpg"
1854,#b74c2c,"https://api.nga.gov/iiif/20ef4cc8-9ea3-4713-bfa0-1c3a2e27bfe4/full/!200,200/0/default.jpg"
1866,#7ca6dc,"https://api.nga.gov/iiif/cd341084-35c4-4bce-b72a-c6ff735fb3e4/full/!200,200/0/default.jpg"
1886,#4663b8,"https://api.nga.gov/iiif/9712a028-e970-4214-ab35-1e20c6552dd6/full/!200,200/0/default.jpg"
1889,#b0ac30,"https://api.nga.gov/iiif/88e633b4-c436-40ce-be7b-e797c71cbd5c/full/!200,200/0/default.jpg"
1866,#bf8755,"https://api.nga.gov/iiif/07eb9de4-138d-46db-a398-1df8e20c3dcf/full/!200,200/0/default.jpg"
1824,#30a8b0,"https://api.nga.gov/iiif/ae3466e3-01c0-4b33-b7f1-e70e1689ea8a/full/!200,200/0/default.jpg"
1820,#98306c,"https://api.nga.gov/iiif/73c44ada-81e2-4c94-8959-d37e36945795/full/!200,200/0/default.jpg"
1818,#a8c450,"https://api.nga.gov/iiif/878e55a8-26b2-4bc2-8919-ff60324311d6/full/!200,200/0/default.jpg"
1859,#a02494,"https://api.nga.gov/iiif/b8ab62e0-65b1-49e5-bd08-0498b6908bc3/full/!200,200/0/default.jpg"
1874,#9c44a0,"https://api.nga.gov/iiif/77a96fec-6df7-4f62-b7dd-d6686dee75fb/full/!200,200/0/default.jpg"
1884,#90b864,"https://api.nga.gov/iiif/9752d875-6eae-4f22-81e5-ae9def3c374e/full/!200,200/0/default.jpg"
1828,#e0bc5c,"https://api.nga.gov/iiif/1bdeaa48-1465-4a3d-bc71-8f5016b82ac4/full/!200,200/0/default.jpg"
1860,#acac48,"https://api.nga.gov/iiif/ea473005-a301-483d-939a-9e8a33fd7452/full/!200,200/0/default.jpg"
1866,#bc5044,"https://api.nga.gov/iiif/e141e445-2522-418d-9ca2-5fa3ec7702e8/full/!200,200/0/default.jpg"
1817,#c0dc64,"https://api.nga.gov/iiif/3eda7f53-4e42-42a4-b75e-de96a0c017df/full/!200,200/0/default.jpg"
1805,#4cb044,"https://api.nga.gov/iiif/3764cdeb-a649-4e3a-9504-8c1c446e3485/full/!200,200/0/default.jpg"
1879,#b0c068,"https://api.nga.gov/iiif/1ae9a063-a57e-4cf9-adba-fcf2f47c5665/full/!200,200/0/default.jpg"
1825,#d0c488,"https://api.nga.gov/iiif/5821518c-6f5b-45e7-8d61-76d22ede3679/full/!200,200/0/default.jpg"
1854,#b848b4,"https://api.nga.gov/iiif/4cee1961-c0cd-46b7-9072-295b099bedf4/full/!200,200/0/default.jpg"
1837,#aca844,"https://api.nga.gov/iiif/6da84188-cddf-4007-8dac-5ee057812902/full/!200,200/0/default.jpg"
1843,#c09858,"https://api.nga.gov/iiif/8c42d6de-ff3c-446d-ad1c-78ce8a44899f/full/!200,200/0/default.jpg"
1852,#dcc078,"https://api.nga.gov/iiif/ee588c13-ceb2-427d-87fd-52c1d76bc314/full/!200,200/0/default.jpg"
1884,#d48884,"https://api.nga.gov/iiif/c8e9d02a-c195-452c-bd32-4dcfa0cb0383/full/!200,200/0/default.jpg"
1832,#3ca498,"https://api.nga.gov/iiif/9731b9a3-9fcb-4041-aaab-d0a9906049a8/full/!200,200/0/default.jpg"
1897,#faeb05,"https://api.nga.gov/iiif/1dbb0288-5f55-4e61-8c66-b1d64e5f0caa/full/!200,200/0/default.jpg"
1859,#c4a479,"https://api.nga.gov/iiif/dea3d3ef-a781-4885-b8dc-611a1db741b4/full/!200,200/0/default.jpg"
1860,#c9b065,"https://api.nga.gov/iiif/a5a6fe51-ee62-4a0e-94c0-df64e46188da/full/!200,200/0/default.jpg"
1801,#50a444,"https://api.nga.gov/iiif/65da66ef-80af-4497-a0f0-0e7339a71746/full/!200,200/0/default.jpg"
1871,#b84c44,"https://api.nga.gov/iiif/25825667-ee5e-4204-8ca0-21676cf016d7/full/!200,200/0/default.jpg"
1888,#70c460,"https://api.nga.gov/iiif/f4c3ae33-3723-4736-8c27-35da0b723eab/full/!200,200/0/default.jpg"
1822,#ac4838,"https://api.nga.gov/iiif/955d806a-d278-43c1-b014-9a92d50595d7/full/!200,200/0/default.jpg"
1850,#f47c28,"https://api.nga.gov/iiif/9c3f9ce1-30e2-48d4-917a-bf7b22d01c45/full/!200,200/0/default.jpg"
1885,#6cd8d4,"https://api.nga.gov/iiif/9adbf878-c93c-43d1-b8b4-885b193ae24d/full/!200,200/0/default.jpg"
1892,#d2902c,"https://api.nga.gov/iiif/ee822e40-c216-45de-8b82-db192b5afc43/full/!200,200/0/default.jpg"
1879,#bc5450,"https://api.nga.gov/iiif/e8fc83e3-ffe5-446c-8e8a-9b3e9bcc36f6/full/!200,200/0/default.jpg"
1868,#74bc64,"https://api.nga.gov/iiif/b834d2ac-9972-4681-a3e5-15cfe899d2ef/full/!200,200/0/default.jpg"
1851,#0ea6cc,"https://api.nga.gov/iiif/bf8e90ce-ab5b-4909-aa30-4e3a44e86dc7/full/!200,200/0/default.jpg"
1820,#b28654,"https://api.nga.gov/iiif/1abe6900-6257-48e4-b5f4-5e9598701a8b/full/!200,200/0/default.jpg"
1869,#84c468,"https://api.nga.gov/iiif/9adbed26-baa3-4f33-8fe0-22422080867a/full/!200,200/0/default.jpg"
1849,#984e37,"https://api.nga.gov/iiif/e172fdf4-0c97-47ea-8d4b-3dcacf92a6a4/full/!200,200/0/default.jpg"
1898,#078eaf,"https://api.nga.gov/iiif/228457a5-4203-4614-8634-035ef1025fd4/full/!200,200/0/default.jpg"
1849,#175ea5,"https://api.nga.gov/iiif/09835802-eab9-4c0f-b17a-3b88d8408c09/full/!200,200/0/default.jpg"
1842,#c67e38,"https://api.nga.gov/iiif/79ce9512-4bb0-49c0-88a1-0eaf0c1d5c26/full/!200,200/0/default.jpg"
1815,#9c2ca4,"https://api.nga.gov/iiif/b947c49a-e9a2-45dd-ba19-a7c8a4c5191c/full/!200,200/0/default.jpg"
1839,#caac82,"https://api.nga.gov/iiif/80f97ed5-ada3-447a-a9aa-ee82344c5beb/full/!200,200/0/default.jpg"
1854,#708c40,"https://api.nga.gov/iiif/6f57e86c-39f2-43b6-aca7-938c7c89ba6a/full/!200,200/0/default.jpg"
1839,#7cac50,"https://api.nga.gov/iiif/16f98b40-390b-4b3d-9513-e3207f7fc83f/full/!200,200/0/default.jpg"
1823,#a74135,"https://api.nga.gov/iiif/082453c2-8c94-45ab-8e4a-649900a75231/full/!200,200/0/default.jpg"
1804,#cb9d2b,"https://api.nga.gov/iiif/2ddb4ba9-626c-44a8-8b20-359b35ff3d18/full/!200,200/0/default.jpg"
1871,#a8c868,"https://api.nga.gov/iiif/4a4e7b39-e38e-4e2e-8699-e22fec3d4c0c/full/!200,200/0/default.jpg"
1829,#cc58c0,"https://api.nga.gov/iiif/165ef04d-8b15-40c6-bd62-efe62b453b9f/full/!200,200/0/default.jpg"
1845,#ccb494,"https://api.nga.gov/iiif/d4a707bf-c1b6-4fc7-8f92-a9c876a48ec9/full/!200,200/0/default.jpg"
1881,#cca474,"https://api.nga.gov/iiif/4714be13-8e19-4ee3-82ff-1fc7d8113e57/full/!200,200/0/default.jpg"
1820,#a60431,"https://api.nga.gov/iiif/7b7bbecb-85ad-43ba-9673-7a0a7c2ec3a4/full/!200,200/0/default.jpg"
1822,#a0c858,"https://api.nga.gov/iiif/00508dd7-255e-41f8-b9a1-bbb93e5d81c4/full/!200,200/0/default.jpg"
1813,#c05848,"https://api.nga.gov/iiif/22186cf7-0c94-4f06-b592-85f3e3fa204b/full/!200,200/0/default.jpg"
1891,#c44834,"https://api.nga.gov/iiif/114dc9e3-7b23-47b2-9312-9c77617b369b/full/!200,200/0/default.jpg"
1885,#b84cac,"https://api.nga.gov/iiif/d6ae57dd-f4c6-4416-a3b6-17ac9fc2cd80/full/!200,200/0/default.jpg"
1846,#b0cc54,"https://api.nga.gov/iiif/26552027-e725-440d-8989-48294da3cf34/full/!200,200/0/default.jpg"
1873,#c4ac84,"https://api.nga.gov/iiif/6f827d98-00ba-438b-87cf-c244a5e60a4d/full/!200,200/0/default.jpg"
1830,#c8904c,"https://api.nga.gov/iiif/25b652ad-46b8-4296-b813-91779f07b5a6/full/!200,200/0/default.jpg"
1809,#88405c,"https://api.nga.gov/iiif/c115b34d-697f-4e1a-99a0-b9ac1c5ba686/full/!200,200/0/default.jpg"
1812,#d0bc74,"https://api.nga.gov/iiif/1bb2a01e-c245-4772-8b56-8c2cac501576/full/!200,200/0/default.jpg"
1854,#a05cc8,"https://api.nga.gov/iiif/dbf42d66-9a15-4017-95d8-2b9318da425b/full/!200,200/0/default.jpg"
1832,#d77037,"https://api.nga.gov/iiif/95050fb1-c0fc-4774-b6c8-8ab208c77e02/full/!200,200/0/default.jpg"
1825,#cca864,"https://api.nga.gov/iiif/49caefb5-fcd5-46c7-8007-f6b71e7d8457/full/!200,200/0/default.jpg"
1876,#b0c454,"https://api.nga.gov/iiif/272bc6d5-5731-42ef-9e4a-b4eb2477dd41/full/!200,200/0/default.jpg"
1823,#c49c84,"https://api.nga.gov/iiif/5bcffced-22f3-48a4-b668-7aa1d3200e77/full/!200,200/0/default.jpg"
1853,#c8b07d,"https://api.nga.gov/iiif/573f8203-ea54-42ce-9168-908a35ed5427/full/!200,200/0/default.jpg"
1822,#8c3c7c,"https://api.nga.gov/iiif/bfd54f84-16fd-45e9-93e4-6c2da2ee4d5c/full/!200,200/0/default.jpg"
1869,#a0c448,"https://api.nga.gov/iiif/e38e53e5-cf80-4824-aeb7-f3aeaba802cf/full/!200,200/0/default.jpg"
1878,#b87c58,"https://api.nga.gov/iiif/a849d37a-4059-452b-8bc8-4e90bb52a11c/full/!200,200/0/default.jpg"
1809,#7474c8,"https://api.nga.gov/iiif/72cbc113-1600-446b-a60f-3d712c2a793d/full/!200,200/0/default.jpg"
1818,#e0c084,"https://api.nga.gov/iiif/d5a1723b-1617-4cb0-99f9-274f5746d18a/full/!200,200/0/default.jpg"
1844,#d8b068,"https://api.nga.gov/iiif/ca263cee-d0a1-4c5e-8d60-ce9aee6cc3ff/full/!200,200/0/default.jpg"
1863,#504cb0,"https://api.nga.gov/iiif/b862e26d-6240-4619-9bc9-0f9389ae6d55/full/!200,200/0/default.jpg"
1834,#b4884c,"https://api.nga.gov/iiif/a8a02423-c6eb-4223-9ad4-8dad32db52e9/full/!200,200/0/default.jpg"
1816,#826c3d,"https://api.nga.gov/iiif/febd9638-a064-4cba-b305-52a890ddc5ad/full/!200,200/0/default.jpg"
1839,#bca854,"https://api.nga.gov/iiif/f1ff3a98-d522-47f5-95c5-14b274136741/full/!200,200/0/default.jpg"
1874,#b85c58,"https://api.nga.gov/iiif/7f6c0f56-b2bf-4989-9551-3beaf4d569b0/full/!200,200/0/default.jpg"
1843,#b45040,"https://api.nga.gov/iiif/4d2f6941-09fb-45ea-be1b-16459831a453/full/!200,200/0/default.jpg"
1896,#c0b464,"https://api.nga.gov/iiif/65a29d25-2463-4369-80dc-74f66c2f4736/full/!200,200/0/default.jpg"
1877,#d4b060,"https://api.nga.gov/iiif/d3b72bd7-4c94-4a60-b4f6-7c8bd077024e/full/!200,200/0/default.jpg"
1815,#e2d568,"https://api.nga.gov/iiif/9ce0821e-43e4-4acc-bdfe-215bc2c9fd2c/full/!200,200/0/default.jpg"
1878,#884cb8,"https://api.nga.gov/iiif/aa1a038c-d57a-46e6-9cb3-be806715ddb1/full/!200,200/0/default.jpg"
1830,#c85cb0,"https://api.nga.gov/iiif/cfd0c701-2f5e-47c1-b0f6-4d1e5c64e7b2/full/!200,200/0/default.jpg"
1813,#acac48,"https://api.nga.gov/iiif/49398bde-e7c3-45db-a6e1-5eda60741d1e/full/!200,200/0/default.jpg"
1860,#d0a050,"https://api.nga.gov/iiif/f29e10b1-4b57-4599-9b45-efd078c90990/full/!200,200/0/default.jpg"
1827,#ac483c,"https://api.nga.gov/iiif/965cd3ae-d7d3-4744-96d8-711f9675f7d6/full/!200,200/0/default.jpg"
1878,#5cb850,"https://api.nga.gov/iiif/f7e8581e-cbea-48a6-abcc-9f65f417bbbd/full/!200,200/0/default.jpg"
1809,#d06858,"https://api.nga.gov/iiif/730bf600-cd3a-44b0-b175-031747042828/full/!200,200/0/default.jpg"
1883,#caa680,"https://api.nga.gov/iiif/53acbbee-40a6-4ef4-9f9d-d05480c3d2e2/full/!200,200/0/default.jpg"
1833,#609c3c,"https://api.nga.gov/iiif/e83fbdd0-72ab-4726-b423-4864e0a7f205/full/!200,200/0/default.jpg"
1899,#c46460,"https://api.nga.gov/iiif/d409c807-b77f-4d7b-b6c9-fbf1fe61943c/full/!200,200/0/default.jpg"
1829,#2c7454,"https://api.nga.gov/iiif/7966bbf6-6067-4275-a7c0-30a49c9cec6d/full/!200,200/0/default.jpg"
1984,#b8d470,"https://api.nga.gov/iiif/12889f70-81bc-47da-b1e8-32d98bddf0de/full/!200,200/0/default.jpg"
1893,#b8d470,"https://api.nga.gov/iiif/12889f70-81bc-47da-b1e8-32d98bddf0de/full/!200,200/0/default.jpg"
1830,#645cb8,"https://api.nga.gov/iiif/354d0b22-2fea-49b2-a5e1-8ff4c65ebe12/full/!200,200/0/default.jpg"
1892,#50bc4c,"https://api.nga.gov/iiif/5c82f8bf-95c8-46da-90ef-77441b230e79/full/!200,200/0/default.jpg"
1813,#cc9850,"https://api.nga.gov/iiif/7d915ce6-a1bd-4373-815d-a282f09698a3/full/!200,200/0/default.jpg"
1895,#cc9446,"https://api.nga.gov/iiif/fd415d6b-28e5-402f-91a6-930a405a4775/full/!200,200/0/default.jpg"
1886,#a89048,"https://api.nga.gov/iiif/09e8a572-1c61-403d-a220-a83634ae7897/full/!200,200/0/default.jpg"
1839,#54b848,"https://api.nga.gov/iiif/e05c9633-298e-439f-8349-5105769a453f/full/!200,200/0/default.jpg"
1849,#b4904c,"https://api.nga.gov/iiif/3df866e7-4a7c-4170-9f8b-7fb3f76734ac/full/!200,200/0/default.jpg"
1881,#90d084,"https://api.nga.gov/iiif/398ee49e-2c52-4b45-b7f5-d471e141bbae/full/!200,200/0/default.jpg"
1833,#bc5044,"https://api.nga.gov/iiif/9ca623e6-abd0-46ec-9a9f-89c5d692e84b/full/!200,200/0/default.jpg"
1801,#d06b54,"https://api.nga.gov/iiif/f927a85d-aaaf-4c0a-b0dc-1ba5b1280cbe/full/!200,200/0/default.jpg"
1801,#90521f,"https://api.nga.gov/iiif/177f7863-3619-4ce4-89d0-0c505eefade1/full/!200,200/0/default.jpg"
1874,#98bc4c,"https://api.nga.gov/iiif/8299e11a-a9f0-4b0c-a532-ba8a91f8e303/full/!200,200/0/default.jpg"
1847,#c8604c,"https://api.nga.gov/iiif/17cd17b7-e464-4582-baf4-807eb782293a/full/!200,200/0/default.jpg"
1831,#a8a42c,"https://api.nga.gov/iiif/be8ef72f-1bf0-42b5-92d1-ad7dec65433f/full/!200,200/0/default.jpg"
1834,#db442d,"https://api.nga.gov/iiif/209ac6a1-17e6-4db9-9f7d-02b73a54fb45/full/!200,200/0/default.jpg"
1843,#80c478,"https://api.nga.gov/iiif/1780153b-f502-4b90-a76d-606421423f82/full/!200,200/0/default.jpg"
1815,#cca48c,"https://api.nga.gov/iiif/92ef1525-1db3-438b-acdc-ac5ebb2b7bbc/full/!200,200/0/default.jpg"
1859,#58b8bc,"https://api.nga.gov/iiif/ca260879-9503-443f-9b2c-cf51262edbdf/full/!200,200/0/default.jpg"
1985,#c0705c,"https://api.nga.gov/iiif/7f4953b4-0b81-4fbe-abf1-cd995845b113/full/!200,200/0/default.jpg"
1932,#c078cc,"https://api.nga.gov/iiif/5e5e4bba-2649-45c9-bd1c-a183e2b0a047/full/!200,200/0/default.jpg"
1979,#d0b08c,"https://api.nga.gov/iiif/927195c7-483f-42cd-8f9d-2dba4139bd47/full/!200,200/0/default.jpg"
1835,#d49080,"https://api.nga.gov/iiif/4514f15d-7389-4da0-9bf7-3763df507fe8/full/!200,200/0/default.jpg"
1829,#d88474,"https://api.nga.gov/iiif/d61e1283-5683-48c5-b0e4-2bc1ae497feb/full/!200,200/0/default.jpg"
1888,#a43c80,"https://api.nga.gov/iiif/27b53408-488e-47f2-95d8-2a0dbc1c30c0/full/!200,200/0/default.jpg"
1952,#c8a054,"https://api.nga.gov/iiif/6d53b857-78f5-4bc5-a66f-e57c3b47927f/full/!200,200/0/default.jpg"
1949,#a04c90,"https://api.nga.gov/iiif/fa52e2d7-1d63-4771-b1c0-8943525aa372/full/!200,200/0/default.jpg"
1984,#ccb494,"https://api.nga.gov/iiif/88463f28-fe33-45e0-8049-38459252fbae/full/!200,200/0/default.jpg"
1969,#c4915c,"https://api.nga.gov/iiif/4b9a4c94-6dd5-405b-894c-fca7fa0fa856/full/!200,200/0/default.jpg"
1991,#f2ae16,"https://api.nga.gov/iiif/32715f83-7b16-4b12-9c37-e0efdc0a0657/full/!200,200/0/default.jpg"
1989,#6e4932,"https://api.nga.gov/iiif/b066d7c3-ac90-4270-b713-4c6104b1a5fd/full/!200,200/0/default.jpg"
1934,#e064e4,"https://api.nga.gov/iiif/cf5ab45c-5fa7-4325-9c94-0abf210f3f74/full/!200,200/0/default.jpg"
1905,#ccb495,"https://api.nga.gov/iiif/71f51e1d-d626-497e-889a-bc358b3023b7/full/!200,200/0/default.jpg"
1996,#ac4c44,"https://api.nga.gov/iiif/6b01294f-b0df-433f-b2a3-c2d6a8963970/full/!200,200/0/default.jpg"
1994,#4844b8,"https://api.nga.gov/iiif/c6359003-23dd-4ee6-b59a-526286e9b749/full/!200,200/0/default.jpg"
1939,#cc54a0,"https://api.nga.gov/iiif/3013b739-3e50-43ea-ab48-b6a718d46a24/full/!200,200/0/default.jpg"
1967,#cc5cb0,"https://api.nga.gov/iiif/bf283c00-0eac-4bb8-81b6-4090e49ae46a/full/!200,200/0/default.jpg"
1900,#903830,"https://api.nga.gov/iiif/b501d632-8d23-4260-bca6-e61acd13537b/full/!200,200/0/default.jpg"
1927,#d4d48c,"https://api.nga.gov/iiif/eef7d1f0-fc23-4360-8fd1-0d74c041af29/full/!200,200/0/default.jpg"
1925,#946d41,"https://api.nga.gov/iiif/ba8b487c-6987-491b-8cea-e700257a3bed/full/!200,200/0/default.jpg"
1975,#d0b058,"https://api.nga.gov/iiif/8d1b17af-f165-40d4-af83-c9ce42f469a8/full/!200,200/0/default.jpg"
1935,#a8d060,"https://api.nga.gov/iiif/79b4b5e9-f0ac-472d-b4bc-2cbf6358b6f0/full/!200,200/0/default.jpg"
1923,#dcb484,"https://api.nga.gov/iiif/3a5c5452-ecbe-4e4c-89a2-44bf66aeec7e/full/!200,200/0/default.jpg"
1945,#d0b892,"https://api.nga.gov/iiif/1dc45c50-523a-46eb-8727-6d28ddd4216f/full/!200,200/0/default.jpg"
1909,#c05898,"https://api.nga.gov/iiif/4f572ec2-6402-46b9-889f-19bc82d9d611/full/!200,200/0/default.jpg"
1927,#c0b45c,"https://api.nga.gov/iiif/0dffc5eb-15f6-4d92-8ef0-00a9fb95978f/full/!200,200/0/default.jpg"
1984,#bc8c6c,"https://api.nga.gov/iiif/634ee308-42c1-43c4-b431-33d8e4ccf4cc/full/!200,200/0/default.jpg"
1912,#7c6034,"https://api.nga.gov/iiif/9732c7e4-8b10-4256-992f-0db24a58f203/full/!200,200/0/default.jpg"
1956,#d0c460,"https://api.nga.gov/iiif/82875bec-d8c7-49e2-a951-053b63a9898f/full/!200,200/0/default.jpg"
1913,#bd6c5b,"https://api.nga.gov/iiif/607e6175-d99a-4ab3-b59a-0a0b18f64833/full/!200,200/0/default.jpg"
1962,#c4b858,"https://api.nga.gov/iiif/b30912b4-82c5-4a1a-a449-a509e2f08777/full/!200,200/0/default.jpg"
1975,#c85848,"https://api.nga.gov/iiif/bcd7f787-d06b-476c-b11e-1b48c9b27a18/full/!200,200/0/default.jpg"
1912,#2a6cb0,"https://api.nga.gov/iiif/bda92328-7745-4da6-a595-a9342a3226a4/full/!200,200/0/default.jpg"
1945,#ac5434,"https://api.nga.gov/iiif/8df0e267-f91c-4a19-9cd8-bd52505a9271/full/!200,200/0/default.jpg"
1926,#74a848,"https://api.nga.gov/iiif/759d6eed-f4c8-45ac-8f20-111e3dafa6ff/full/!200,200/0/default.jpg"
1946,#e0a949,"https://api.nga.gov/iiif/ca1dc4dd-6697-46c1-9fe5-95cd21b2a71f/full/!200,200/0/default.jpg"
1931,#ccb494,"https://api.nga.gov/iiif/653bf1bb-d566-4505-bfcf-56427b57773f/full/!200,200/0/default.jpg"
1926,#ccb494,"https://api.nga.gov/iiif/7e50300c-e5b7-4c49-84da-22d349275da2/full/!200,200/0/default.jpg"
1983,#ac5c34,"https://api.nga.gov/iiif/5e4fd502-814a-479c-add7-d2b8928919dc/full/!200,200/0/default.jpg"
1923,#d9b26f,"https://api.nga.gov/iiif/d579db74-6561-4b16-8eba-2f0d929923d9/full/!200,200/0/default.jpg"
1945,#ad7051,"https://api.nga.gov/iiif/787228b4-1afe-4dbf-9a99-b18316cf5512/full/!200,200/0/default.jpg"
1999,#cc743c,"https://api.nga.gov/iiif/67bb22d8-c37a-48fd-8299-93cbb8c7dc2d/full/!200,200/0/default.jpg"
1920,#bc4c48,"https://api.nga.gov/iiif/8fdda38f-9a2a-4685-ba87-0a95a8ec7211/full/!200,200/0/default.jpg"
1934,#c4b044,"https://api.nga.gov/iiif/811773e1-47fe-49d0-be75-06367a0acf20/full/!200,200/0/default.jpg"
1909,#b8d074,"https://api.nga.gov/iiif/7f6ee1c0-7f0c-4c89-9f92-c2ed640a83ac/full/!200,200/0/default.jpg"
1902,#a851ad,"https://api.nga.gov/iiif/22871073-d320-4103-85a9-297ec34e077c/full/!200,200/0/default.jpg"
1921,#d29758,"https://api.nga.gov/iiif/a873d22e-92bd-4940-8026-8e42caadd70b/full/!200,200/0/default.jpg"
1937,#af6f4f,"https://api.nga.gov/iiif/4fd83f43-5b67-41a1-825c-a4d2ac75e612/full/!200,200/0/default.jpg"
1957,#e4c478,"https://api.nga.gov/iiif/40d29f4a-919f-4009-b304-a6c1528281a9/full/!200,200/0/default.jpg"
1942,#d0c47c,"https://api.nga.gov/iiif/f52b3697-33f4-4da0-a984-f6ed68b9f61c/full/!200,200/0/default.jpg"
