beginyear,hex_color,imageurl,closest_color
1645,#349818,"https://api.nga.gov/iiif/82c13da6-3e14-408a-ac04-7d4f2eebfc0c/full/!200,200/0/default.jpg",#228b22
1645,#b48454,"https://api.nga.gov/iiif/fac6fde2-18ab-413a-ad65-4c48ad5cf8d9/full/!200,200/0/default.jpg",#cd853f
1645,#6c9c30,"https://api.nga.gov/iiif/3cc32a62-fdac-43f2-a33b-f26ea78093b6/full/!200,200/0/default.jpg",#6b8e23
1646,#ac388c,"https://api.nga.gov/iiif/2a84e43d-2935-48b3-a4e2-7a3e4fc53580/full/!200,200/0/default.jpg",#c71585
1646,#983074,"https://api.nga.gov/iiif/65a7f1b6-4a06-40c7-a7a9-92bab9d5e63e/full/!200,200/0/default.jpg",#8b008b
1646,#9c6c44,"https://api.nga.gov/iiif/512c09a1-03fd-415e-a5af-6df1f2101e70/full/!200,200/0/default.jpg",#a0522d
1646,#805c3c,"https://api.nga.gov/iiif/67b3ed27-d652-4ba1-aad5-bc72e8d820d1/full/!200,200/0/default.jpg",#a0522d
1646,#ac3870,"https://api.nga.gov/iiif/914bf684-18c8-43a5-80ba-5ff509cb3ee4/full/!200,200/0/default.jpg",#c71585
1646,#74a4c4,"https://api.nga.gov/iiif/d6bf7f56-4948-4f2e-9556-d4d946abe833/full/!200,200/0/default.jpg",#5f9ea0
1648,#946044,"https://api.nga.gov/iiif/cab68476-336a-4223-90fe-eb33ba2e5293/full/!200,200/0/default.jpg",#a0522d
1648,#cca84c,"https://api.nga.gov/iiif/fd006ab2-888f-485d-b909-eb2d56c4a4f5/full/!200,200/0/default.jpg",#cd853f
1648,#b88a36,"https://api.nga.gov/iiif/08ce53a5-b87a-42e8-b7c2-c3dd21d05845/full/!200,200/0/default.jpg",#cd853f
1648,#744434,"https://api.nga.gov/iiif/47f94aed-a1ec-45b2-a4f0-511a1fc4df4c/full/!200,200/0/default.jpg",#8b4513
1648,#349088,"https://api.nga.gov/iiif/325a5f6f-0f8d-42af-9710-297ef32df080/full/!200,200/0/default.jpg",#3cb371
1649,#b24b35,"https://api.nga.gov/iiif/d32bae92-8e05-4166-adcb-c7b93fb49c99/full/!200,200/0/default.jpg",#a0522d
1649,#cda484,"https://api.nga.gov/iiif/2fac6801-cfcd-463c-b6e3-5ebf5d124cbe/full/!200,200/0/default.jpg",#d2b48c
1649,#245c96,"https://api.nga.gov/iiif/a6111b5c-d149-475c-a669-5d5f74d04a54/full/!200,200/0/default.jpg",#483d8b
1649,#94743c,"https://api.nga.gov/iiif/53d4f9d0-0c6c-4e01-a858-733f9a6ed60e/full/!200,200/0/default.jpg",#a0522d
1650,#ad5b51,"https://api.nga.gov/iiif/da9c1054-627f-4caf-bbdc-4faf97a779a8/full/!200,200/0/default.jpg",#cd5c5c
1650,#ae6c52,"https://api.nga.gov/iiif/1bd606b9-f58c-4d40-8514-f53c63e37dbd/full/!200,200/0/default.jpg",#cd5c5c
1650,#b29450,"https://api.nga.gov/iiif/317eb85d-cb70-4408-837b-bcaff6de5f85/full/!200,200/0/default.jpg",#cd853f
1650,#409094,"https://api.nga.gov/iiif/b4040d59-d7aa-4748-b785-9fb5d7041e44/full/!200,200/0/default.jpg",#4682b4
1650,#be8242,"https://api.nga.gov/iiif/c19c5835-5269-4ec4-b209-ee975ef00931/full/!200,200/0/default.jpg",#cd853f
1650,#b47434,"https://api.nga.gov/iiif/d277c2a7-190e-475a-bae9-f1cbd0b1218d/full/!200,200/0/default.jpg",#cd853f
1650,#b4823e,"https://api.nga.gov/iiif/99356b71-7652-482d-87c2-b99b94382742/full/!200,200/0/default.jpg",#cd853f
1650,#dbb978,"https://api.nga.gov/iiif/d9e87e07-b326-4214-8c84-aa030309c978/full/!200,200/0/default.jpg",#deb887
1650,#b47434,"https://api.nga.gov/iiif/5c538a37-5169-489d-b75b-1b821b824993/full/!200,200/0/default.jpg",#cd853f
1650,#a7893a,"https://api.nga.gov/iiif/5b9a89da-4995-477b-99f8-14b4254b54f9/full/!200,200/0/default.jpg",#cd853f
1650,#7b5135,"https://api.nga.gov/iiif/fb490bdd-68a8-4cc2-84dc-e3422d396ca9/full/!200,200/0/default.jpg",#a0522d
1650,#7c4c24,"https://api.nga.gov/iiif/7042f1f6-4093-4580-a1ad-eeb4fda470d4/full/!200,200/0/default.jpg",#8b4513
1650,#8c6434,"https://api.nga.gov/iiif/8781a9cd-14ad-4647-9c76-497c5a84ecfb/full/!200,200/0/default.jpg",#a0522d
1650,#edb354,"https://api.nga.gov/iiif/f8952243-65a1-4ccc-865c-5e43e7fe099a/full/!200,200/0/default.jpg",#f4a460
1650,#a45c1c,"https://api.nga.gov/iiif/a8d4c0cb-e506-40ad-8b78-59b3121c4ca7/full/!200,200/0/default.jpg",#a0522d
1650,#a03418,"https://api.nga.gov/iiif/5586812e-8ffb-461b-af9c-d6266ff2fbb8/full/!200,200/0/default.jpg",#a52a2a
1650,#91611e,"https://api.nga.gov/iiif/6d8ac1e9-4de3-448f-851b-7ca0e798e00c/full/!200,200/0/default.jpg",#a0522d
1650,#a44454,"https://api.nga.gov/iiif/bb138d50-c61a-46f3-8ca5-25c670329c1e/full/!200,200/0/default.jpg",#a0522d
1650,#c4685c,"https://api.nga.gov/iiif/8ec0ceca-dfcb-4771-affe-37be1dc3d99d/full/!200,200/0/default.jpg",#cd5c5c
1650,#98c84c,"https://api.nga.gov/iiif/c6847a6c-8a40-41e3-b639-3df1ce6b222b/full/!200,200/0/default.jpg",#9acd32
1650,#ac784c,"https://api.nga.gov/iiif/75189388-085e-4751-bd3d-deadf6dd4988/full/!200,200/0/default.jpg",#cd853f
1650,#ac6444,"https://api.nga.gov/iiif/2a5639e1-8243-4d24-b9dc-e4fbcfb822d5/full/!200,200/0/default.jpg",#a0522d
1650,#c09c4c,"https://api.nga.gov/iiif/125d79bc-0a09-4428-bfb2-ceaf995400cd/full/!200,200/0/default.jpg",#cd853f
1650,#b48444,"https://api.nga.gov/iiif/59ccdb07-4dd0-4c99-8742-6cf564e140e2/full/!200,200/0/default.jpg",#cd853f
1650,#b49c38,"https://api.nga.gov/iiif/787d420b-974d-4949-8564-df84a9a12816/full/!200,200/0/default.jpg",#cd853f
1650,#a84028,"https://api.nga.gov/iiif/79b6481d-d5d0-4434-bf6d-622576914346/full/!200,200/0/default.jpg",#a0522d
1650,#5c8fc3,"https://api.nga.gov/iiif/3478a087-5974-488a-a5ec-cb4eb1666dd4/full/!200,200/0/default.jpg",#4682b4
1650,#dd8221,"https://api.nga.gov/iiif/ffcbf669-7d12-4f64-a3b2-39f9dc3d5a91/full/!200,200/0/default.jpg",#d2691e
1650,#825b30,"https://api.nga.gov/iiif/cd3ab444-8451-4661-bfea-e0dd0e386296/full/!200,200/0/default.jpg",#a0522d
1651,#ae7634,"https://api.nga.gov/iiif/5ceefccf-358b-4da6-94c2-5f2312a44ca2/full/!200,200/0/default.jpg",#cd853f
1652,#31586b,"https://api.nga.gov/iiif/6fcb7801-34cc-4a58-86cc-49f321af2e92/full/!200,200/0/default.jpg",#2f4f4f
1652,#75542c,"https://api.nga.gov/iiif/d4ae9a03-10e7-42dc-ad1e-788ce1becec1/full/!200,200/0/default.jpg",#8b4513
1653,#b2925f,"https://api.nga.gov/iiif/51c903d0-02a1-404b-bf92-1e3942c02fef/full/!200,200/0/default.jpg",#bdb76b
1653,#a07043,"https://api.nga.gov/iiif/7e26c058-8547-4242-9c2b-2bd096187c38/full/!200,200/0/default.jpg",#a0522d
1653,#bca868,"https://api.nga.gov/iiif/1fbd8e92-0e8a-49dd-aae2-8763ee9263e7/full/!200,200/0/default.jpg",#bdb76b
1653,#bb8c6c,"https://api.nga.gov/iiif/0b4c8d03-8a56-4e03-b5d4-bd22e0d1500f/full/!200,200/0/default.jpg",#bc8f8f
1655,#b47c44,"https://api.nga.gov/iiif/e394bc24-b1d8-4358-92c1-0d78480b5473/full/!200,200/0/default.jpg",#cd853f
1655,#8b311b,"https://api.nga.gov/iiif/c5f5cfa6-6150-435a-bf5d-a0a7a55c52f7/full/!200,200/0/default.jpg",#8b4513
1655,#8c543c,"https://api.nga.gov/iiif/5dd971d9-f9a2-43ce-aa49-24990984eb8d/full/!200,200/0/default.jpg",#a0522d
1655,#94643c,"https://api.nga.gov/iiif/94c41c4c-519c-4fba-bdcc-0f712376ceff/full/!200,200/0/default.jpg",#a0522d
1655,#b48c44,"https://api.nga.gov/iiif/194c86fb-0bcc-47eb-b848-f4bf2f24c30e/full/!200,200/0/default.jpg",#cd853f
1655,#d4ac7e,"https://api.nga.gov/iiif/099e8599-3242-46f4-bf5d-1a2e6032eb13/full/!200,200/0/default.jpg",#d2b48c
1655,#a77e4d,"https://api.nga.gov/iiif/33e0e57c-9846-4535-9cc9-fd615abe79ab/full/!200,200/0/default.jpg",#cd853f
1655,#b68848,"https://api.nga.gov/iiif/207a1259-910e-4519-87d6-f1ad23e6b209/full/!200,200/0/default.jpg",#cd853f
1655,#c47e31,"https://api.nga.gov/iiif/c1372ae6-977d-464a-87c5-44da6b3fbd86/full/!200,200/0/default.jpg",#cd853f
1655,#ac853c,"https://api.nga.gov/iiif/87bbd92f-9e97-4f01-ad22-ce8d7267798d/full/!200,200/0/default.jpg",#cd853f
1655,#b48854,"https://api.nga.gov/iiif/598c0e6f-4861-4b86-85bc-da68e258cec7/full/!200,200/0/default.jpg",#cd853f
1655,#9c2870,"https://api.nga.gov/iiif/16f90d95-983b-4b93-ae7f-aa27eb8f150f/full/!200,200/0/default.jpg",#8b008b
1655,#86643e,"https://api.nga.gov/iiif/b6d62233-7f75-41db-b594-7c29df061d81/full/!200,200/0/default.jpg",#a0522d
1656,#a57149,"https://api.nga.gov/iiif/9ceabc07-1d61-46f4-bf5c-43635552f2d9/full/!200,200/0/default.jpg",#a0522d
1656,#bc8c6c,"https://api.nga.gov/iiif/4ea98624-ae65-408f-8322-745527f6c352/full/!200,200/0/default.jpg",#bc8f8f
1656,#ac7052,"https://api.nga.gov/iiif/5ba544cc-c2d9-4991-92fb-4fee13768524/full/!200,200/0/default.jpg",#cd5c5c
1657,#a0744c,"https://api.nga.gov/iiif/31360a9a-9576-46e9-b6b1-c7cb6ccf1443/full/!200,200/0/default.jpg",#a0522d
1657,#865932,"https://api.nga.gov/iiif/cb0c8c97-5ad3-402f-8ac5-89b7800c2f72/full/!200,200/0/default.jpg",#a0522d
1657,#ac7034,"https://api.nga.gov/iiif/3a56cc88-d51b-49e9-975c-b4f816f50cb9/full/!200,200/0/default.jpg",#a0522d
1658,#b03008,"https://api.nga.gov/iiif/1a1caf2d-5284-4849-9873-4560341a4b25/full/!200,200/0/default.jpg",#b22222
1658,#9a4428,"https://api.nga.gov/iiif/ffefb1ed-2abf-4121-8476-64c9802667be/full/!200,200/0/default.jpg",#a0522d
1658,#904438,"https://api.nga.gov/iiif/b75ae2ae-7836-4a96-8863-9f2e1e4eea21/full/!200,200/0/default.jpg",#a0522d
1658,#785734,"https://api.nga.gov/iiif/383f16c8-9e6c-4565-bfa4-1017989c6310/full/!200,200/0/default.jpg",#556b2f
1658,#d49444,"https://api.nga.gov/iiif/ff5b1370-fd8e-4289-855d-a5a662ce2397/full/!200,200/0/default.jpg",#cd853f
1658,#cfa67c,"https://api.nga.gov/iiif/466f1cfc-d244-4ecb-8dbc-694ea8a89f21/full/!200,200/0/default.jpg",#d2b48c
1658,#a43c0c,"https://api.nga.gov/iiif/1740093e-a916-4cd2-b8ab-0b1d2fc1c9f4/full/!200,200/0/default.jpg",#8b4513
1658,#c4ac74,"https://api.nga.gov/iiif/435b1a2c-543e-479d-a642-bcf6aecab5b2/full/!200,200/0/default.jpg",#bdb76b
1659,#bc7454,"https://api.nga.gov/iiif/5dc133fb-5304-4ccb-b715-9361f638f281/full/!200,200/0/default.jpg",#cd5c5c
1660,#936e39,"https://api.nga.gov/iiif/2e7f0bed-7aa2-4170-be84-1417625ea010/full/!200,200/0/default.jpg",#a0522d
1660,#b02c80,"https://api.nga.gov/iiif/3ca33a0d-98aa-48ea-ba5a-d56c27ed1ac5/full/!200,200/0/default.jpg",#c71585
1660,#9d6d48,"https://api.nga.gov/iiif/abb2963f-62ac-4cb6-a680-cb81755a8bcc/full/!200,200/0/default.jpg",#a0522d
1660,#b0a556,"https://api.nga.gov/iiif/766c0a3f-cf18-404b-b1b0-374287112a43/full/!200,200/0/default.jpg",#bdb76b
1660,#b23d04,"https://api.nga.gov/iiif/e057c5f2-305c-4d61-929d-f4fe576e7be5/full/!200,200/0/default.jpg",#b22222
1660,#b23d34,"https://api.nga.gov/iiif/bfc54c5f-a5ea-4aca-9e8e-e2ff169c48b5/full/!200,200/0/default.jpg",#a52a2a
1660,#846434,"https://api.nga.gov/iiif/4dac0318-8cab-4fc1-b221-a672048a1c52/full/!200,200/0/default.jpg",#a0522d
1660,#9c6c44,"https://api.nga.gov/iiif/d7e6a8d6-f957-4a9c-a75c-994c9b5373d9/full/!200,200/0/default.jpg",#a0522d
1660,#5084b0,"https://api.nga.gov/iiif/c835e6ed-d7c4-4f86-aea9-5eaf06b09818/full/!200,200/0/default.jpg",#4682b4
1660,#be9a6a,"https://api.nga.gov/iiif/a397a12f-ba08-4586-bf9d-9d8c099fbdf9/full/!200,200/0/default.jpg",#bdb76b
1660,#c0a04c,"https://api.nga.gov/iiif/3e51ce09-d263-4840-a6b3-6186848f3cb2/full/!200,200/0/default.jpg",#cd853f
1660,#bc8c44,"https://api.nga.gov/iiif/30249fb8-83b4-46d0-a7ad-be4f93251e5d/full/!200,200/0/default.jpg",#cd853f
1660,#68306c,"https://api.nga.gov/iiif/ef2b7b7d-966d-4405-a2ed-adb63409b32c/full/!200,200/0/default.jpg",#483d8b
1660,#7c4e26,"https://api.nga.gov/iiif/cec223de-bf79-46d6-acb0-73fb36c34920/full/!200,200/0/default.jpg",#8b4513
1660,#9e3924,"https://api.nga.gov/iiif/3040e4c8-111b-495c-bae2-a76efd4d8154/full/!200,200/0/default.jpg",#a52a2a
1661,#b49044,"https://api.nga.gov/iiif/c41105bb-50e6-47b1-b610-9250eabfeacf/full/!200,200/0/default.jpg",#cd853f
1661,#906420,"https://api.nga.gov/iiif/79ed1904-db69-4baf-bc28-4a8dd72b16ab/full/!200,200/0/default.jpg",#a0522d
1661,#845c3c,"https://api.nga.gov/iiif/4246e72b-cc40-4c13-a02d-59f0ac901740/full/!200,200/0/default.jpg",#a0522d
1662,#ac7f52,"https://api.nga.gov/iiif/a7fa9b2d-301b-452e-877b-fb4a81b4f954/full/!200,200/0/default.jpg",#cd853f
1663,#b1934d,"https://api.nga.gov/iiif/2e2230e3-0d44-4437-a9b2-e8743f137653/full/!200,200/0/default.jpg",#cd853f
1663,#ac6c3c,"https://api.nga.gov/iiif/83fa68e7-ed75-449d-935d-deeaefb7a0dc/full/!200,200/0/default.jpg",#a0522d
1663,#ac642c,"https://api.nga.gov/iiif/0dd57cd1-91db-4e04-a709-6fb236d266d1/full/!200,200/0/default.jpg",#a0522d
1663,#885820,"https://api.nga.gov/iiif/fed44c43-1de2-41ed-98cd-5dc35f39d20a/full/!200,200/0/default.jpg",#8b4513
1663,#b45c3c,"https://api.nga.gov/iiif/b6389d6c-3adf-46db-a53d-b50aabc7bfdb/full/!200,200/0/default.jpg",#a0522d
1663,#90b04c,"https://api.nga.gov/iiif/d32b8743-f62b-457b-ae42-aa6794cff8fd/full/!200,200/0/default.jpg",#9acd32
1664,#ac3c2c,"https://api.nga.gov/iiif/b705a403-3496-42e8-abf5-a37e34c32198/full/!200,200/0/default.jpg",#a52a2a
1664,#b48c5e,"https://api.nga.gov/iiif/daff38f5-b88f-47b3-af99-bd1b852af522/full/!200,200/0/default.jpg",#cd853f
1664,#af8f4f,"https://api.nga.gov/iiif/6be662bf-35bd-4738-a8f5-0ed146f54996/full/!200,200/0/default.jpg",#cd853f
1664,#80b03c,"https://api.nga.gov/iiif/c948cf32-e6c7-41a0-a053-0ad0562960c4/full/!200,200/0/default.jpg",#9acd32
1664,#c2927d,"https://api.nga.gov/iiif/1829584c-abf5-4c25-9977-8d13687a7406/full/!200,200/0/default.jpg",#bc8f8f
1664,#ecc474,"https://api.nga.gov/iiif/ab72c222-5584-4d50-a5a5-f1cbf20fc67c/full/!200,200/0/default.jpg",#deb887
1664,#be8854,"https://api.nga.gov/iiif/518e6be2-c92e-453f-b118-da1e0c69608c/full/!200,200/0/default.jpg",#cd853f
1665,#ad9651,"https://api.nga.gov/iiif/55b9adfb-53db-44cf-af22-810decc98e9b/full/!200,200/0/default.jpg",#cd853f
1665,#ccbc7c,"https://api.nga.gov/iiif/ea55879e-57f1-494d-9043-6dedb384bdc8/full/!200,200/0/default.jpg",#d2b48c
1665,#a4644c,"https://api.nga.gov/iiif/2b5b08d7-4766-4cb4-a6f6-ee700bca403a/full/!200,200/0/default.jpg",#a0522d
1665,#c42c14,"https://api.nga.gov/iiif/b3bd3733-ff46-4863-87e5-caeecca56d41/full/!200,200/0/default.jpg",#b22222
1665,#7c5439,"https://api.nga.gov/iiif/cb8636ed-d3ea-40f6-9e4d-88e032e5f003/full/!200,200/0/default.jpg",#a0522d
1665,#ba8244,"https://api.nga.gov/iiif/34fe1964-645f-4511-9653-703ec710c18a/full/!200,200/0/default.jpg",#cd853f
1665,#4474a5,"https://api.nga.gov/iiif/a3f3893a-6169-480f-8330-30f19ddbd989/full/!200,200/0/default.jpg",#4682b4
1666,#946444,"https://api.nga.gov/iiif/afcc1f6a-36b1-4b72-b2b0-79ce616547ee/full/!200,200/0/default.jpg",#a0522d
1666,#bc6e42,"https://api.nga.gov/iiif/763fd612-2259-4341-a879-94bc103aa8b9/full/!200,200/0/default.jpg",#cd853f
1666,#84643c,"https://api.nga.gov/iiif/c682d2ee-1837-4e88-b5b2-99d2d7b75b40/full/!200,200/0/default.jpg",#a0522d
1667,#bf8b3d,"https://api.nga.gov/iiif/676fa96e-ad4e-4209-b985-ae0c15f5d902/full/!200,200/0/default.jpg",#cd853f
1667,#bc9c64,"https://api.nga.gov/iiif/fd08af53-328d-49b2-902e-e4636c6946ce/full/!200,200/0/default.jpg",#bdb76b
1667,#9c3c24,"https://api.nga.gov/iiif/5d3dddf6-7279-421b-9e91-75e13ff15be8/full/!200,200/0/default.jpg",#a52a2a
1668,#6c4c34,"https://api.nga.gov/iiif/fa6c1ed4-837b-454b-89cd-603f26e9575d/full/!200,200/0/default.jpg",#556b2f
1670,#ac9152,"https://api.nga.gov/iiif/17542e7c-e6cb-4010-b5d7-3a95ecb9cbe3/full/!200,200/0/default.jpg",#cd853f
1670,#ae884d,"https://api.nga.gov/iiif/c50ee8c2-db92-4e58-a6b8-0243dfe829d8/full/!200,200/0/default.jpg",#cd853f
1670,#b5a165,"https://api.nga.gov/iiif/a155983a-c39f-4b58-9f8e-adbde1070219/full/!200,200/0/default.jpg",#bdb76b
1670,#6c5434,"https://api.nga.gov/iiif/5f86ad9a-2691-4771-9e6a-4f2792c62eba/full/!200,200/0/default.jpg",#556b2f
1670,#aca028,"https://api.nga.gov/iiif/dc7a3202-71c4-4e1a-ad6e-db7772d2084a/full/!200,200/0/default.jpg",#b8860b
1670,#c9896c,"https://api.nga.gov/iiif/47d40a01-f055-4c30-b2a1-77b337422642/full/!200,200/0/default.jpg",#e9967a
1670,#b48c5c,"https://api.nga.gov/iiif/adc4f41a-08a1-4888-aed8-a838a0bfeee5/full/!200,200/0/default.jpg",#cd853f
1670,#bc8c4c,"https://api.nga.gov/iiif/c06ddeed-8689-41ef-a927-faa88f873cc3/full/!200,200/0/default.jpg",#cd853f
1672,#7d6c2d,"https://api.nga.gov/iiif/ae178e46-9ba2-42d7-9da9-2b4ef49295c1/full/!200,200/0/default.jpg",#6b8e23
1673,#5988b8,"https://api.nga.gov/iiif/1b7fec5d-9502-42a2-9939-0457b49b8be7/full/!200,200/0/default.jpg",#4682b4
1673,#c0985c,"https://api.nga.gov/iiif/9ff9bdd7-99fb-4997-a1b6-6a25e1dc7efa/full/!200,200/0/default.jpg",#bdb76b
1675,#bb7f43,"https://api.nga.gov/iiif/00209fb1-64a2-4961-9ccc-8c6c06117df2/full/!200,200/0/default.jpg",#cd853f
1675,#9c4814,"https://api.nga.gov/iiif/329c02b8-9b4b-488b-b62e-f0a5f29635f3/full/!200,200/0/default.jpg",#8b4513
1675,#7b5d39,"https://api.nga.gov/iiif/3cb0cb4d-710f-4136-9610-f47f381ecd6a/full/!200,200/0/default.jpg",#a0522d
1675,#ac5639,"https://api.nga.gov/iiif/dc12c502-5644-4e73-974e-2ca8ab8ea8fc/full/!200,200/0/default.jpg",#a0522d
1675,#c4854f,"https://api.nga.gov/iiif/f2fc7310-79cc-4ece-98f5-051349034b9e/full/!200,200/0/default.jpg",#cd853f
1675,#84482c,"https://api.nga.gov/iiif/b8db7e67-5cc4-441b-a17d-6805bcc34d07/full/!200,200/0/default.jpg",#8b4513
1675,#9c7447,"https://api.nga.gov/iiif/199583e2-2fe5-428b-a44b-0ef2bfe459e6/full/!200,200/0/default.jpg",#a0522d
1676,#745136,"https://api.nga.gov/iiif/d21d0983-81c8-42bc-bdb9-fa7b9e4961a8/full/!200,200/0/default.jpg",#556b2f
1685,#b17c45,"https://api.nga.gov/iiif/4b3352ab-0eb3-4343-a7b0-79c8dc3ba324/full/!200,200/0/default.jpg",#cd853f
1685,#dca434,"https://api.nga.gov/iiif/05d70ba8-5283-44eb-92df-b8e286cf4217/full/!200,200/0/default.jpg",#daa520
1685,#9c6c3c,"https://api.nga.gov/iiif/d14f6eaf-17d8-4910-81d7-7c9ec210ccf8/full/!200,200/0/default.jpg",#a0522d
1685,#876240,"https://api.nga.gov/iiif/4a3f3e1d-23d4-4354-b345-396259da776c/full/!200,200/0/default.jpg",#a0522d
1687,#a0644a,"https://api.nga.gov/iiif/7c01057f-aa27-40ce-b58f-e2150e6f7500/full/!200,200/0/default.jpg",#a0522d
1690,#aa7a34,"https://api.nga.gov/iiif/27178674-bd03-4754-95fe-2c2406c32b06/full/!200,200/0/default.jpg",#cd853f
1695,#bc942c,"https://api.nga.gov/iiif/97c69a77-0dab-4ee0-81ab-612f26582e45/full/!200,200/0/default.jpg",#cd853f
1695,#78482c,"https://api.nga.gov/iiif/3068b3fd-859a-4b4e-8ac8-c42e54dc6610/full/!200,200/0/default.jpg",#8b4513
1696,#845c2c,"https://api.nga.gov/iiif/5493a8b8-20b6-480e-920d-48126b5f9881/full/!200,200/0/default.jpg",#a0522d
1700,#a98951,"https://api.nga.gov/iiif/49afef74-296c-4851-9bfd-57bb9c0389ff/full/!200,200/0/default.jpg",#cd853f
1700,#b97e5e,"https://api.nga.gov/iiif/4af62dfb-9ca6-48f0-b539-7ae859077833/full/!200,200/0/default.jpg",#cd853f
1700,#936b46,"https://api.nga.gov/iiif/32ec389b-425d-46bd-8271-e465313cf46b/full/!200,200/0/default.jpg",#a0522d
1700,#816220,"https://api.nga.gov/iiif/62069f18-73bc-4ad0-b55f-0ca92157fc4b/full/!200,200/0/default.jpg",#8b4513
1700,#8e5f32,"https://api.nga.gov/iiif/aa4d19fa-6a66-457d-8b85-6cc6c2484cd5/full/!200,200/0/default.jpg",#a0522d
1700,#6f542a,"https://api.nga.gov/iiif/5a303da5-ebae-42b0-b842-3af2ae6115ae/full/!200,200/0/default.jpg",#556b2f
1700,#986122,"https://api.nga.gov/iiif/9586c8df-2df5-4faa-bd8e-6433bd3eee5f/full/!200,200/0/default.jpg",#a0522d
1700,#de5828,"https://api.nga.gov/iiif/2a459971-4db4-4165-a368-358029dbe200/full/!200,200/0/default.jpg",#d2691e
1700,#cfad6f,"https://api.nga.gov/iiif/1ff7cdea-f23a-4158-bb9a-ede300b87574/full/!200,200/0/default.jpg",#bdb76b
1700,#986716,"https://api.nga.gov/iiif/7b375c23-0142-45a6-80e0-70efabad4c25/full/!200,200/0/default.jpg",#a0522d
1700,#9b4227,"https://api.nga.gov/iiif/833f360c-bb08-4e0d-ac01-1c33b0b6d47e/full/!200,200/0/default.jpg",#a0522d
1700,#caa479,"https://api.nga.gov/iiif/924cb48a-cde6-4204-9beb-a2916a065157/full/!200,200/0/default.jpg",#d2b48c
1707,#c09570,"https://api.nga.gov/iiif/dabfe0b5-f9ee-4c5f-992e-df160064c84b/full/!200,200/0/default.jpg",#bc8f8f
1709,#d2a752,"https://api.nga.gov/iiif/2ecbcc0b-04a7-4400-9f25-eebb72c3e9fc/full/!200,200/0/default.jpg",#bdb76b
1710,#bc6434,"https://api.nga.gov/iiif/84226b72-095e-4685-a4fc-e3034d425686/full/!200,200/0/default.jpg",#d2691e
1710,#9a7e3a,"https://api.nga.gov/iiif/329c2789-5e1d-45b3-b099-f702f301113d/full/!200,200/0/default.jpg",#a0522d
1711,#ac7850,"https://api.nga.gov/iiif/3480727d-bd9d-4bce-b7f0-7c02347a7bc3/full/!200,200/0/default.jpg",#cd853f
1713,#b48c4c,"https://api.nga.gov/iiif/0db8b561-cb20-4940-bc13-3cf247f9c078/full/!200,200/0/default.jpg",#cd853f
1715,#a87444,"https://api.nga.gov/iiif/37619c15-3bf8-40ab-b11c-d218445bda62/full/!200,200/0/default.jpg",#cd853f
1715,#987434,"https://api.nga.gov/iiif/35db881d-fdfe-416d-bb2c-68907ec39b34/full/!200,200/0/default.jpg",#a0522d
1716,#b47444,"https://api.nga.gov/iiif/c2055c00-a8b0-4179-a481-0ab4d19cd4c1/full/!200,200/0/default.jpg",#cd853f
1717,#c6a87b,"https://api.nga.gov/iiif/768878fe-0382-42fb-a74e-536be63690e7/full/!200,200/0/default.jpg",#bdb76b
1719,#784e2d,"https://api.nga.gov/iiif/1f326877-47ab-4446-8c95-7af0ca393f4b/full/!200,200/0/default.jpg",#8b4513
1720,#a96e3c,"https://api.nga.gov/iiif/e9ce6316-5a64-4ffb-986d-069e4d5f56a3/full/!200,200/0/default.jpg",#a0522d
1720,#904615,"https://api.nga.gov/iiif/56de693a-9c4c-4777-aaa0-fc7052b836e1/full/!200,200/0/default.jpg",#8b4513
1720,#966c44,"https://api.nga.gov/iiif/8601fdd0-ee28-4461-a0ec-0d66eafbac43/full/!200,200/0/default.jpg",#a0522d
1720,#b7883d,"https://api.nga.gov/iiif/2eb9f5fc-772a-4839-8694-00bc5bfdbf2a/full/!200,200/0/default.jpg",#cd853f
1720,#7f4e2a,"https://api.nga.gov/iiif/f3f169ed-f227-47a7-b90d-3edc68f36a7e/full/!200,200/0/default.jpg",#8b4513
1720,#b5884b,"https://api.nga.gov/iiif/4303fbae-e62c-428b-8868-3b788b79d0fc/full/!200,200/0/default.jpg",#cd853f
1720,#b07444,"https://api.nga.gov/iiif/5075f033-a2f6-41c0-8e9a-db25dbcc48da/full/!200,200/0/default.jpg",#cd853f
1722,#c79a7a,"https://api.nga.gov/iiif/208a1c87-7997-4240-821f-07f9f6d8f206/full/!200,200/0/default.jpg",#bc8f8f
1725,#8f442a,"https://api.nga.gov/iiif/a7b44489-2b37-40a5-9daa-72438f8a62bf/full/!200,200/0/default.jpg",#a0522d
1725,#bc542c,"https://api.nga.gov/iiif/b43cb1f3-cf38-4a59-ac3c-b8e8db2acb9b/full/!200,200/0/default.jpg",#a0522d
1725,#986c44,"https://api.nga.gov/iiif/3a5decbc-9cce-4804-93c1-7c29806d8f55/full/!200,200/0/default.jpg",#a0522d
1725,#865824,"https://api.nga.gov/iiif/ab699663-84d5-4b25-a392-061bc992b30f/full/!200,200/0/default.jpg",#8b4513
1725,#c45c1c,"https://api.nga.gov/iiif/c771e519-15ae-4f89-a8f6-b382dc655d70/full/!200,200/0/default.jpg",#d2691e
1725,#fca42c,"https://api.nga.gov/iiif/c351540e-705e-4c9c-8ef3-457f6f37a5e6/full/!200,200/0/default.jpg",#daa520
