beginyear,vibrant,LightVibrant,closest_color,Muted,LightMuted,DarkMuted,Image URL
1825,#b08146,#e0ba84,#7c4014,#948370,#d4bba9,#3b4428,"https://api.nga.gov/iiif/155aaf3e-9541-4c0a-8943-decebc32b740/full/!200,200/0/default.jpg"
1825,#eb9855,#f4dcb4,#888c0c,#a89555,#cebd97,#645c3c,"https://api.nga.gov/iiif/a5f5d208-0134-4e28-a925-995eae6fd21f/full/!200,200/0/default.jpg"
1825,#c05222,#f1bb92,#933512,#907e56,#d9ceb1,#2e3f1e,"https://api.nga.gov/iiif/71cb47a7-af14-40f9-acbe-864809a8861b/full/!200,200/0/default.jpg"
1825,#b3985b,#e2bf87,#056482,#598e8e,#ccc0a1,#4f6132,"https://api.nga.gov/iiif/d15b57c6-ff87-459e-ab0f-ab9d80cbf35a/full/!200,200/0/default.jpg"
1825,#e8ae24,#f8e7a3,#b98c09,#719053,#dad2b0,#5c5c2c,"https://api.nga.gov/iiif/c0788a80-4d14-4e0a-af63-74f00d8e2140/full/!200,200/0/default.jpg"
1825,#e69b18,,#e69b18,,,,"https://api.nga.gov/iiif/9b8fd3ce-ef07-4361-a6a6-5eab1a543c57/full/!200,200/0/default.jpg"
1825,#b8904c,#dcc89c,#4c381a,#7b7744,#c8ba9e,#544f28,"https://api.nga.gov/iiif/8a4b63f3-31d9-468c-9c02-eeb1502dada2/full/!200,200/0/default.jpg"
1825,#64a83c,#d0ae88,#845c3c,#947a60,#94b4bb,#6c543e,"https://api.nga.gov/iiif/b65ea558-0cd2-4abc-8a76-56d9b6c44f7f/full/!200,200/0/default.jpg"
1825,#c4945c,#e4d9be,#644c2c,#897e72,#d4cbb8,#4c4c46,"https://api.nga.gov/iiif/1fc7eee8-516f-4a14-955c-e2f7e9e2f15a/full/!200,200/0/default.jpg"
1825,#cca850,#ddd0b8,#64481a,#95855f,#c7bda4,#5b4c2c,"https://api.nga.gov/iiif/6912dd89-909b-4327-b118-201a29b3abc0/full/!200,200/0/default.jpg"
1825,#a48444,#d6c79e,#6a522b,#688497,#c0b38d,#5c7484,"https://api.nga.gov/iiif/40bb6453-0326-4377-8ffd-872226a0e5d8/full/!200,200/0/default.jpg"
1826,#95572c,#cdb190,#6c311d,#a2724e,#cfc6af,#361c1c,"https://api.nga.gov/iiif/94fe4654-86af-4d6c-ada0-3ca4bdf809ea/full/!200,200/0/default.jpg"
1826,#bb8655,#f9d494,#6f2d0f,#a47b54,#b49768,#30251a,"https://api.nga.gov/iiif/8ff2d6a0-c863-4127-bb9a-7edd6a56650a/full/!200,200/0/default.jpg"
1826,#7e5a2c,,#7e5a2c,,,,"https://api.nga.gov/iiif/7ce06963-2e5f-4d9e-9a38-3c1b59e80a81/full/!200,200/0/default.jpg"
1826,#54a430,#d9c6aa,#4f2919,#898172,#96b2c8,#5a5144,"https://api.nga.gov/iiif/ad9dfdee-4bb5-4cc2-b968-04be6d00455d/full/!200,200/0/default.jpg"
1826,#b38f5b,#ccb488,#593c0a,#8d7348,#bcc3c3,#485231,"https://api.nga.gov/iiif/2b9b82ee-eb14-4b71-a6e5-4506b776ec22/full/!200,200/0/default.jpg"
1826,#c09238,,#c09238,,,,"https://api.nga.gov/iiif/af04b7a0-3f77-44ee-912e-1022bb233fa7/full/!200,200/0/default.jpg"
1826,#e1bc24,#dac262,#6a3f1f,#9c7454,,,"https://api.nga.gov/iiif/bb5e472b-f5e3-47b9-9fc4-cefda61c617f/full/!200,200/0/default.jpg"
1827,#b98c4f,#e3cc8e,#5c350e,#a9864d,#c4ac7c,#9d7846,"https://api.nga.gov/iiif/d90b641f-b6fe-4fc4-a520-69accf46513b/full/!200,200/0/default.jpg"
1827,#c19451,,#c19451,,,,"https://api.nga.gov/iiif/d5fcf3d0-a2c0-44e4-9bde-e4133559cde1/full/!200,200/0/default.jpg"
1827,#c16141,#f0cc84,#6d2c1c,#a2895c,#e1dec9,#463127,"https://api.nga.gov/iiif/d5c1f35b-f828-4eab-b3aa-424b2fca9a37/full/!200,200/0/default.jpg"
1827,#c48c34,#dcc79a,#896609,#a58e52,#cfc597,#141c24,"https://api.nga.gov/iiif/9d2cbcd0-9be6-488c-bb12-61cf96af2095/full/!200,200/0/default.jpg"
1827,#945417,,#945417,,,,"https://api.nga.gov/iiif/f58ba808-75c4-4508-ac30-4ecbc8b28f84/full/!200,200/0/default.jpg"
1827,#b0744c,#f9c892,#2c1c13,#a87c54,#ad9776,#4c372a,"https://api.nga.gov/iiif/571b6dc5-1b36-4be5-ad3b-8e08d274cab0/full/!200,200/0/default.jpg"
1827,#b440a0,#d2c09c,#5e2713,#948b71,#dbceaf,#18202c,"https://api.nga.gov/iiif/91c27b58-20be-4a10-bd49-aa7366c7c89d/full/!200,200/0/default.jpg"
1827,#0c8cac,#d1d29e,#04606c,#5ea583,#aec294,#356340,"https://api.nga.gov/iiif/41fd8949-2d3a-4abf-8c34-fda63de2f903/full/!200,200/0/default.jpg"
1827,#a27b41,#e6cc90,#623215,#ab9253,#ccc48e,#7e743e,"https://api.nga.gov/iiif/85dea800-072f-444e-ba91-34f3600c4e92/full/!200,200/0/default.jpg"
1827,#e56c19,,#e56c19,,,,"https://api.nga.gov/iiif/e5fffc83-c01c-4fbb-979b-ccefb49232cd/full/!200,200/0/default.jpg"
1828,#b89a35,#e5b375,#543c0c,#968d59,#c4c4ac,#2e412c,"https://api.nga.gov/iiif/856c6333-0b47-4f69-8603-186cf9651901/full/!200,200/0/default.jpg"
1828,#ac744c,#fadcb0,#5c1c14,#a28464,#b9916c,#36271e,"https://api.nga.gov/iiif/534576fa-5fa3-4c8a-a152-c38243f36a8a/full/!200,200/0/default.jpg"
1828,#a44064,,#a44064,,,,"https://api.nga.gov/iiif/b168f365-b640-43f0-a6b3-7cf067e6ed2d/full/!200,200/0/default.jpg"
1828,#a37841,#e5d0ac,#745326,#ae8a60,#9fbccd,#785835,"https://api.nga.gov/iiif/d1fa6937-25ce-4f4c-a414-91e99c098bf9/full/!200,200/0/default.jpg"
1828,#a25a25,,#a25a25,,,,"https://api.nga.gov/iiif/52b89781-b5e4-4c49-af40-dc5eba933c98/full/!200,200/0/default.jpg"
1828,#c9944e,#e8b25c,#842414,#af854f,#c0a07e,#603a2c,"https://api.nga.gov/iiif/9407728e-20d4-4328-bcc2-2daba99ed795/full/!200,200/0/default.jpg"
1829,#b47c4c,#e4b684,#7c3c1c,#9d825c,,,"https://api.nga.gov/iiif/4115380f-497d-41f7-b208-8d802944e9a6/full/!200,200/0/default.jpg"
1829,#cd6f2d,#f4c46c,#733214,#998156,#b7aa77,#5c4c34,"https://api.nga.gov/iiif/ff1e06cf-448f-4b0c-b361-a7ceff1e3e03/full/!200,200/0/default.jpg"
1829,#945c3b,,#945c3b,,,,"https://api.nga.gov/iiif/a1a43e9b-039b-4a6a-a9cd-01d86be40c59/full/!200,200/0/default.jpg"
1829,#3cc49c,#f9f1c9,#724510,#9d8c57,#beb284,#433d23,"https://api.nga.gov/iiif/3b0bb9c7-c0cc-4fba-b0b9-3c6e6531987b/full/!200,200/0/default.jpg"
1829,#be9737,#dfc789,#6f5323,#8a8459,#b8b183,#514024,"https://api.nga.gov/iiif/db0af639-beb9-43d1-a661-9422c8050a35/full/!200,200/0/default.jpg"
1829,#b47e3c,#d0b58d,#341c07,#a4906f,#d4d0be,#645434,"https://api.nga.gov/iiif/04570b01-f9de-42cb-97ff-d33abe5a9051/full/!200,200/0/default.jpg"
1829,#dc863c,#eea258,#5d371c,#a79256,#c1a674,#5c442c,"https://api.nga.gov/iiif/7fdfc013-3553-4709-86ba-1bc7db2c3d70/full/!200,200/0/default.jpg"
1829,#b96d73,#ccad8a,#592a2e,#8c7c64,#d2c0a8,#464c36,"https://api.nga.gov/iiif/10400d8b-a987-48c4-99f2-5385dd5bfb1a/full/!200,200/0/default.jpg"
1830,#d03070,#e4b979,#74491c,#a88d5c,#d0ba92,#513927,"https://api.nga.gov/iiif/c652744b-50c3-4753-8a96-e33c62981b30/full/!200,200/0/default.jpg"
1830,#bf8639,#e0c281,#8a642a,#71543d,#b89474,#5f4c3d,"https://api.nga.gov/iiif/bcea6136-23e6-4474-8d55-2f36301d9ac9/full/!200,200/0/default.jpg"
1830,#b39b53,#fade84,#7c340c,#9b8855,#bca46c,#816e39,"https://api.nga.gov/iiif/c6fe2e51-2fd2-42ae-91eb-dcc0b9e8bc82/full/!200,200/0/default.jpg"
1830,#eda378,#fcd6a4,#6c4e24,#a28250,#d4c9b6,#463e26,"https://api.nga.gov/iiif/603a5041-262a-409b-ba8e-9964914d522e/full/!200,200/0/default.jpg"
1830,#bc6c3c,#f4b681,#76481c,#9c8464,#bb9a7a,#5e3d2d,"https://api.nga.gov/iiif/1c84ef3c-698d-46c5-b1e1-6a9c60a01856/full/!200,200/0/default.jpg"
1830,#c6894c,#f0c484,#845424,#54a87c,,,"https://api.nga.gov/iiif/f4b60234-72e0-442d-acae-8412e5531544/full/!200,200/0/default.jpg"
1830,#bc942c,#dcbc90,#635021,#99824f,#ccc2a5,#715b3f,"https://api.nga.gov/iiif/80a6346a-28d0-4c30-98cd-a6851ef420f8/full/!200,200/0/default.jpg"
1830,#c49444,#d4b794,#a47424,#a37e5b,#c4ac94,#584b2e,"https://api.nga.gov/iiif/57e7f269-8bf1-4a10-be6f-89ba956374ce/full/!200,200/0/default.jpg"
1830,#ea9921,#fcd87b,#946208,#b09e53,#afac82,#4f5337,"https://api.nga.gov/iiif/b7d915e4-9d4a-40a6-accf-0382ec77ddd7/full/!200,200/0/default.jpg"
1830,#b43c34,,#b43c34,,,,"https://api.nga.gov/iiif/8e1c2202-dd89-457d-b972-a5cd1e1f43e8/full/!200,200/0/default.jpg"
1830,#b94904,#d2c69e,#643c0c,#888159,#aea27e,#404631,"https://api.nga.gov/iiif/0e5ffeec-831f-4d94-ab9c-7501713299a3/full/!200,200/0/default.jpg"
1830,#f5bc0b,#facc86,#64581c,#b09868,#d0bca4,#32353b,"https://api.nga.gov/iiif/aaa0326a-4953-4db7-9121-632afe0b4f6a/full/!200,200/0/default.jpg"
1830,#ba9452,#eccc8c,#4f240c,#a8845c,#dfdfd7,#261f18,"https://api.nga.gov/iiif/50b19d53-c25b-4d6b-b622-f3965ed553fc/full/!200,200/0/default.jpg"
1830,#b49c3c,#e1b184,#5c3424,#b18461,#c4bcac,#51342c,"https://api.nga.gov/iiif/bd20452c-43e4-4728-bd77-84b8181753a6/full/!200,200/0/default.jpg"
1830,#a46c3c,,#a46c3c,,,,"https://api.nga.gov/iiif/9330041d-ca38-4319-aa12-6c10a784f88a/full/!200,200/0/default.jpg"
1830,#b82f0c,#f4b783,#891d04,#af835b,#b49474,#7b5d3a,"https://api.nga.gov/iiif/bdb5d2bc-f183-49eb-8930-0547417ae524/full/!200,200/0/default.jpg"
1830,#c04484,#caac88,#3f2b04,#af8d58,#d0cdac,#37514e,"https://api.nga.gov/iiif/a2f219c4-c011-4d42-839c-41fdd307d671/full/!200,200/0/default.jpg"
1830,#d64518,#fce3c0,#724418,#a2a06f,#d1c8a3,#586e3b,"https://api.nga.gov/iiif/66d80c10-fef1-48ce-82ec-e68f0d39a501/full/!200,200/0/default.jpg"
1830,#963916,#e8d1ac,#7a2612,#9c8267,#cabb9d,#241414,"https://api.nga.gov/iiif/9f0ea53c-1a6d-46ed-a567-f5ae8845aee3/full/!200,200/0/default.jpg"
1830,#cb8a22,#94cce7,#82720f,#9f9057,#b7d0db,#8e883f,"https://api.nga.gov/iiif/73d825f6-0e43-436e-a909-0336e2ee9fda/full/!200,200/0/default.jpg"
1830,#dc9444,#e1d8ad,#73681a,#a09c5c,#c0c8a6,#5c6530,"https://api.nga.gov/iiif/5e75e5d2-0a63-45d5-89f4-80b788682ed3/full/!200,200/0/default.jpg"
1830,#b9745c,#dcbca1,#5c412b,#a49c5c,#c8b99b,#543c2c,"https://api.nga.gov/iiif/b886ee31-9bf3-44ea-9a69-a7488e42c946/full/!200,200/0/default.jpg"
1830,#c5841a,#ead9b3,#67571b,#b6a372,#d4c8ac,#245245,"https://api.nga.gov/iiif/48731ab5-79cb-4bfb-9953-c32843271ae9/full/!200,200/0/default.jpg"
1830,#d7a92a,#dcb48c,#78460e,#a08256,#ccccb0,#52502c,"https://api.nga.gov/iiif/a7377666-d490-4ce7-87c8-e1a8925df8c1/full/!200,200/0/default.jpg"
1830,#a1a50c,#f6eed1,#88890f,#939146,#d4ccaa,#5e612d,"https://api.nga.gov/iiif/db409143-679c-4d23-a642-56e9e42989ba/full/!200,200/0/default.jpg"
1830,#744c26,#ebddc0,#5f4a2a,#79613d,#caccc4,#514f31,"https://api.nga.gov/iiif/9bd1dff1-45bb-4cd2-a985-ca271ea54582/full/!200,200/0/default.jpg"
1830,#b2884d,#dcb46e,#6c5225,#977546,#9ab1c2,#595434,"https://api.nga.gov/iiif/3edbebac-16d5-48d2-a57f-54bad01e19b1/full/!200,200/0/default.jpg"
1830,#74a834,#e4d5b3,#3ca898,#7b7964,#d4ccb0,#3e4131,"https://api.nga.gov/iiif/d25ae4f0-6e09-4ae3-9229-5d45ca3dec56/full/!200,200/0/default.jpg"
1830,#c4a47c,,#c4a47c,,,,"https://api.nga.gov/iiif/17efa715-f906-4eb0-a9cc-6f9895f4d5d4/full/!200,200/0/default.jpg"
1830,#bc9368,#e4cba9,#5d3c22,#a0774e,#d4c7ae,#6c543a,"https://api.nga.gov/iiif/b1dde14c-70d2-4ad3-925e-fef33ec31ba5/full/!200,200/0/default.jpg"
1830,#b5864e,#f6c495,#9a6421,#a48054,#c4a08a,#513d32,"https://api.nga.gov/iiif/79811d62-ab1d-413b-a1ac-7a85cda57a57/full/!200,200/0/default.jpg"
1831,#bc7020,#ccb48e,#663f10,#a38a55,#ccbc99,#745434,"https://api.nga.gov/iiif/22b18453-476c-4ee8-9ccf-fcf89b51fdcb/full/!200,200/0/default.jpg"
1831,#d4b47c,#e4bc84,#5f4625,#9c845c,#c3b694,#4e422d,"https://api.nga.gov/iiif/d82434c1-9bb8-4fee-a76c-68dc8ec6b9ac/full/!200,200/0/default.jpg"
1831,#85643b,#dacca4,#643119,#9c7c60,#bcac8c,#37291f,"https://api.nga.gov/iiif/8fba5e9f-eefe-46be-85f4-14cb8c98e474/full/!200,200/0/default.jpg"
1831,#b4945c,#cfb08e,#5a4829,#938e77,#b6a286,#28241c,"https://api.nga.gov/iiif/a94ecc95-8bf8-4e4a-b82c-d351564a132a/full/!200,200/0/default.jpg"
1831,#bd663e,#dcbc9e,#6e4b30,#a5906b,#c3b59c,#51412e,"https://api.nga.gov/iiif/05d4d89e-55ca-4a9e-9e0b-fad84db8ce05/full/!200,200/0/default.jpg"
1831,#906039,#cbaf83,#643c1b,#90704c,#b0916c,#6e5536,"https://api.nga.gov/iiif/c52c278e-a03a-489b-80d4-918e6ab6dacf/full/!200,200/0/default.jpg"
1831,#98b040,#c49c74,#5a4029,#9c745c,#d8cab2,#34241c,"https://api.nga.gov/iiif/352633bc-33db-4252-bb1b-d8ef9c03e572/full/!200,200/0/default.jpg"
1831,#b48c54,#ddc4a4,#56440c,#938468,#bdbca8,#504923,"https://api.nga.gov/iiif/bf93a29d-ec49-444d-8dae-a22fa8653936/full/!200,200/0/default.jpg"
1832,#d48444,#edba80,#785516,#9c8860,#ab9e7d,#594a2f,"https://api.nga.gov/iiif/4a9d80ee-0d43-4b24-8bc7-cc60ff6691bd/full/!200,200/0/default.jpg"
1832,#cc640c,#f6bc7c,#605429,#a78e5b,#c0b17f,#33231c,"https://api.nga.gov/iiif/72643210-f184-44e6-92e3-3b2c384041db/full/!200,200/0/default.jpg"
1832,#6e522c,,#6e522c,,,,"https://api.nga.gov/iiif/62b4f26d-a628-4f4e-b4fe-56123fc61999/full/!200,200/0/default.jpg"
1833,#8c201c,#d5a87c,#721e16,#a77854,,,"https://api.nga.gov/iiif/9ec1c7a5-90cb-42cb-99d3-aa158dd5645c/full/!200,200/0/default.jpg"
1833,#b48749,#c9b07d,#604518,#a0956e,#b2a076,#6c543b,"https://api.nga.gov/iiif/1b4e3a92-a58e-4480-95ca-46c8b0f972f9/full/!200,200/0/default.jpg"
1833,#d09552,#f5c27e,#6e461d,#a27f51,#c8ab83,#38291e,"https://api.nga.gov/iiif/e395f34f-6196-4e96-916e-452326b894c2/full/!200,200/0/default.jpg"
1833,#b54016,#efd8bd,#9d3d1c,#b07c60,#d7d4c8,#264e49,"https://api.nga.gov/iiif/966daf66-223c-4e5c-9b7a-64b0de6bc83c/full/!200,200/0/default.jpg"
1833,#a5400e,#f0dea3,#823809,#8c946c,#b2b79c,#14141c,"https://api.nga.gov/iiif/264337ff-9a77-4837-a58a-e36e8743cddd/full/!200,200/0/default.jpg"
1833,#e6b264,#e7d39f,#724b12,#989678,#d2c8a4,#383624,"https://api.nga.gov/iiif/d902b68e-b9cc-448c-856c-9bf49745d31d/full/!200,200/0/default.jpg"
1833,#944619,#d3be9a,#043c1c,#ab8054,#bcac8c,#5a4d33,"https://api.nga.gov/iiif/12b7623b-cc9d-4a18-8a7d-e9c58d153f97/full/!200,200/0/default.jpg"
1833,#ac7414,#c8ad86,#0c4024,#b58f65,#bb9a78,#244c2c,"https://api.nga.gov/iiif/9aa66439-6637-429c-b58b-d98bb7f3cc72/full/!200,200/0/default.jpg"
1833,#8c6034,#dcd4ac,#6c341c,#a48c64,#d4d4b4,#453227,"https://api.nga.gov/iiif/0b125197-533c-4038-b021-2660d2da0d66/full/!200,200/0/default.jpg"
1833,#bc9454,,#bc9454,,,,"https://api.nga.gov/iiif/1eda6869-15cd-4148-99b0-a642def8e780/full/!200,200/0/default.jpg"
1834,#c47444,#f2c292,#683c1c,#927252,#d4ba9d,#614834,"https://api.nga.gov/iiif/71bb0716-e565-40d2-9960-01437a6ccb1d/full/!200,200/0/default.jpg"
1834,#987648,#f0b589,#5c3c24,#a48456,#ae9e86,#3b2c1e,"https://api.nga.gov/iiif/8c0d9508-e9a1-4283-abc8-059665442de6/full/!200,200/0/default.jpg"
1834,#4e9cd3,#e1d2ae,#603715,#999366,#a7c1c6,#907842,"https://api.nga.gov/iiif/e69c25bb-f772-4ac2-966f-2954eb420a84/full/!200,200/0/default.jpg"
1834,#d85cac,#f6edca,#6c5c24,#857b5c,#d9d4c3,#4b4733,"https://api.nga.gov/iiif/e3dc7526-af36-406f-bee4-c87391bc3e2c/full/!200,200/0/default.jpg"
1834,#af8440,#e0ce9e,#74501c,#948c64,#bdc4b1,#59452b,"https://api.nga.gov/iiif/5c1e9c2f-31e2-4234-801b-033610d0102c/full/!200,200/0/default.jpg"
1834,#dcac70,#f0cc97,#6a461a,#b1905c,#bcb394,#655c37,"https://api.nga.gov/iiif/173199d6-cab0-4c52-9d36-25da0c54f10e/full/!200,200/0/default.jpg"
1834,#af7434,#f4cea6,#8a511b,#b07f53,#b6aea2,#40271c,"https://api.nga.gov/iiif/90d075f0-1bd9-401b-b85c-2522ae357829/full/!200,200/0/default.jpg"
1834,#d46f2a,#e3c795,#86350b,#b07e51,,,"https://api.nga.gov/iiif/8884509f-fea2-4550-b00f-dfbbb63844b1/full/!200,200/0/default.jpg"
1834,#a87717,#d9c9a9,#664526,#9e8259,#bfb79e,#574529,"https://api.nga.gov/iiif/d74e4c52-044a-48e7-a549-1f2d95d311b4/full/!200,200/0/default.jpg"
1835,#e0a949,#f7c96e,#741804,,,,"https://api.nga.gov/iiif/ca1dc4dd-6697-46c1-9fe5-95cd21b2a71f/full/!200,200/0/default.jpg"
1835,#a47444,#f0e6c9,#64441c,#628186,#d2cfb6,#5b4d33,"https://api.nga.gov/iiif/c1e33e8d-ffe4-4d20-a267-87ffcf94f7ce/full/!200,200/0/default.jpg"
1835,#c48d32,#edc867,#5c3404,#ae964e,#b4ac84,#3d3c26,"https://api.nga.gov/iiif/4bed94ce-e0d0-407c-acdc-6729eac5a7d1/full/!200,200/0/default.jpg"
1835,#d49e1c,#f4c17a,#5d4910,#8d8448,#d8c9a7,#3f4f2a,"https://api.nga.gov/iiif/dd74e0ff-9301-4622-b473-35160331a0e9/full/!200,200/0/default.jpg"
1835,#a43611,#fce4cc,#84330d,#947452,#f4ecec,#140c0c,"https://api.nga.gov/iiif/283dcb94-a042-43df-999b-d1a9b331a325/full/!200,200/0/default.jpg"
1835,#cc5c2c,#f9d489,#533a11,#769459,#9cb474,#4a7f5a,"https://api.nga.gov/iiif/cb038ed7-90e6-44f9-8fdf-fd37a518eba9/full/!200,200/0/default.jpg"
1835,#c19c11,#d1b581,#823509,#ab8b51,,,"https://api.nga.gov/iiif/568d1621-5f36-4611-8035-237bb9ac178c/full/!200,200/0/default.jpg"
1835,#9a5c05,#f1b964,#633b05,#a08957,,,"https://api.nga.gov/iiif/883e4b49-68fc-491b-bdcd-aab48aa145f3/full/!200,200/0/default.jpg"
1835,#ac744c,#f6c293,#341c0c,#a88060,#c4ae92,#493e2e,"https://api.nga.gov/iiif/55224bb5-93cb-4862-a792-285403613567/full/!200,200/0/default.jpg"
1835,#795c31,#f0d8a9,#6d3004,#a48c5c,#cfc8ac,#141c0c,"https://api.nga.gov/iiif/7c998597-f6d8-44f4-b688-8094f35cd0ef/full/!200,200/0/default.jpg"
1835,#c88c58,#e7ac80,#1c1e05,#9f8c77,#c4c0b5,#4a3b26,"https://api.nga.gov/iiif/4278f612-1aae-4c93-983c-9e3b282a847e/full/!200,200/0/default.jpg"
1835,#983623,#deac8b,#6c2c14,#a47c5c,#b99f82,#4a2f23,"https://api.nga.gov/iiif/abf475f0-0552-45fd-a22f-74b81b495006/full/!200,200/0/default.jpg"
1835,#c5927c,#ecac94,#141c2c,#6c6c74,#e0cbbf,#424449,"https://api.nga.gov/iiif/23cea3ae-dfb5-4057-b45c-d851596d032e/full/!200,200/0/default.jpg"
1835,#84602c,#eaceb0,#6c522e,#7c7a6b,#c4c0b1,#493620,"https://api.nga.gov/iiif/a17b9f80-ae1e-4674-9c2c-d09dbeea6e46/full/!200,200/0/default.jpg"
1835,#4cbca0,#f9d999,#04141b,#a78c66,#bc8c6c,#342c24,"https://api.nga.gov/iiif/6b86674b-c890-47f4-8782-7c875bba5c21/full/!200,200/0/default.jpg"
1835,#ae9009,#e3c682,#5e690b,#6c849c,#cccdb1,#594c36,"https://api.nga.gov/iiif/a7df9210-3411-4764-8ca6-67d2b2b97aa3/full/!200,200/0/default.jpg"
1835,#c47c64,#e4e3c3,#64492d,#82b3b4,#c9cdb5,#715c3b,"https://api.nga.gov/iiif/acf6fb2a-7774-49a5-9b9b-05740a8191fe/full/!200,200/0/default.jpg"
1835,#d49a22,#fce49c,#80640e,#a08848,#a1b682,#453b1e,"https://api.nga.gov/iiif/62084690-c792-420b-93c6-1729214988c3/full/!200,200/0/default.jpg"
1835,#c08e68,#dcae83,#6c2812,#a17f5d,#c2b898,#4b3e2f,"https://api.nga.gov/iiif/9dfb3685-fb0f-4142-9bd4-c2eaf125c068/full/!200,200/0/default.jpg"
1835,#d49c34,#eec39b,#703920,#a0866c,#d0c2a0,#5c4b3e,"https://api.nga.gov/iiif/b026780b-dfa6-42a9-a83e-99884b1f8301/full/!200,200/0/default.jpg"
1835,#da5f32,#ddba9c,#0c546c,#94845c,#c2ab8f,#7e583d,"https://api.nga.gov/iiif/b0527c01-a248-4cb8-b21c-af94611a5fc8/full/!200,200/0/default.jpg"
1835,#8c441c,#e1d2ba,#744014,#809091,#bbc2b8,#454132,"https://api.nga.gov/iiif/ff27dabd-4630-454a-8d0b-98013b605fd6/full/!200,200/0/default.jpg"
1836,#c58d4b,#ddbf7a,#6a4c25,#998151,#ac9e6e,#2c2017,"https://api.nga.gov/iiif/87d81720-2511-4d4d-8daa-3d839bf2394b/full/!200,200/0/default.jpg"
1836,#b4744c,#e9aa86,#04141c,#a6856a,#bea894,#5e402f,"https://api.nga.gov/iiif/e051c489-8d9b-4709-b913-ee230e25a71d/full/!200,200/0/default.jpg"
1836,#b4741c,#e1d191,#5e1e04,#a69664,#c7c08f,#644a2c,"https://api.nga.gov/iiif/b898997c-b05d-474f-aca9-c8a24b667d80/full/!200,200/0/default.jpg"
1836,#bc8434,#f1d788,#62310b,#9a8652,,,"https://api.nga.gov/iiif/e48f662c-51d1-4a2f-b26f-5597acc9eb7c/full/!200,200/0/default.jpg"
1836,#9c7306,#dcc9b6,#8f6a09,#9a8d74,#c9baa9,#44573a,"https://api.nga.gov/iiif/f8b621bb-fc4d-4e3f-a4ac-59c3e556f1dc/full/!200,200/0/default.jpg"
1837,#bb8f4a,,#bb8f4a,,,,"https://api.nga.gov/iiif/9b390c82-01dd-4538-94fb-9091e489e17f/full/!200,200/0/default.jpg"
1837,#d47c34,#fcbc7c,#8c4814,#947955,#cfbbac,#59542e,"https://api.nga.gov/iiif/8067178d-ca0c-4025-b8fb-6b2a97999409/full/!200,200/0/default.jpg"
1837,#905024,,#905024,,,,"https://api.nga.gov/iiif/7976f7da-3e94-407e-9dd9-ba7ea0efbf88/full/!200,200/0/default.jpg"
1837,#d49e18,#e0b848,#754212,#b79b7c,#d1c9c0,#43382a,"https://api.nga.gov/iiif/ae2c0b18-f8d3-4e0a-9f29-3c5d1e80ab99/full/!200,200/0/default.jpg"
1837,#8c3c14,,#8c3c14,,,,"https://api.nga.gov/iiif/ad1e77c8-a2c0-459f-8fd9-2928d9514642/full/!200,200/0/default.jpg"
1837,#794825,#ecdacd,#663e1e,#7a8177,#b3bfc1,#403f33,"https://api.nga.gov/iiif/916c3a9d-8ab5-457f-83d9-17346704f492/full/!200,200/0/default.jpg"
1837,#b69664,#dcb9a6,#102e0e,#9e835c,#9cb2b6,#30562d,"https://api.nga.gov/iiif/de2f2512-0f1b-4629-ad7b-756c581ea58e/full/!200,200/0/default.jpg"
1837,#b0b02c,#dcbf8b,#624b16,#988552,#c5c9a6,#392e1c,"https://api.nga.gov/iiif/b2addf3c-af57-4aa6-939d-02dadefb82cb/full/!200,200/0/default.jpg"
1837,#b0b848,#e8cca5,#6c4c1c,#746050,#ccbcaa,#5c5042,"https://api.nga.gov/iiif/eb826b10-2c85-44b2-85f8-eba45d5a3226/full/!200,200/0/default.jpg"
1837,#c09448,#f8d9a5,#6f4b1d,#91b0bd,#c6c2b2,#4c3424,"https://api.nga.gov/iiif/a716d2d8-147d-4a90-b4cb-c7c98750dc95/full/!200,200/0/default.jpg"
1837,#a8c040,#eadbbd,#735b20,#998854,#9cb8bf,#5d482c,"https://api.nga.gov/iiif/dec22590-2c27-44e7-8a1a-e79a2e2b6e34/full/!200,200/0/default.jpg"
1837,#bc7828,#cfb595,#5c3c22,#af845f,#b49c7c,#64442b,"https://api.nga.gov/iiif/26520be2-e8d1-4654-a559-77588fe68fcd/full/!200,200/0/default.jpg"
1837,#948444,#ccbc7c,#5c3c24,#9a8876,#ac9c90,#543424,"https://api.nga.gov/iiif/4b73e97f-c155-43d7-b4a9-6f040b27f680/full/!200,200/0/default.jpg"
1837,#c46454,#e7c59b,#743c34,#6b9cad,#cdc2a1,#4c3929,"https://api.nga.gov/iiif/f91fb4d3-6438-4919-a8e9-2dea0dfb6b30/full/!200,200/0/default.jpg"
1838,#b88057,#d4986c,#642619,#9b734e,#a8a27d,#241c14,"https://api.nga.gov/iiif/92fcb5f7-aa96-4a92-9566-65a954555d67/full/!200,200/0/default.jpg"
1838,#8cb7d4,#a2c4d4,#5c3c24,#7d6748,#b0c3c8,#544431,"https://api.nga.gov/iiif/b2e0595c-22b9-4b4c-a533-57a15a7ae6d0/full/!200,200/0/default.jpg"
1838,#bc7c64,#dcc7a1,#57391e,#a99775,#bfae8b,#54432d,"https://api.nga.gov/iiif/d0c57166-ee9c-4723-898c-dc69592a3654/full/!200,200/0/default.jpg"
