beginyear,vibrant,LightVibrant,closest_color,Muted,LightMuted,DarkMuted,Image URL
1650,#a84028,,#a84028,,,,"https://api.nga.gov/iiif/79b6481d-d5d0-4434-bf6d-622576914346/full/!200,200/0/default.jpg"
1650,#5c8fc3,#bc9c68,#5d4629,#6f96b3,#9aa49f,#333420,"https://api.nga.gov/iiif/3478a087-5974-488a-a5ec-cb4eb1666dd4/full/!200,200/0/default.jpg"
1650,#dd8221,,#dd8221,,,,"https://api.nga.gov/iiif/ffcbf669-7d12-4f64-a3b2-39f9dc3d5a91/full/!200,200/0/default.jpg"
1650,#825b30,#e3d5b3,#664027,#8b7c5e,#d0c6a6,#543625,"https://api.nga.gov/iiif/cd3ab444-8451-4661-bfea-e0dd0e386296/full/!200,200/0/default.jpg"
1651,#ae7634,#e1b288,#5f2a1c,#8e5642,#cfba9c,#5c4832,"https://api.nga.gov/iiif/5ceefccf-358b-4da6-94c2-5f2312a44ca2/full/!200,200/0/default.jpg"
1652,#31586b,,#31586b,,,,"https://api.nga.gov/iiif/6fcb7801-34cc-4a58-86cc-49f321af2e92/full/!200,200/0/default.jpg"
1652,#75542c,,#75542c,,,,"https://api.nga.gov/iiif/d4ae9a03-10e7-42dc-ad1e-788ce1becec1/full/!200,200/0/default.jpg"
1653,#b2925f,#d4ac84,#683c20,#816d52,#c4bdb2,#57442d,"https://api.nga.gov/iiif/51c903d0-02a1-404b-bf92-1e3942c02fef/full/!200,200/0/default.jpg"
1653,#a07043,#ca9268,#644221,#b09062,,,"https://api.nga.gov/iiif/7e26c058-8547-4242-9c2b-2bd096187c38/full/!200,200/0/default.jpg"
1653,#bca868,#c6b47e,#845432,#9e9179,#c4b4a4,#503c29,"https://api.nga.gov/iiif/1fbd8e92-0e8a-49dd-aae2-8763ee9263e7/full/!200,200/0/default.jpg"
1653,#bb8c6c,#dcb69a,#573822,#a97f5f,#c6947c,#4c3223,"https://api.nga.gov/iiif/0b4c8d03-8a56-4e03-b5d4-bd22e0d1500f/full/!200,200/0/default.jpg"
1655,#b47c44,#dbcca4,#644e24,#8f7f5a,#bcc4bb,#635437,"https://api.nga.gov/iiif/e394bc24-b1d8-4358-92c1-0d78480b5473/full/!200,200/0/default.jpg"
1655,#8b311b,#cc9e72,#643a22,#988267,#c1b7a0,#423122,"https://api.nga.gov/iiif/c5f5cfa6-6150-435a-bf5d-a0a7a55c52f7/full/!200,200/0/default.jpg"
1655,#8c543c,#d0b791,#5a3b26,#a48766,#bca184,#422c20,"https://api.nga.gov/iiif/5dd971d9-f9a2-43ce-aa49-24990984eb8d/full/!200,200/0/default.jpg"
1655,#94643c,#cabb8d,#442c1c,#7f6c48,#bdc9c9,#504637,"https://api.nga.gov/iiif/94c41c4c-519c-4fba-bdcc-0f712376ceff/full/!200,200/0/default.jpg"
1655,#b48c44,#e5cc96,#5a3e1c,#a88e58,#b0c2c7,#58482b,"https://api.nga.gov/iiif/194c86fb-0bcc-47eb-b848-f4bf2f24c30e/full/!200,200/0/default.jpg"
1655,#d4ac7e,#d6c29d,#5e3f26,#af8e68,#c4ac84,#442d1f,"https://api.nga.gov/iiif/099e8599-3242-46f4-bf5d-1a2e6032eb13/full/!200,200/0/default.jpg"
1655,#a77e4d,#e1b978,#5e3c26,#ac946c,,,"https://api.nga.gov/iiif/33e0e57c-9846-4535-9cc9-fd615abe79ab/full/!200,200/0/default.jpg"
1655,#b68848,,#b68848,,,,"https://api.nga.gov/iiif/207a1259-910e-4519-87d6-f1ad23e6b209/full/!200,200/0/default.jpg"
1655,#c47e31,#e4a45c,#68340b,#a38b64,#c7b692,#58452f,"https://api.nga.gov/iiif/c1372ae6-977d-464a-87c5-44da6b3fbd86/full/!200,200/0/default.jpg"
1655,#ac853c,,#ac853c,,,,"https://api.nga.gov/iiif/87bbd92f-9e97-4f01-ad22-ce8d7267798d/full/!200,200/0/default.jpg"
1655,#b48854,,#b48854,,,,"https://api.nga.gov/iiif/598c0e6f-4861-4b86-85bc-da68e258cec7/full/!200,200/0/default.jpg"
1655,#9c2870,,#9c2870,,,,"https://api.nga.gov/iiif/16f90d95-983b-4b93-ae7f-aa27eb8f150f/full/!200,200/0/default.jpg"
1655,#86643e,#d0b487,#5c340c,#997f5a,#bda47a,#4c3c2c,"https://api.nga.gov/iiif/b6d62233-7f75-41db-b594-7c29df061d81/full/!200,200/0/default.jpg"
1656,#a57149,#e1a781,#6c2e10,#a5866c,#cec1a4,#564531,"https://api.nga.gov/iiif/9ceabc07-1d61-46f4-bf5c-43635552f2d9/full/!200,200/0/default.jpg"
1656,#bc8c6c,,#bc8c6c,,,,"https://api.nga.gov/iiif/4ea98624-ae65-408f-8322-745527f6c352/full/!200,200/0/default.jpg"
1656,#ac7052,#d8bea8,#5c3c2c,#96765c,#ccc4b2,#37241c,"https://api.nga.gov/iiif/5ba544cc-c2d9-4991-92fb-4fee13768524/full/!200,200/0/default.jpg"
1657,#a0744c,,#a0744c,,,,"https://api.nga.gov/iiif/31360a9a-9576-46e9-b6b1-c7cb6ccf1443/full/!200,200/0/default.jpg"
1657,#865932,#d7c4a3,#421f0f,#a07e53,#c0a379,#725432,"https://api.nga.gov/iiif/cb0c8c97-5ad3-402f-8ac5-89b7800c2f72/full/!200,200/0/default.jpg"
1657,#ac7034,#ccb892,#6c3c14,#a48156,#ad9572,#5e412b,"https://api.nga.gov/iiif/3a56cc88-d51b-49e9-975c-b4f816f50cb9/full/!200,200/0/default.jpg"
1658,#b03008,#99b6d4,#911c04,#9e7e51,#b7c9ce,#614f35,"https://api.nga.gov/iiif/1a1caf2d-5284-4849-9873-4560341a4b25/full/!200,200/0/default.jpg"
1658,#9a4428,,#9a4428,,,,"https://api.nga.gov/iiif/ffefb1ed-2abf-4121-8476-64c9802667be/full/!200,200/0/default.jpg"
1658,#904438,,#904438,,,,"https://api.nga.gov/iiif/b75ae2ae-7836-4a96-8863-9f2e1e4eea21/full/!200,200/0/default.jpg"
1658,#785734,#eaddbe,#62462e,#a4845c,#d4cab3,#3c2c1f,"https://api.nga.gov/iiif/383f16c8-9e6c-4565-bfa4-1017989c6310/full/!200,200/0/default.jpg"
1658,#d49444,#d49c64,#845414,#8c643c,,,"https://api.nga.gov/iiif/ff5b1370-fd8e-4289-855d-a5a662ce2397/full/!200,200/0/default.jpg"
1658,#cfa67c,#e3c29a,#6c411c,#a58050,#c9bf9c,#50402d,"https://api.nga.gov/iiif/466f1cfc-d244-4ecb-8dbc-694ea8a89f21/full/!200,200/0/default.jpg"
1658,#a43c0c,,#a43c0c,,,,"https://api.nga.gov/iiif/1740093e-a916-4cd2-b8ab-0b1d2fc1c9f4/full/!200,200/0/default.jpg"
1658,#c4ac74,#e0d4bb,#67552c,#a29c84,#bfbaa9,#53482e,"https://api.nga.gov/iiif/435b1a2c-543e-479d-a642-bcf6aecab5b2/full/!200,200/0/default.jpg"
1659,#bc7454,#d08d6c,#3f2613,#b67c5c,#bc8c6c,#140c0b,"https://api.nga.gov/iiif/5dc133fb-5304-4ccb-b715-9361f638f281/full/!200,200/0/default.jpg"
1660,#936e39,,#936e39,,,,"https://api.nga.gov/iiif/2e7f0bed-7aa2-4170-be84-1417625ea010/full/!200,200/0/default.jpg"
1660,#b02c80,#c89068,#583c24,#a97b58,#d2cab9,#654934,"https://api.nga.gov/iiif/3ca33a0d-98aa-48ea-ba5a-d56c27ed1ac5/full/!200,200/0/default.jpg"
1660,#9d6d48,#c99268,#744c1c,#6a4e33,#bc8864,#543e2a,"https://api.nga.gov/iiif/abb2963f-62ac-4cb6-a680-cb81755a8bcc/full/!200,200/0/default.jpg"
1660,#b0a556,,#b0a556,,,,"https://api.nga.gov/iiif/766c0a3f-cf18-404b-b1b0-374287112a43/full/!200,200/0/default.jpg"
1660,#b23d04,#d9a96e,#882e07,#848c6c,#cec49c,#342018,"https://api.nga.gov/iiif/e057c5f2-305c-4d61-929d-f4fe576e7be5/full/!200,200/0/default.jpg"
1660,#b23d34,,#b23d34,,,,"https://api.nga.gov/iiif/bfc54c5f-a5ea-4aca-9e8e-e2ff169c48b5/full/!200,200/0/default.jpg"
1660,#846434,,#846434,,,,"https://api.nga.gov/iiif/4dac0318-8cab-4fc1-b221-a672048a1c52/full/!200,200/0/default.jpg"
1660,#9c6c44,,#9c6c44,,,,"https://api.nga.gov/iiif/d7e6a8d6-f957-4a9c-a75c-994c9b5373d9/full/!200,200/0/default.jpg"
1660,#5084b0,#e6cfa1,#74442c,#6891b4,#d1cca6,#4c3a31,"https://api.nga.gov/iiif/c835e6ed-d7c4-4f86-aea9-5eaf06b09818/full/!200,200/0/default.jpg"
1660,#be9a6a,#d2ae7c,#684424,#9c8360,#bcb49c,#4e3a2c,"https://api.nga.gov/iiif/a397a12f-ba08-4586-bf9d-9d8c099fbdf9/full/!200,200/0/default.jpg"
1660,#c0a04c,,#c0a04c,,,,"https://api.nga.gov/iiif/3e51ce09-d263-4840-a6b3-6186848f3cb2/full/!200,200/0/default.jpg"
1660,#bc8c44,#dccbad,#58402a,#988467,#cfc2a8,#644a2f,"https://api.nga.gov/iiif/30249fb8-83b4-46d0-a7ad-be4f93251e5d/full/!200,200/0/default.jpg"
1660,#68306c,,#68306c,,,,"https://api.nga.gov/iiif/ef2b7b7d-966d-4405-a2ed-adb63409b32c/full/!200,200/0/default.jpg"
1660,#7c4e26,,#7c4e26,,,,"https://api.nga.gov/iiif/cec223de-bf79-46d6-acb0-73fb36c34920/full/!200,200/0/default.jpg"
1660,#9e3924,#d2a27e,#54351a,#ab8462,#d2c9b0,#58442e,"https://api.nga.gov/iiif/3040e4c8-111b-495c-bae2-a76efd4d8154/full/!200,200/0/default.jpg"
1661,#b49044,#c7a757,#49311f,#7c5e3c,,,"https://api.nga.gov/iiif/c41105bb-50e6-47b1-b610-9250eabfeacf/full/!200,200/0/default.jpg"
1661,#906420,#e9c790,#96650b,#a48e59,,,"https://api.nga.gov/iiif/79ed1904-db69-4baf-bc28-4a8dd72b16ab/full/!200,200/0/default.jpg"
1661,#845c3c,,#845c3c,,,,"https://api.nga.gov/iiif/4246e72b-cc40-4c13-a02d-59f0ac901740/full/!200,200/0/default.jpg"
1662,#ac7f52,,#ac7f52,,,,"https://api.nga.gov/iiif/a7fa9b2d-301b-452e-877b-fb4a81b4f954/full/!200,200/0/default.jpg"
1663,#b1934d,#e9d2aa,#65542c,#839093,#d7c7aa,#56492a,"https://api.nga.gov/iiif/2e2230e3-0d44-4437-a9b2-e8743f137653/full/!200,200/0/default.jpg"
1663,#ac6c3c,#ccae7c,#501f0d,#a89064,#c2a674,#6a4e2f,"https://api.nga.gov/iiif/83fa68e7-ed75-449d-935d-deeaefb7a0dc/full/!200,200/0/default.jpg"
1663,#ac642c,#c9ac8e,#3f2504,#7b6047,#c9b7a8,#5f4831,"https://api.nga.gov/iiif/0dd57cd1-91db-4e04-a709-6fb236d266d1/full/!200,200/0/default.jpg"
1663,#885820,,#885820,,,,"https://api.nga.gov/iiif/fed44c43-1de2-41ed-98cd-5dc35f39d20a/full/!200,200/0/default.jpg"
1663,#b45c3c,,#b45c3c,,,,"https://api.nga.gov/iiif/b6389d6c-3adf-46db-a53d-b50aabc7bfdb/full/!200,200/0/default.jpg"
1663,#90b04c,#6494c6,#392416,#a16f5b,#b1bdc8,#463123,"https://api.nga.gov/iiif/d32b8743-f62b-457b-ae42-aa6794cff8fd/full/!200,200/0/default.jpg"
1664,#ac3c2c,,#ac3c2c,,,,"https://api.nga.gov/iiif/b705a403-3496-42e8-abf5-a37e34c32198/full/!200,200/0/default.jpg"
1664,#b48c5e,#dabc83,#3d270c,#a17d52,#c4ac7c,#55422c,"https://api.nga.gov/iiif/daff38f5-b88f-47b3-af99-bd1b852af522/full/!200,200/0/default.jpg"
1664,#af8f4f,#eadcba,#2c2414,#8b8571,#b6b099,#4e4637,"https://api.nga.gov/iiif/6be662bf-35bd-4738-a8f5-0ed146f54996/full/!200,200/0/default.jpg"
1664,#80b03c,,#80b03c,,,,"https://api.nga.gov/iiif/c948cf32-e6c7-41a0-a053-0ad0562960c4/full/!200,200/0/default.jpg"
1664,#c2927d,#e1cdb4,#764c19,#a67654,#bfb29c,#594936,"https://api.nga.gov/iiif/1829584c-abf5-4c25-9977-8d13687a7406/full/!200,200/0/default.jpg"
1664,#ecc474,#fcdc7c,#773010,#94775a,#beb0a0,#5c4335,"https://api.nga.gov/iiif/ab72c222-5584-4d50-a5a5-f1cbf20fc67c/full/!200,200/0/default.jpg"
1664,#be8854,#d8ac74,#5c4424,#a9845c,#b0a080,#644d33,"https://api.nga.gov/iiif/518e6be2-c92e-453f-b118-da1e0c69608c/full/!200,200/0/default.jpg"
1665,#ad9651,#d9c999,#4c4224,#7c7a6c,#b5ad92,#4e4131,"https://api.nga.gov/iiif/55b9adfb-53db-44cf-af22-810decc98e9b/full/!200,200/0/default.jpg"
1665,#ccbc7c,,#ccbc7c,,,,"https://api.nga.gov/iiif/ea55879e-57f1-494d-9043-6dedb384bdc8/full/!200,200/0/default.jpg"
1665,#a4644c,,#a4644c,,,,"https://api.nga.gov/iiif/2b5b08d7-4766-4cb4-a6f6-ee700bca403a/full/!200,200/0/default.jpg"
1665,#c42c14,#d48c9a,#841618,#b26f7a,#c88e9e,#544232,"https://api.nga.gov/iiif/b3bd3733-ff46-4863-87e5-caeecca56d41/full/!200,200/0/default.jpg"
1665,#7c5439,,#7c5439,,,,"https://api.nga.gov/iiif/cb8636ed-d3ea-40f6-9e4d-88e032e5f003/full/!200,200/0/default.jpg"
1665,#ba8244,,#ba8244,,,,"https://api.nga.gov/iiif/34fe1964-645f-4511-9653-703ec710c18a/full/!200,200/0/default.jpg"
1665,#4474a5,,#4474a5,,,,"https://api.nga.gov/iiif/a3f3893a-6169-480f-8330-30f19ddbd989/full/!200,200/0/default.jpg"
1666,#946444,#c4a884,#5c3c0c,#9d8565,#cfbfa0,#4a3c23,"https://api.nga.gov/iiif/afcc1f6a-36b1-4b72-b2b0-79ce616547ee/full/!200,200/0/default.jpg"
1666,#bc6e42,,#bc6e42,,,,"https://api.nga.gov/iiif/763fd612-2259-4341-a879-94bc103aa8b9/full/!200,200/0/default.jpg"
1666,#84643c,,#84643c,,,,"https://api.nga.gov/iiif/c682d2ee-1837-4e88-b5b2-99d2d7b75b40/full/!200,200/0/default.jpg"
1667,#bf8b3d,#d6b48e,#8c581c,#807562,#b5a28d,#5f4634,"https://api.nga.gov/iiif/676fa96e-ad4e-4209-b985-ae0c15f5d902/full/!200,200/0/default.jpg"
1667,#bc9c64,#ecc380,#5c4928,#828784,#c8c49b,#444141,"https://api.nga.gov/iiif/fd08af53-328d-49b2-902e-e4636c6946ce/full/!200,200/0/default.jpg"
1667,#9c3c24,,#9c3c24,,,,"https://api.nga.gov/iiif/5d3dddf6-7279-421b-9e91-75e13ff15be8/full/!200,200/0/default.jpg"
1668,#6c4c34,#d9c698,#2c2413,#8e8b7b,#c7b891,#50482d,"https://api.nga.gov/iiif/fa6c1ed4-837b-454b-89cd-603f26e9575d/full/!200,200/0/default.jpg"
1670,#ac9152,#d8cfa7,#342c19,#8c815c,#c6c09a,#4e4129,"https://api.nga.gov/iiif/17542e7c-e6cb-4010-b5d7-3a95ecb9cbe3/full/!200,200/0/default.jpg"
1670,#ae884d,,#ae884d,,,,"https://api.nga.gov/iiif/c50ee8c2-db92-4e58-a6b8-0243dfe829d8/full/!200,200/0/default.jpg"
1670,#b5a165,#c8b074,#65451c,#998652,#b4a174,#2c241c,"https://api.nga.gov/iiif/a155983a-c39f-4b58-9f8e-adbde1070219/full/!200,200/0/default.jpg"
1670,#6c5434,,#6c5434,,,,"https://api.nga.gov/iiif/5f86ad9a-2691-4771-9e6a-4f2792c62eba/full/!200,200/0/default.jpg"
1670,#aca028,#a0bcd5,#563822,#8cabc2,#9cb3c6,#695137,"https://api.nga.gov/iiif/dc7a3202-71c4-4e1a-ad6e-db7772d2084a/full/!200,200/0/default.jpg"
1670,#c9896c,,#c9896c,,,,"https://api.nga.gov/iiif/47d40a01-f055-4c30-b2a1-77b337422642/full/!200,200/0/default.jpg"
1670,#b48c5c,#d4be94,#50391a,#9a8f72,#d4c7a6,#655034,"https://api.nga.gov/iiif/adc4f41a-08a1-4888-aed8-a838a0bfeee5/full/!200,200/0/default.jpg"
1670,#bc8c4c,#d1a968,#2c2010,#547893,#ad9b73,#4d575b,"https://api.nga.gov/iiif/c06ddeed-8689-41ef-a927-faa88f873cc3/full/!200,200/0/default.jpg"
1672,#7d6c2d,#ecdda8,#705e12,#aa9b54,#cdc8ab,#3a4931,"https://api.nga.gov/iiif/ae178e46-9ba2-42d7-9da9-2b4ef49295c1/full/!200,200/0/default.jpg"
1673,#5988b8,#6494c3,#4d3b22,#7a6349,#c9c7bc,#5e4931,"https://api.nga.gov/iiif/1b7fec5d-9502-42a2-9939-0457b49b8be7/full/!200,200/0/default.jpg"
1673,#c0985c,#ecb68d,#7c542c,#a5917d,#c6a485,#4f3529,"https://api.nga.gov/iiif/9ff9bdd7-99fb-4997-a1b6-6a25e1dc7efa/full/!200,200/0/default.jpg"
1675,#bb7f43,,#bb7f43,,,,"https://api.nga.gov/iiif/00209fb1-64a2-4961-9ccc-8c6c06117df2/full/!200,200/0/default.jpg"
1675,#9c4814,#cc9c6c,#6f3010,#ac8050,,,"https://api.nga.gov/iiif/329c02b8-9b4b-488b-b62e-f0a5f29635f3/full/!200,200/0/default.jpg"
1675,#7b5d39,#be845d,#563b22,#a07951,#bea17c,#614c2f,"https://api.nga.gov/iiif/3cb0cb4d-710f-4136-9610-f47f381ecd6a/full/!200,200/0/default.jpg"
1675,#ac5639,,#ac5639,,,,"https://api.nga.gov/iiif/dc12c502-5644-4e73-974e-2ca8ab8ea8fc/full/!200,200/0/default.jpg"
1675,#c4854f,#dc9c64,#64340c,#a58d64,#b5a07d,#4e422a,"https://api.nga.gov/iiif/f2fc7310-79cc-4ece-98f5-051349034b9e/full/!200,200/0/default.jpg"
1675,#84482c,,#84482c,,,,"https://api.nga.gov/iiif/b8db7e67-5cc4-441b-a17d-6805bcc34d07/full/!200,200/0/default.jpg"
1675,#9c7447,,#9c7447,,,,"https://api.nga.gov/iiif/199583e2-2fe5-428b-a44b-0ef2bfe459e6/full/!200,200/0/default.jpg"
1676,#745136,#d8b394,#520e13,#9e7a5f,#bea78f,#3e251b,"https://api.nga.gov/iiif/d21d0983-81c8-42bc-bdb9-fa7b9e4961a8/full/!200,200/0/default.jpg"
1685,#b17c45,#dcac8c,#6c4414,#81593e,#b7ac9d,#523c27,"https://api.nga.gov/iiif/4b3352ab-0eb3-4343-a7b0-79c8dc3ba324/full/!200,200/0/default.jpg"
1685,#dca434,,#dca434,,,,"https://api.nga.gov/iiif/05d70ba8-5283-44eb-92df-b8e286cf4217/full/!200,200/0/default.jpg"
1685,#9c6c3c,#d9c4a4,#574229,#a07854,#d0ba9f,#725838,"https://api.nga.gov/iiif/d14f6eaf-17d8-4910-81d7-7c9ec210ccf8/full/!200,200/0/default.jpg"
1685,#876240,#d1c19a,#5f3e25,#987d51,#b4baa4,#614d2e,"https://api.nga.gov/iiif/4a3f3e1d-23d4-4354-b345-396259da776c/full/!200,200/0/default.jpg"
1687,#a0644a,,#a0644a,,,,"https://api.nga.gov/iiif/7c01057f-aa27-40ce-b58f-e2150e6f7500/full/!200,200/0/default.jpg"
1690,#aa7a34,#d7c39a,#705424,#a08159,#bcb094,#1c242c,"https://api.nga.gov/iiif/27178674-bd03-4754-95fe-2c2406c32b06/full/!200,200/0/default.jpg"
1695,#bc942c,#e0cd9e,#664719,#a58654,#ccc49c,#51462a,"https://api.nga.gov/iiif/97c69a77-0dab-4ee0-81ab-612f26582e45/full/!200,200/0/default.jpg"
1695,#78482c,#ccb484,#74301c,#7b664c,#d2c6af,#543a29,"https://api.nga.gov/iiif/3068b3fd-859a-4b4e-8ac8-c42e54dc6610/full/!200,200/0/default.jpg"
1696,#845c2c,,#845c2c,,,,"https://api.nga.gov/iiif/5493a8b8-20b6-480e-920d-48126b5f9881/full/!200,200/0/default.jpg"
1700,#a98951,#daa464,#7b3a0b,#908151,#bca36c,#50593e,"https://api.nga.gov/iiif/49afef74-296c-4851-9bfd-57bb9c0389ff/full/!200,200/0/default.jpg"
1700,#b97e5e,,#b97e5e,,,,"https://api.nga.gov/iiif/4af62dfb-9ca6-48f0-b539-7ae859077833/full/!200,200/0/default.jpg"
1700,#936b46,#bf9b6b,#5e4326,#ab865a,,,"https://api.nga.gov/iiif/32ec389b-425d-46bd-8271-e465313cf46b/full/!200,200/0/default.jpg"
1700,#816220,,#816220,,,,"https://api.nga.gov/iiif/62069f18-73bc-4ad0-b55f-0ca92157fc4b/full/!200,200/0/default.jpg"
1700,#8e5f32,,#8e5f32,,,,"https://api.nga.gov/iiif/aa4d19fa-6a66-457d-8b85-6cc6c2484cd5/full/!200,200/0/default.jpg"
1700,#6f542a,,#6f542a,,,,"https://api.nga.gov/iiif/5a303da5-ebae-42b0-b842-3af2ae6115ae/full/!200,200/0/default.jpg"
1700,#986122,,#986122,,,,"https://api.nga.gov/iiif/9586c8df-2df5-4faa-bd8e-6433bd3eee5f/full/!200,200/0/default.jpg"
1700,#de5828,#e4d49c,#651e06,#7a8169,#d4c6a2,#434129,"https://api.nga.gov/iiif/2a459971-4db4-4165-a368-358029dbe200/full/!200,200/0/default.jpg"
1700,#cfad6f,#c4ad75,#634527,#b2a876,#bcac76,#443424,"https://api.nga.gov/iiif/1ff7cdea-f23a-4158-bb9a-ede300b87574/full/!200,200/0/default.jpg"
1700,#986716,#e9d78c,#7a5916,#a0a060,#b3b06c,#706734,"https://api.nga.gov/iiif/7b375c23-0142-45a6-80e0-70efabad4c25/full/!200,200/0/default.jpg"
1700,#9b4227,,#9b4227,,,,"https://api.nga.gov/iiif/833f360c-bb08-4e0d-ac01-1c33b0b6d47e/full/!200,200/0/default.jpg"
1700,#caa479,,#caa479,,,,"https://api.nga.gov/iiif/924cb48a-cde6-4204-9beb-a2916a065157/full/!200,200/0/default.jpg"
1707,#c09570,#e7b188,#4c1d07,#8a6544,,,"https://api.nga.gov/iiif/dabfe0b5-f9ee-4c5f-992e-df160064c84b/full/!200,200/0/default.jpg"
1709,#d2a752,#d5be80,#743c0c,#b1904c,#d1e2d8,#615c35,"https://api.nga.gov/iiif/2ecbcc0b-04a7-4400-9f25-eebb72c3e9fc/full/!200,200/0/default.jpg"
1710,#bc6434,#f4c898,#6c5414,#776943,#ccc49c,#5f502c,"https://api.nga.gov/iiif/84226b72-095e-4685-a4fc-e3034d425686/full/!200,200/0/default.jpg"
1710,#9a7e3a,#eed2ae,#6e3a11,#a99051,#ccb48c,#545034,"https://api.nga.gov/iiif/329c2789-5e1d-45b3-b099-f702f301113d/full/!200,200/0/default.jpg"
1711,#ac7850,#dcb87e,#743414,#a7895b,#b49f6c,#504428,"https://api.nga.gov/iiif/3480727d-bd9d-4bce-b7f0-7c02347a7bc3/full/!200,200/0/default.jpg"
1713,#b48c4c,,#b48c4c,,,,"https://api.nga.gov/iiif/0db8b561-cb20-4940-bc13-3cf247f9c078/full/!200,200/0/default.jpg"
1715,#a87444,#f0d1aa,#573e21,#ab8458,#cfc1a6,#405055,"https://api.nga.gov/iiif/37619c15-3bf8-40ab-b11c-d218445bda62/full/!200,200/0/default.jpg"
1715,#987434,,#987434,,,,"https://api.nga.gov/iiif/35db881d-fdfe-416d-bb2c-68907ec39b34/full/!200,200/0/default.jpg"
1716,#b47444,#e0cdac,#7c3404,#9f7653,#cfbea2,#5c432a,"https://api.nga.gov/iiif/c2055c00-a8b0-4179-a481-0ab4d19cd4c1/full/!200,200/0/default.jpg"
1717,#c6a87b,#e8b878,#6e4a26,#9a7b57,#c0af8e,#4f4427,"https://api.nga.gov/iiif/768878fe-0382-42fb-a74e-536be63690e7/full/!200,200/0/default.jpg"
1719,#784e2d,#dc9964,#583925,#ac875d,#d2be9c,#4c3326,"https://api.nga.gov/iiif/1f326877-47ab-4446-8c95-7af0ca393f4b/full/!200,200/0/default.jpg"
1720,#a96e3c,#ddba88,#642414,#ac8054,#c6ac86,#3e2522,"https://api.nga.gov/iiif/e9ce6316-5a64-4ffb-986d-069e4d5f56a3/full/!200,200/0/default.jpg"
1720,#904615,#dca88c,#753509,#8b6e4f,#cbb79a,#4c3f2d,"https://api.nga.gov/iiif/56de693a-9c4c-4777-aaa0-fc7052b836e1/full/!200,200/0/default.jpg"
1720,#966c44,#d1a680,#583f27,#9b7a54,,,"https://api.nga.gov/iiif/8601fdd0-ee28-4461-a0ec-0d66eafbac43/full/!200,200/0/default.jpg"
1720,#b7883d,#ecd8b7,#144c75,#6d94a2,#bbb5a5,#36545a,"https://api.nga.gov/iiif/2eb9f5fc-772a-4839-8694-00bc5bfdbf2a/full/!200,200/0/default.jpg"
1720,#7f4e2a,#ccb494,#674c29,#ac8c64,#ccc4a4,#54442c,"https://api.nga.gov/iiif/f3f169ed-f227-47a7-b90d-3edc68f36a7e/full/!200,200/0/default.jpg"
1720,#b07444,#d9b984,#734123,#a8885d,#bda778,#575039,"https://api.nga.gov/iiif/5075f033-a2f6-41c0-8e9a-db25dbcc48da/full/!200,200/0/default.jpg"
1720,#b5884b,#d8b878,#5a4524,#8b774c,#aea880,#43462f,"https://api.nga.gov/iiif/4303fbae-e62c-428b-8868-3b788b79d0fc/full/!200,200/0/default.jpg"
1722,#c79a7a,#d4c4a4,#5c441c,#7a6a4c,#c9bca4,#4c402c,"https://api.nga.gov/iiif/208a1c87-7997-4240-821f-07f9f6d8f206/full/!200,200/0/default.jpg"
1725,#8f442a,#c5a77b,#693125,#9c8263,#aca38a,#34241c,"https://api.nga.gov/iiif/a7b44489-2b37-40a5-9daa-72438f8a62bf/full/!200,200/0/default.jpg"
1725,#bc542c,#c8b688,#6f4726,#937c54,#c1bca9,#352a1b,"https://api.nga.gov/iiif/b43cb1f3-cf38-4a59-ac3c-b8e8db2acb9b/full/!200,200/0/default.jpg"
1725,#986c44,,#986c44,,,,"https://api.nga.gov/iiif/3a5decbc-9cce-4804-93c1-7c29806d8f55/full/!200,200/0/default.jpg"
1725,#865824,#d7c09f,#6d3016,#9e815e,#ccb49c,#40321c,"https://api.nga.gov/iiif/ab699663-84d5-4b25-a392-061bc992b30f/full/!200,200/0/default.jpg"
1725,#c45c1c,#e89c6a,#534120,#ac9161,#b4a47a,#325041,"https://api.nga.gov/iiif/c771e519-15ae-4f89-a8f6-b382dc655d70/full/!200,200/0/default.jpg"
1725,#fca42c,#efca9b,#793d14,#a0926f,#c7b690,#594f2d,"https://api.nga.gov/iiif/c351540e-705e-4c9c-8ef3-457f6f37a5e6/full/!200,200/0/default.jpg"
1726,#d4944c,#e0c082,#5a3a22,#a46c54,,,"https://api.nga.gov/iiif/cc9782fa-54f6-4963-96c9-da116a03450e/full/!200,200/0/default.jpg"
1726,#a5630e,#ecb4a4,#88470a,#a38368,#b49984,#472e2c,"https://api.nga.gov/iiif/fb66d404-72f8-4fde-b435-680ec785f356/full/!200,200/0/default.jpg"
1728,#ac6149,,#ac6149,,,,"https://api.nga.gov/iiif/702ac353-8de6-4661-bf9d-0e9e2236cb50/full/!200,200/0/default.jpg"
1729,#b48a4a,,#b48a4a,,,,"https://api.nga.gov/iiif/6c86ae6f-7b32-445b-bb42-ac361bbf8ef8/full/!200,200/0/default.jpg"
1729,#7c5c29,#dac59b,#4c3c24,#a4845c,#adb294,#54432a,"https://api.nga.gov/iiif/52861079-890d-4496-8f50-a36c7304174f/full/!200,200/0/default.jpg"
1730,#8c4c34,,#8c4c34,,,,"https://api.nga.gov/iiif/8abd9a6d-3b2f-4c4f-8afd-6dc55fb69834/full/!200,200/0/default.jpg"
