beginyear,Vibrant,LightVibrant,DarkVibrant,Muted,LightMuted,DarkMuted,imageurl,beginyear_x,Vibrant_x,LightVibrant_x,DarkVibrant_x,Muted_x,LightMuted_x,DarkMuted_x,beginyear_y,Vibrant_y,LightVibrant_y,DarkVibrant_y,Muted_y,LightMuted_y,DarkMuted_y,Closest_Web_Color_Hex,hex_color
1500,#9d7444,#d4b181,#594424,#aa8760,,,"https://api.nga.gov/iiif/048dfa6b-d9f8-4366-b54e-07d2e491d27b/full/!800,800/0/default.jpg",1500,#9d7444,#d4b181,#594424,#aa8760,,,1500,#9d7444,#d4b181,#594424,#aa8760,,,#a0522d,"(160, 82, 45)"
1837,#c88474,#f4ebd2,#5f3025,#887c6a,#d6c9af,#3c3434,"https://api.nga.gov/iiif/7bf2f082-3876-438a-b218-4dae51e70d9d/full/!800,800/0/default.jpg",1837,#c88474,#f4ebd2,#5f3025,#887c6a,#d6c9af,#3c3434,1837,#c88474,#f4ebd2,#5f3025,#887c6a,#d6c9af,#3c3434,#bc8f8f,"(188, 143, 143)"
1837,#ccb494,#e4d4b4,#59452a,#9a8a75,#d4c4a5,#443c3a,"https://api.nga.gov/iiif/82f63249-8605-4ca3-a2bc-4fdd2237a654/full/!800,800/0/default.jpg",1837,#ccb494,#e4d4b4,#59452a,#9a8a75,#d4c4a5,#443c3a,1837,#ccb494,#e4d4b4,#59452a,#9a8a75,#d4c4a5,#443c3a,#d2b48c,"(210, 180, 140)"
1500,#945c2c,#d0b17e,#6c3d14,#9f7954,#bb9d7c,#3e2e22,"https://api.nga.gov/iiif/a7bcaef2-6525-4be5-a427-46ea2f47a549/full/!800,800/0/default.jpg",1500,#945c2c,#d0b17e,#6c3d14,#9f7954,#bb9d7c,#3e2e22,1500,#945c2c,#d0b17e,#6c3d14,#9f7954,#bb9d7c,#3e2e22,#a0522d,"(160, 82, 45)"
1513,#b97518,#f8c874,#7c2c04,#576b95,#c4af9a,#414548,"https://api.nga.gov/iiif/05dd80a0-74cb-42e5-93f2-09d99029316a/full/!800,800/0/default.jpg",1513,#b97518,#f8c874,#7c2c04,#576b95,#c4af9a,#414548,1513,#b97518,#f8c874,#7c2c04,#576b95,#c4af9a,#414548,#b8860b,"(184, 134, 11)"
1470,#bb9665,#e4c89f,#74481c,#9c7c51,#ccb798,#4c3e34,"https://api.nga.gov/iiif/62c7b35b-a5ac-4bdb-a59a-5eae6247eb5d/full/!800,800/0/default.jpg",1470,#bb9665,#e4c89f,#74481c,#9c7c51,#ccb798,#4c3e34,1470,#bb9665,#e4c89f,#74481c,#9c7c51,#ccb798,#4c3e34,#bdb76b,"(189, 183, 107)"
1500,#bc944c,#ecd49c,#6b482b,#a28055,#b4b4b4,#513f31,"https://api.nga.gov/iiif/d0cbad20-fb4c-4094-8df4-7d43a0e06444/full/!800,800/0/default.jpg",1500,#bc944c,#ecd49c,#6b482b,#a28055,#b4b4b4,#513f31,1500,#bc944c,#ecd49c,#6b482b,#a28055,#b4b4b4,#513f31,#cd853f,"(205, 133, 63)"
1475,#9c7444,#d7bd9c,#4c2c0c,#a88b70,#d5c5b2,#563d26,"https://api.nga.gov/iiif/e4f32e9c-c253-4468-892a-ff9e02296632/full/!800,800/0/default.jpg",1475,#9c7444,#d7bd9c,#4c2c0c,#a88b70,#d5c5b2,#563d26,1475,#9c7444,#d7bd9c,#4c2c0c,#a88b70,#d5c5b2,#563d26,#a0522d,"(160, 82, 45)"
1475,#7c4c24,#e4caae,#4c2c04,#a98454,#d4ccb4,#5f4736,"https://api.nga.gov/iiif/620a5d8d-1f45-48c5-ba2b-cd257a80c68e/full/!800,800/0/default.jpg",1475,#7c4c24,#e4caae,#4c2c04,#a98454,#d4ccb4,#5f4736,1475,#7c4c24,#e4caae,#4c2c04,#a98454,#d4ccb4,#5f4736,#8b4513,"(139, 69, 19)"
1610,#b48b62,#dcc49c,#59422a,#a8855d,#d4c19f,#72593e,"https://api.nga.gov/iiif/aafc01df-baab-40d5-be84-2fd91052df92/full/!800,800/0/default.jpg",1610,#b48b62,#dcc49c,#59422a,#a8855d,#d4c19f,#72593e,1610,#b48b62,#dcc49c,#59422a,#a8855d,#d4c19f,#72593e,#cd853f,"(205, 133, 63)"
1500,#dd9f2a,#d9ad5c,#6c3408,#987649,,,"https://api.nga.gov/iiif/5c328e3e-0161-4c48-b629-85a1e28e949f/full/!800,800/0/default.jpg",1500,#dd9f2a,#d9ad5c,#6c3408,#987649,,,1500,#dd9f2a,#d9ad5c,#6c3408,#987649,,,#daa520,"(218, 165, 32)"
1662,#a4743c,#eccca2,#6c3f1b,#9d8061,#ccb498,#544c2c,"https://api.nga.gov/iiif/e1124f49-9997-4c6b-ae89-e8d2e836718e/full/!800,800/0/default.jpg",1662,#a4743c,#eccca2,#6c3f1b,#9d8061,#ccb498,#544c2c,1662,#a4743c,#eccca2,#6c3f1b,#9d8061,#ccb498,#544c2c,#a0522d,"(160, 82, 45)"
1550,#ac5c14,#dbb28b,#7b451e,#9b724c,,,"https://api.nga.gov/iiif/8c53e610-464f-4169-b18f-9fefed8dddb2/full/!800,800/0/default.jpg",1550,#ac5c14,#dbb28b,#7b451e,#9b724c,,,1550,#ac5c14,#dbb28b,#7b451e,#9b724c,,,#a0522d,"(160, 82, 45)"
1500,#ad7f51,#d4bca5,#3c2c1c,#a47c66,#d4c4ac,#4b3c2f,"https://api.nga.gov/iiif/50023ec3-d052-46b6-8fd0-f1c7617f6caa/full/!800,800/0/default.jpg",1500,#ad7f51,#d4bca5,#3c2c1c,#a47c66,#d4c4ac,#4b3c2f,1500,#ad7f51,#d4bca5,#3c2c1c,#a47c66,#d4c4ac,#4b3c2f,#cd853f,"(205, 133, 63)"
1500,#d0af3a,#d4b88a,#745c24,#998468,#b9a28e,#483a2a,"https://api.nga.gov/iiif/d2e6be37-b6d6-4fb4-b72d-f102d3cf12b8/full/!800,800/0/default.jpg",1500,#d0af3a,#d4b88a,#745c24,#998468,#b9a28e,#483a2a,1500,#d0af3a,#d4b88a,#745c24,#998468,#b9a28e,#483a2a,#daa520,"(218, 165, 32)"
1520,#c4bc4c,#f4e3cb,#635f20,#948272,#bfae9a,#5c4434,"https://api.nga.gov/iiif/272ba7a9-2984-42ee-9bd6-98b81861b9cb/full/!800,800/0/default.jpg",1520,#c4bc4c,#f4e3cb,#635f20,#948272,#bfae9a,#5c4434,1520,#c4bc4c,#f4e3cb,#635f20,#948272,#bfae9a,#5c4434,#bdb76b,"(189, 183, 107)"
1542,#b4844f,#e5c79a,#946c40,#a98356,#ccbca4,#8c663e,"https://api.nga.gov/iiif/7f672421-5150-4184-96b5-0f87193b9a6b/full/!800,800/0/default.jpg",1542,#b4844f,#e5c79a,#946c40,#a98356,#ccbca4,#8c663e,1542,#b4844f,#e5c79a,#946c40,#a98356,#ccbca4,#8c663e,#cd853f,"(205, 133, 63)"
1475,#cb9d46,#e7cc82,#976013,#af8856,#bc9474,#654434,"https://api.nga.gov/iiif/810cea1c-5517-4f2a-b805-dfe44a9da4a7/full/!800,800/0/default.jpg",1475,#cb9d46,#e7cc82,#976013,#af8856,#bc9474,#654434,1475,#cb9d46,#e7cc82,#976013,#af8856,#bc9474,#654434,#cd853f,"(205, 133, 63)"
1520,#c49c3c,#dcc487,#4d290e,#a9885e,#ab9f71,#525941,"https://api.nga.gov/iiif/d903b96a-3ef0-42f2-a573-02de2b8647c2/full/!800,800/0/default.jpg",1520,#c49c3c,#dcc487,#4d290e,#a9885e,#ab9f71,#525941,1520,#c49c3c,#dcc487,#4d290e,#a9885e,#ab9f71,#525941,#cd853f,"(205, 133, 63)"
1570,#126e91,#dec0a7,#051137,#9d7e5c,#cbb8a2,#3c2f23,"https://api.nga.gov/iiif/ba513fd7-5347-4732-bcc1-8a9f425d3215/full/!800,800/0/default.jpg",1570,#126e91,#dec0a7,#051137,#9d7e5c,#cbb8a2,#3c2f23,1570,#126e91,#dec0a7,#051137,#9d7e5c,#cbb8a2,#3c2f23,#008080,"(0, 128, 128)"
1565,#d48f3a,#d1b794,#9c5c22,#a68860,#bbaf96,#6b5c40,"https://api.nga.gov/iiif/b5f212e3-aa1a-400a-9f88-5e8c491974ff/full/!800,800/0/default.jpg",1565,#d48f3a,#d1b794,#9c5c22,#a68860,#bbaf96,#6b5c40,1565,#d48f3a,#d1b794,#9c5c22,#a68860,#bbaf96,#6b5c40,#cd853f,"(205, 133, 63)"
1656,#8c642c,#f3f0e4,#643c14,#9c886a,#cac0a5,#604a2d,"https://api.nga.gov/iiif/b19a5535-f6f4-4252-be14-59c48e656539/full/!800,800/0/default.jpg",1656,#8c642c,#f3f0e4,#643c14,#9c886a,#cac0a5,#604a2d,1656,#8c642c,#f3f0e4,#643c14,#9c886a,#cac0a5,#604a2d,#a0522d,"(160, 82, 45)"
1500,#b18147,#e8bc68,#643b0c,#9a7d57,#b99366,#4a3c34,"https://api.nga.gov/iiif/8d406334-dd80-472a-b098-f00f5e1d36d6/full/!800,800/0/default.jpg",1500,#b18147,#e8bc68,#643b0c,#9a7d57,#b99366,#4a3c34,1500,#b18147,#e8bc68,#643b0c,#9a7d57,#b99366,#4a3c34,#cd853f,"(205, 133, 63)"
1505,#745c34,#ecd4bc,#4c3424,#a47c59,#d5c6b4,#54412d,"https://api.nga.gov/iiif/5789e919-7680-4fde-96cc-2a61dc282278/full/!800,800/0/default.jpg",1505,#745c34,#ecd4bc,#4c3424,#a47c59,#d5c6b4,#54412d,1505,#745c34,#ecd4bc,#4c3424,#a47c59,#d5c6b4,#54412d,#556b2f,"(85, 107, 47)"
1600,#b98644,#e2c080,#7f4b13,#a7864b,#d6c2a8,#9c7746,"https://api.nga.gov/iiif/771ee908-d26c-41b2-a07f-b538e29fb88a/full/!800,800/0/default.jpg",1600,#b98644,#e2c080,#7f4b13,#a7864b,#d6c2a8,#9c7746,1600,#b98644,#e2c080,#7f4b13,#a7864b,#d6c2a8,#9c7746,#cd853f,"(205, 133, 63)"
1519,#8c4c24,#bc9273,#6a3c14,#96745c,#c0a790,#523825,"https://api.nga.gov/iiif/e6c04cc9-f12a-4f55-a3a8-a785961be621/full/!800,800/0/default.jpg",1519,#8c4c24,#bc9273,#6a3c14,#96745c,#c0a790,#523825,1519,#8c4c24,#bc9273,#6a3c14,#96745c,#c0a790,#523825,#8b4513,"(139, 69, 19)"
1500,#ba8224,#eccc64,#6f4724,#a98655,#ac9c84,#52442f,"https://api.nga.gov/iiif/8061275b-8007-4135-8948-96a430f8b3c7/full/!800,800/0/default.jpg",1500,#ba8224,#eccc64,#6f4724,#a98655,#ac9c84,#52442f,1500,#ba8224,#eccc64,#6f4724,#a98655,#ac9c84,#52442f,#b8860b,"(184, 134, 11)"
1510,#945c09,#d6b484,#704f15,#a49278,#d8c5a9,#615535,"https://api.nga.gov/iiif/fcf53c4e-dfdd-44ae-8e42-8b10c2b10fd5/full/!800,800/0/default.jpg",1510,#945c09,#d6b484,#704f15,#a49278,#d8c5a9,#615535,1510,#945c09,#d6b484,#704f15,#a49278,#d8c5a9,#615535,#8b4513,"(139, 69, 19)"
1662,#c48513,#e7bc50,#945404,#9b906f,#ccb4b4,#3d3828,"https://api.nga.gov/iiif/f50a7b19-f48c-4e0f-8593-a92a212dc1b6/full/!800,800/0/default.jpg",1662,#c48513,#e7bc50,#945404,#9b906f,#ccb4b4,#3d3828,1662,#c48513,#e7bc50,#945404,#9b906f,#ccb4b4,#3d3828,#b8860b,"(184, 134, 11)"
1520,#cc9c54,#d9bf97,#6a4f21,#a88f63,#c9ae85,#544e2f,"https://api.nga.gov/iiif/dfe67b01-3304-4720-a547-c8888e7fba52/full/!800,800/0/default.jpg",1520,#cc9c54,#d9bf97,#6a4f21,#a88f63,#c9ae85,#544e2f,1520,#cc9c54,#d9bf97,#6a4f21,#a88f63,#c9ae85,#544e2f,#cd853f,"(205, 133, 63)"
1500,#9c5414,#dabf92,#5c2c0e,#aa9074,#d4c3b0,#423222,"https://api.nga.gov/iiif/f145e7b6-4f1e-4c92-89ca-6a16871f7169/full/!800,800/0/default.jpg",1500,#9c5414,#dabf92,#5c2c0e,#aa9074,#d4c3b0,#423222,1500,#9c5414,#dabf92,#5c2c0e,#aa9074,#d4c3b0,#423222,#8b4513,"(139, 69, 19)"
1662,#a4744c,#dcb498,#0c0404,#907461,#cfb5a3,#5d3c32,"https://api.nga.gov/iiif/8f30f468-c263-40da-b537-b2c25d9741d6/full/!800,800/0/default.jpg",1662,#a4744c,#dcb498,#0c0404,#907461,#cfb5a3,#5d3c32,1662,#a4744c,#dcb498,#0c0404,#907461,#cfb5a3,#5d3c32,#a0522d,"(160, 82, 45)"
1500,#cc942c,#ddcf9a,#99612a,#a89163,#c0c99f,#6a3d33,"https://api.nga.gov/iiif/e2ff91db-d62b-4d10-9aaf-1d36eeac2f46/full/!800,800/0/default.jpg",1500,#cc942c,#ddcf9a,#99612a,#a89163,#c0c99f,#6a3d33,1500,#cc942c,#ddcf9a,#99612a,#a89163,#c0c99f,#6a3d33,#cd853f,"(205, 133, 63)"
1500,#b58c64,#e5c9b4,#6c442d,#8b6649,#cfb3a1,#5c4837,"https://api.nga.gov/iiif/feca329b-e14a-4622-8d26-bf066d35d0af/full/!800,800/0/default.jpg",1500,#b58c64,#e5c9b4,#6c442d,#8b6649,#cfb3a1,#5c4837,1500,#b58c64,#e5c9b4,#6c442d,#8b6649,#cfb3a1,#5c4837,#bc8f8f,"(188, 143, 143)"
1755,#cebc94,#dcc9a8,#5a4b29,#948a78,#ccbca0,#61594b,"https://api.nga.gov/iiif/06cffa43-ec8d-4c0d-8f45-0c4788816faa/full/!800,800/0/default.jpg",1755,#cebc94,#dcc9a8,#5a4b29,#948a78,#ccbca0,#61594b,1755,#cebc94,#dcc9a8,#5a4b29,#948a78,#ccbca0,#61594b,#d2b48c,"(210, 180, 140)"
1470,#a45416,#d3ae83,#7c3408,#b28661,,,"https://api.nga.gov/iiif/4f671e0a-7503-4a77-87b1-0ec7ef2b6b22/full/!800,800/0/default.jpg",1470,#a45416,#d3ae83,#7c3408,#b28661,,,1470,#a45416,#d3ae83,#7c3408,#b28661,,,#a0522d,"(160, 82, 45)"
1626,#c79737,#dcd1b1,#191307,#a39d81,#d4ccab,#494531,"https://api.nga.gov/iiif/a3076cab-bfed-4d2b-ac52-894d0e200bb7/full/!800,800/0/default.jpg",1626,#c79737,#dcd1b1,#191307,#a39d81,#d4ccab,#494531,1626,#c79737,#dcd1b1,#191307,#a39d81,#d4ccab,#494531,#cd853f,"(205, 133, 63)"
1480,#d28b21,#e5c865,#795309,#948e5f,#bcbcbc,#42753d,"https://api.nga.gov/iiif/2a43a40e-c461-4ea3-a66d-b6eb85659ff7/full/!800,800/0/default.jpg",1480,#d28b21,#e5c865,#795309,#948e5f,#bcbcbc,#42753d,1480,#d28b21,#e5c865,#795309,#948e5f,#bcbcbc,#42753d,#daa520,"(218, 165, 32)"
1640,#a2671c,#e6c469,#774310,#a58a5f,#cdbcac,#6a5438,"https://api.nga.gov/iiif/974b5ba2-dbe1-4167-bf51-e069624fbb70/full/!800,800/0/default.jpg",1640,#a2671c,#e6c469,#774310,#a58a5f,#cdbcac,#6a5438,1640,#a2671c,#e6c469,#774310,#a58a5f,#cdbcac,#6a5438,#a0522d,"(160, 82, 45)"
1500,#c4c450,#d4d480,#636321,#999080,#c4bbaa,#4b4846,"https://api.nga.gov/iiif/cc5649d7-e895-4445-b55f-aa7d49148515/full/!800,800/0/default.jpg",1500,#c4c450,#d4d480,#636321,#999080,#c4bbaa,#4b4846,1500,#c4c450,#d4d480,#636321,#999080,#c4bbaa,#4b4846,#bdb76b,"(189, 183, 107)"
1662,#c04d2d,#f0d9c8,#692420,#a17152,#c9c7b6,#274a31,"https://api.nga.gov/iiif/878edb1d-2d2e-42f5-b7ca-ac9e979ef26e/full/!800,800/0/default.jpg",1662,#c04d2d,#f0d9c8,#692420,#a17152,#c9c7b6,#274a31,1662,#c04d2d,#f0d9c8,#692420,#a17152,#c9c7b6,#274a31,#a0522d,"(160, 82, 45)"
1662,#3c6cb4,#e4ac79,#6c2c0c,#9b7962,#c4c1c3,#532c2e,"https://api.nga.gov/iiif/d3a88b6c-f862-4c65-8b1c-7b3eecba2bbe/full/!800,800/0/default.jpg",1662,#3c6cb4,#e4ac79,#6c2c0c,#9b7962,#c4c1c3,#532c2e,1662,#3c6cb4,#e4ac79,#6c2c0c,#9b7962,#c4c1c3,#532c2e,#4682b4,"(70, 130, 180)"
1600,#b18951,#cea169,#6c4e1a,#9f7f50,#cfbd9f,#5e5635,"https://api.nga.gov/iiif/aea73d89-2fa8-481c-b43a-59293c1eca43/full/!800,800/0/default.jpg",1600,#b18951,#cea169,#6c4e1a,#9f7f50,#cfbd9f,#5e5635,1600,#b18951,#cea169,#6c4e1a,#9f7f50,#cfbd9f,#5e5635,#cd853f,"(205, 133, 63)"
1570,#ac6c23,#e9d0a0,#844a0c,#977b5b,#cfb494,#705639,"https://api.nga.gov/iiif/e16c159c-3fba-4ce8-817f-e688f652de51/full/!800,800/0/default.jpg",1570,#ac6c23,#e9d0a0,#844a0c,#977b5b,#cfb494,#705639,1570,#ac6c23,#e9d0a0,#844a0c,#977b5b,#cfb494,#705639,#a0522d,"(160, 82, 45)"
1662,#bc4424,#edcab7,#9b4a23,#888a78,#c4b9af,#2d5a39,"https://api.nga.gov/iiif/b9a99d1f-3daa-4f14-8e4e-324badff01ef/full/!800,800/0/default.jpg",1662,#bc4424,#edcab7,#9b4a23,#888a78,#c4b9af,#2d5a39,1662,#bc4424,#edcab7,#9b4a23,#888a78,#c4b9af,#2d5a39,#a0522d,"(160, 82, 45)"
1500,#d5b032,#c8ad54,#742c2c,#b25851,#b5aca4,#4c4a3f,"https://api.nga.gov/iiif/dc0c96d4-74e8-4639-a002-7292aee2fd73/full/!800,800/0/default.jpg",1500,#d5b032,#c8ad54,#742c2c,#b25851,#b5aca4,#4c4a3f,1500,#d5b032,#c8ad54,#742c2c,#b25851,#b5aca4,#4c4a3f,#daa520,"(218, 165, 32)"
1555,#cd8835,#d49c54,#6d3419,#9f724f,#b49d7b,#625440,"https://api.nga.gov/iiif/21e9736e-c54e-46c2-ba29-f895703da7f9/full/!800,800/0/default.jpg",1555,#cd8835,#d49c54,#6d3419,#9f724f,#b49d7b,#625440,1555,#cd8835,#d49c54,#6d3419,#9f724f,#b49d7b,#625440,#cd853f,"(205, 133, 63)"
1791,#cc5608,#f0dca6,#5c530e,#aca067,#cac090,#295b2f,"https://api.nga.gov/iiif/0f419c7c-d4e0-46d5-a9f0-45b6fb47f0ea/full/!800,800/0/default.jpg",1791,#cc5608,#f0dca6,#5c530e,#aca067,#cac090,#295b2f,1791,#cc5608,#f0dca6,#5c530e,#aca067,#cac090,#295b2f,#d2691e,"(210, 105, 30)"
1617,#b04c40,#d4bca4,#54a040,#897c6b,#ccbca4,#4c4434,"https://api.nga.gov/iiif/c98c8b87-18ce-4516-bcc3-03e0dd880107/full/!800,800/0/default.jpg",1617,#b04c40,#d4bca4,#54a040,#897c6b,#ccbca4,#4c4434,1617,#b04c40,#d4bca4,#54a040,#897c6b,#ccbca4,#4c4434,#a0522d,"(160, 82, 45)"
1887,#a85e05,#c4ad82,#4c2404,#90866b,#b4a47a,#655c42,"https://api.nga.gov/iiif/d084076a-25c7-471b-adba-ee2506b0fadb/full/!800,800/0/default.jpg",1887,#a85e05,#c4ad82,#4c2404,#90866b,#b4a47a,#655c42,1887,#a85e05,#c4ad82,#4c2404,#90866b,#b4a47a,#655c42,#8b4513,"(139, 69, 19)"
1867,#bc4028,#e4c391,#5f4029,#a68059,#c3a477,#785535,"https://api.nga.gov/iiif/0a816975-d1ad-4564-9f2a-57a521771a61/full/!800,800/0/default.jpg",1867,#bc4028,#e4c391,#5f4029,#a68059,#c3a477,#785535,1867,#bc4028,#e4c391,#5f4029,#a68059,#c3a477,#785535,#a52a2a,"(165, 42, 42)"
1890,#ecac3c,#eeba4e,#8c541c,#696c45,,,"https://api.nga.gov/iiif/56e00dcd-9cd2-42f0-8c85-3f43c9e05936/full/!800,800/0/default.jpg",1890,#ecac3c,#eeba4e,#8c541c,#696c45,,,1890,#ecac3c,#eeba4e,#8c541c,#696c45,,,#daa520,"(218, 165, 32)"
1740,#c8ac64,#c4a278,#65472c,#90755a,#c1b090,#4c3726,"https://api.nga.gov/iiif/0ecb769e-2062-4bd3-9306-d28a04210b10/full/!800,800/0/default.jpg",1740,#c8ac64,#c4a278,#65472c,#90755a,#c1b090,#4c3726,1740,#c8ac64,#c4a278,#65472c,#90755a,#c1b090,#4c3726,#bdb76b,"(189, 183, 107)"
1500,#c0a82c,#e6d150,#573a0c,#977853,#bd9e87,#5a4734,"https://api.nga.gov/iiif/43cc0d18-cb27-4d64-8cf7-cbc97aeaf185/full/!800,800/0/default.jpg",1500,#c0a82c,#e6d150,#573a0c,#977853,#bd9e87,#5a4734,1500,#c0a82c,#e6d150,#573a0c,#977853,#bd9e87,#5a4734,#daa520,"(218, 165, 32)"
1560,#a86c3c,#c6a47a,#5a341b,#aa8262,#bca387,#5b4531,"https://api.nga.gov/iiif/65e8edda-93bc-4071-9942-91ceb8fb87e2/full/!800,800/0/default.jpg",1560,#a86c3c,#c6a47a,#5a341b,#aa8262,#bca387,#5b4531,1560,#a86c3c,#c6a47a,#5a341b,#aa8262,#bca387,#5b4531,#a0522d,"(160, 82, 45)"
1662,#cca36f,#ecc494,#6b4725,#b1946d,#d2ba9c,#595852,"https://api.nga.gov/iiif/f9db69f3-d9b6-429d-b08d-40cf6b972aa2/full/!800,800/0/default.jpg",1662,#cca36f,#ecc494,#6b4725,#b1946d,#d2ba9c,#595852,1662,#cca36f,#ecc494,#6b4725,#b1946d,#d2ba9c,#595852,#bdb76b,"(189, 183, 107)"
1490,#b08644,#e1cd95,#673f26,#9e7e56,#b79b78,#4d3828,"https://api.nga.gov/iiif/e423d994-cc19-420d-a9de-01976ddf4874/full/!800,800/0/default.jpg",1490,#b08644,#e1cd95,#673f26,#9e7e56,#b79b78,#4d3828,1490,#b08644,#e1cd95,#673f26,#9e7e56,#b79b78,#4d3828,#cd853f,"(205, 133, 63)"
1728,#6e3f31,#dc9a8d,#491c0b,#a66c5c,#cc9c9c,#542c24,"https://api.nga.gov/iiif/55b5f193-2777-4e67-bb0a-583bd1ad6e2f/full/!800,800/0/default.jpg",1728,#6e3f31,#dc9a8d,#491c0b,#a66c5c,#cc9c9c,#542c24,1728,#6e3f31,#dc9a8d,#491c0b,#a66c5c,#cc9c9c,#542c24,#8b4513,"(139, 69, 19)"
1500,#a47034,#d4ba99,#744414,#ae885e,#bda081,#563a28,"https://api.nga.gov/iiif/8b4b9475-5d72-4671-9429-6db702b45aec/full/!800,800/0/default.jpg",1500,#a47034,#d4ba99,#744414,#ae885e,#bda081,#563a28,1500,#a47034,#d4ba99,#744414,#ae885e,#bda081,#563a28,#a0522d,"(160, 82, 45)"
1700,#d48068,#f4e4c4,#672d1d,#948466,#d0bd9a,#6a5c4b,"https://api.nga.gov/iiif/e6fd40f5-3ee2-4d01-a02e-0060ced07ae1/full/!800,800/0/default.jpg",1700,#d48068,#f4e4c4,#672d1d,#948466,#d0bd9a,#6a5c4b,1700,#d48068,#f4e4c4,#672d1d,#948466,#d0bd9a,#6a5c4b,#e9967a,"(233, 150, 122)"
1500,#a46c34,#cca27f,#5e3114,#af8c6e,#ccb097,#514232,"https://api.nga.gov/iiif/2bb39fae-6457-4ab1-978f-7788f68a4ea7/full/!800,800/0/default.jpg",1500,#a46c34,#cca27f,#5e3114,#af8c6e,#ccb097,#514232,1500,#a46c34,#cca27f,#5e3114,#af8c6e,#ccb097,#514232,#a0522d,"(160, 82, 45)"
1800,#d4b48c,#dcb792,#604524,#a48465,#d1b294,#6a5240,"https://api.nga.gov/iiif/0b4ac9f9-5bfa-40cc-89df-29ce5d8fec6f/full/!800,800/0/default.jpg",1800,#d4b48c,#dcb792,#604524,#a48465,#d1b294,#6a5240,1800,#d4b48c,#dcb792,#604524,#a48465,#d1b294,#6a5240,#d2b48c,"(210, 180, 140)"
1662,#d3ac42,#f2d989,#245c1c,#948d6c,#abccb2,#3b6b43,"https://api.nga.gov/iiif/e5a7c645-b8f3-4db4-9e3d-cbdf753cb60f/full/!800,800/0/default.jpg",1662,#d3ac42,#f2d989,#245c1c,#948d6c,#abccb2,#3b6b43,1662,#d3ac42,#f2d989,#245c1c,#948d6c,#abccb2,#3b6b43,#daa520,"(218, 165, 32)"
1840,#bc8c64,#debfa0,#6c3c1c,#937d68,#cfc5b2,#624535,"https://api.nga.gov/iiif/f13602ba-3080-4675-8582-0f747a9bcf2c/full/!800,800/0/default.jpg",1840,#bc8c64,#debfa0,#6c3c1c,#937d68,#cfc5b2,#624535,1840,#bc8c64,#debfa0,#6c3c1c,#937d68,#cfc5b2,#624535,#cd853f,"(205, 133, 63)"
1589,#bc6858,#ccb292,#4c3424,#907e68,#c4a98a,#594d40,"https://api.nga.gov/iiif/af421683-6cc6-41f4-a194-7d7edbcf9023/full/!800,800/0/default.jpg",1589,#bc6858,#ccb292,#4c3424,#907e68,#c4a98a,#594d40,1589,#bc6858,#ccb292,#4c3424,#907e68,#c4a98a,#594d40,#cd5c5c,"(205, 92, 92)"
1500,#bc9434,#ecd297,#624c1a,#b29b69,#abc4b9,#8c783f,"https://api.nga.gov/iiif/187aebc3-ef48-4f5f-8dd2-8b5c74b298ab/full/!800,800/0/default.jpg",1500,#bc9434,#ecd297,#624c1a,#b29b69,#abc4b9,#8c783f,1500,#bc9434,#ecd297,#624c1a,#b29b69,#abc4b9,#8c783f,#cd853f,"(205, 133, 63)"
1800,#d4b48c,#d3b394,#309024,#a7855b,#c4ac88,#4c4234,"https://api.nga.gov/iiif/0022a366-baca-4d2b-aed8-2a580dfe718a/full/!800,800/0/default.jpg",1800,#d4b48c,#d3b394,#309024,#a7855b,#c4ac88,#4c4234,1800,#d4b48c,#d3b394,#309024,#a7855b,#c4ac88,#4c4234,#d2b48c,"(210, 180, 140)"
1800,#d4b48c,#dcbc94,#604524,#ac855e,#ccae8d,#94734c,"https://api.nga.gov/iiif/8a6763d0-6b0c-4863-b8cf-6bb4b3fcafb3/full/!800,800/0/default.jpg",1800,#d4b48c,#dcbc94,#604524,#ac855e,#ccae8d,#94734c,1800,#d4b48c,#dcbc94,#604524,#ac855e,#ccae8d,#94734c,#d2b48c,"(210, 180, 140)"
1580,#dcbc72,#ecd4b4,#644d2f,#96826b,#c9b699,#483e35,"https://api.nga.gov/iiif/7efe245b-1c9a-495a-a5cd-d8438300be65/full/!800,800/0/default.jpg",1580,#dcbc72,#ecd4b4,#644d2f,#96826b,#c9b699,#483e35,1580,#dcbc72,#ecd4b4,#644d2f,#96826b,#c9b699,#483e35,#deb887,"(222, 184, 135)"
1500,#b4742c,#dfb58b,#8d460b,#9c7053,#ab8c75,#544c34,"https://api.nga.gov/iiif/31794fc0-8679-43b4-9db7-83f23a24bb03/full/!800,800/0/default.jpg",1500,#b4742c,#dfb58b,#8d460b,#9c7053,#ab8c75,#544c34,1500,#b4742c,#dfb58b,#8d460b,#9c7053,#ab8c75,#544c34,#d2691e,"(210, 105, 30)"
1590,#ccac8f,#d6bca0,#5c442c,#967862,#c5a387,#583c32,"https://api.nga.gov/iiif/6d177f6a-2926-419c-abb6-5f37af69508f/full/!800,800/0/default.jpg",1590,#ccac8f,#d6bca0,#5c442c,#967862,#c5a387,#583c32,1590,#ccac8f,#d6bca0,#5c442c,#967862,#c5a387,#583c32,#d2b48c,"(210, 180, 140)"
