beginyear,Vibrant,LightVibrant,DarkVibrant,Muted,LightMuted,DarkMuted,imageurl,beginyear_x,Vibrant_x,LightVibrant_x,DarkVibrant_x,Muted_x,LightMuted_x,DarkMuted_x,beginyear_y,Vibrant_y,LightVibrant_y,DarkVibrant_y,Muted_y,LightMuted_y,DarkMuted_y,Closest_Web_Color_Hex,hex_color
1500,#b77547,#ddc8b4,#2c1c11,#a19181,#c4c4c4,#47382a,"https://api.nga.gov/iiif/538fa971-ea6d-45e9-b1ae-10fd25b86b8f/full/!800,800/0/default.jpg",1500,#b77547,#ddc8b4,#2c1c11,#a19181,#c4c4c4,#47382a,1500,#b77547,#ddc8b4,#2c1c11,#a19181,#c4c4c4,#47382a,#cd853f,"(205, 133, 63)"
1500,#b99952,#e2d59a,#64461c,#957954,,,"https://api.nga.gov/iiif/b3c7201e-d42d-4c1c-b789-e63b05169081/full/!800,800/0/default.jpg",1500,#b99952,#e2d59a,#64461c,#957954,,,1500,#b99952,#e2d59a,#64461c,#957954,,,#cd853f,"(205, 133, 63)"
1500,#956c34,#d1b38d,#6c4414,#9d794e,#b4946f,#574632,"https://api.nga.gov/iiif/e9709a6f-8068-49f4-975b-19a79838e3a2/full/!800,800/0/default.jpg",1500,#956c34,#d1b38d,#6c4414,#9d794e,#b4946f,#574632,1500,#956c34,#d1b38d,#6c4414,#9d794e,#b4946f,#574632,#a0522d,"(160, 82, 45)"
1500,#b17443,#ecce9e,#87271f,#a79064,#ad9a74,#534329,"https://api.nga.gov/iiif/b74c5e03-5803-4767-943c-63d22706885e/full/!800,800/0/default.jpg",1500,#b17443,#ecce9e,#87271f,#a79064,#ad9a74,#534329,1500,#b17443,#ecce9e,#87271f,#a79064,#ad9a74,#534329,#cd853f,"(205, 133, 63)"
1500,#9e6f44,#d5b491,#5e3c1c,#a98b6e,#d7c2ac,#694935,"https://api.nga.gov/iiif/5c2108f5-bb3a-4d56-8571-22540c8fabb1/full/!800,800/0/default.jpg",1500,#9e6f44,#d5b491,#5e3c1c,#a98b6e,#d7c2ac,#694935,1500,#9e6f44,#d5b491,#5e3c1c,#a98b6e,#d7c2ac,#694935,#a0522d,"(160, 82, 45)"
1500,#b44738,#dbcdb2,#294058,#9c876f,#ccb494,#6d4f3e,"https://api.nga.gov/iiif/f5e5b4c4-ec5e-4165-a03b-48c7887e2f3c/full/!800,800/0/default.jpg",1500,#b44738,#dbcdb2,#294058,#9c876f,#ccb494,#6d4f3e,1500,#b44738,#dbcdb2,#294058,#9c876f,#ccb494,#6d4f3e,#a0522d,"(160, 82, 45)"
1500,#a96b49,#cb9174,#6f3c1c,#8c8c8b,#b4b3b3,#48342c,"https://api.nga.gov/iiif/c8048309-1318-4442-975a-41617ef098fe/full/!800,800/0/default.jpg",1500,#a96b49,#cb9174,#6f3c1c,#8c8c8b,#b4b3b3,#48342c,1500,#a96b49,#cb9174,#6f3c1c,#8c8c8b,#b4b3b3,#48342c,#a0522d,"(160, 82, 45)"
1500,#a4743c,#d4ac88,#754414,#ac8760,#d2ba9d,#523c34,"https://api.nga.gov/iiif/b017c875-faf0-4494-ae54-7b7a08b3940a/full/!800,800/0/default.jpg",1500,#a4743c,#d4ac88,#754414,#ac8760,#d2ba9d,#523c34,1500,#a4743c,#d4ac88,#754414,#ac8760,#d2ba9d,#523c34,#a0522d,"(160, 82, 45)"
1500,#bc640d,#e4b988,#984f0b,#a87e5b,#b28c74,#8e6141,"https://api.nga.gov/iiif/5ee65d0c-2423-4dda-8803-ee70570d1a4a/full/!800,800/0/default.jpg",1500,#bc640d,#e4b988,#984f0b,#a87e5b,#b28c74,#8e6141,1500,#bc640d,#e4b988,#984f0b,#a87e5b,#b28c74,#8e6141,#d2691e,"(210, 105, 30)"
1500,#a4642e,#d6b494,#6c4a2c,#a67650,#c6aea3,#513d2a,"https://api.nga.gov/iiif/936a387c-43ad-478b-a815-b920a0517b5b/full/!800,800/0/default.jpg",1500,#a4642e,#d6b494,#6c4a2c,#a67650,#c6aea3,#513d2a,1500,#a4642e,#d6b494,#6c4a2c,#a67650,#c6aea3,#513d2a,#a0522d,"(160, 82, 45)"
1500,#cbba2e,#dc5144,#7c6a08,#9c7454,,,"https://api.nga.gov/iiif/b1326779-0adb-4d3f-b401-956410cdc582/full/!800,800/0/default.jpg",1500,#cbba2e,#dc5144,#7c6a08,#9c7454,,,1500,#cbba2e,#dc5144,#7c6a08,#9c7454,,,#daa520,"(218, 165, 32)"
1825,#a5833a,#f4d9a3,#79570e,#798767,#d1c7a5,#73683e,"https://api.nga.gov/iiif/8c73a8e6-8a04-41fa-b06f-3fadbe8037b1/full/!800,800/0/default.jpg",1825,#a5833a,#f4d9a3,#79570e,#798767,#d1c7a5,#73683e,1825,#a5833a,#f4d9a3,#79570e,#798767,#d1c7a5,#73683e,#cd853f,"(205, 133, 63)"
1500,#b78447,#d6bda0,#48341c,#91795f,#decdbb,#543b2a,"https://api.nga.gov/iiif/b0291f90-10ec-40aa-9aa6-0d4c1fdf7093/full/!800,800/0/default.jpg",1500,#b78447,#d6bda0,#48341c,#91795f,#decdbb,#543b2a,1500,#b78447,#d6bda0,#48341c,#91795f,#decdbb,#543b2a,#cd853f,"(205, 133, 63)"
1500,#904440,#d8c0a3,#442c14,#ac886d,#baa797,#4d3b2d,"https://api.nga.gov/iiif/8b062e33-8e3a-4bf3-b2d9-374d7d82d504/full/!800,800/0/default.jpg",1500,#904440,#d8c0a3,#442c14,#ac886d,#baa797,#4d3b2d,1500,#904440,#d8c0a3,#442c14,#ac886d,#baa797,#4d3b2d,#a0522d,"(160, 82, 45)"
1400,#bf9f30,#cca288,#603c0c,#a46154,#caae90,#503723,"https://api.nga.gov/iiif/e63eab5b-c6c9-4f35-95d0-70e0a516af9c/full/!800,800/0/default.jpg",1400,#bf9f30,#cca288,#603c0c,#a46154,#caae90,#503723,1400,#bf9f30,#cca288,#603c0c,#a46154,#caae90,#503723,#daa520,"(218, 165, 32)"
1500,#844c24,#d4a890,#5c3e28,#a4765c,#d2b4a0,#4c3728,"https://api.nga.gov/iiif/50de5f8e-f706-4b99-9910-2a4d4f25069a/full/!800,800/0/default.jpg",1500,#844c24,#d4a890,#5c3e28,#a4765c,#d2b4a0,#4c3728,1500,#844c24,#d4a890,#5c3e28,#a4765c,#d2b4a0,#4c3728,#8b4513,"(139, 69, 19)"
1500,#a4743c,#dbc296,#5f3e1a,#ae8b5d,#9c9484,#5b4e3a,"https://api.nga.gov/iiif/0f11913c-f4f9-4f44-958b-c7f4ff47d21e/full/!800,800/0/default.jpg",1500,#a4743c,#dbc296,#5f3e1a,#ae8b5d,#9c9484,#5b4e3a,1500,#a4743c,#dbc296,#5f3e1a,#ae8b5d,#9c9484,#5b4e3a,#a0522d,"(160, 82, 45)"
1507,#d7972e,#dccdb6,#0a293f,#978b67,#b4b4b4,#564730,"https://api.nga.gov/iiif/a1942246-1b20-40d2-ba6c-d172978677fa/full/!800,800/0/default.jpg",1507,#d7972e,#dccdb6,#0a293f,#978b67,#b4b4b4,#564730,1507,#d7972e,#dccdb6,#0a293f,#978b67,#b4b4b4,#564730,#daa520,"(218, 165, 32)"
1515,#c2884c,#e5c6a0,#14448c,#827873,#dbc9b0,#1a243b,"https://api.nga.gov/iiif/fff91a3b-66a6-4976-ace1-067dd3bd2929/full/!800,800/0/default.jpg",1515,#c2884c,#e5c6a0,#14448c,#827873,#dbc9b0,#1a243b,1515,#c2884c,#e5c6a0,#14448c,#827873,#dbc9b0,#1a243b,#cd853f,"(205, 133, 63)"
1515,#c4936c,#f4dca4,#5e3f25,#937c67,#d2c1af,#8d6e58,"https://api.nga.gov/iiif/6b31922a-814b-4a27-9dcf-c3cebeb6f5b5/full/!800,800/0/default.jpg",1515,#c4936c,#f4dca4,#5e3f25,#937c67,#d2c1af,#8d6e58,1515,#c4936c,#f4dca4,#5e3f25,#937c67,#d2c1af,#8d6e58,#bc8f8f,"(188, 143, 143)"
1515,#cca46c,#e8cc91,#83703b,#97835c,#e4d4c4,#745b3d,"https://api.nga.gov/iiif/9d778882-9f32-4280-8a79-50bf33a597f1/full/!800,800/0/default.jpg",1515,#cca46c,#e8cc91,#83703b,#97835c,#e4d4c4,#745b3d,1515,#cca46c,#e8cc91,#83703b,#97835c,#e4d4c4,#745b3d,#bdb76b,"(189, 183, 107)"
1515,#e5bc7b,#f4dc9c,#6e4c15,#aa846a,#cec4b1,#544c44,"https://api.nga.gov/iiif/e57f705d-74ec-43bd-91c8-6d3357cea8b8/full/!800,800/0/default.jpg",1515,#e5bc7b,#f4dc9c,#6e4c15,#aa846a,#cec4b1,#544c44,1515,#e5bc7b,#f4dc9c,#6e4c15,#aa846a,#cec4b1,#544c44,#deb887,"(222, 184, 135)"
1515,#d4a46c,#ecdcc4,#66451e,#a58665,#d4c4ad,#5b3c37,"https://api.nga.gov/iiif/255fa7fb-f042-43dd-8ec3-1a0d411f6355/full/!800,800/0/default.jpg",1515,#d4a46c,#ecdcc4,#66451e,#a58665,#d4c4ad,#5b3c37,1515,#d4a46c,#ecdcc4,#66451e,#a58665,#d4c4ad,#5b3c37,#e9967a,"(233, 150, 122)"
1515,#d49464,#f0d4b4,#673c1c,#a47459,#dcccbc,#897459,"https://api.nga.gov/iiif/2609404a-3d96-4d43-a2a3-61c3356a8a62/full/!800,800/0/default.jpg",1515,#d49464,#f0d4b4,#673c1c,#a47459,#dcccbc,#897459,1515,#d49464,#f0d4b4,#673c1c,#a47459,#dcccbc,#897459,#e9967a,"(233, 150, 122)"
1515,#c76d56,#e8cc8c,#94672a,#a77751,#d4c5ae,#816248,"https://api.nga.gov/iiif/f7526b68-2a55-4e85-a9c4-1efc9d99eeee/full/!800,800/0/default.jpg",1515,#c76d56,#e8cc8c,#94672a,#a77751,#d4c5ae,#816248,1515,#c76d56,#e8cc8c,#94672a,#a77751,#d4c5ae,#816248,#cd5c5c,"(205, 92, 92)"
1515,#d1a45c,#ecd4bc,#5a401c,#ad8053,#d4c1a8,#59332d,"https://api.nga.gov/iiif/d5052789-43c7-45d6-8938-5ff18119e842/full/!800,800/0/default.jpg",1515,#d1a45c,#ecd4bc,#5a401c,#ad8053,#d4c1a8,#59332d,1515,#d1a45c,#ecd4bc,#5a401c,#ad8053,#d4c1a8,#59332d,#bdb76b,"(189, 183, 107)"
1515,#e07859,#f4e4c4,#6f2914,#a87958,#d3ccae,#794d3e,"https://api.nga.gov/iiif/66cb733f-5c23-411a-bc40-46bba8111373/full/!800,800/0/default.jpg",1515,#e07859,#f4e4c4,#6f2914,#a87958,#d3ccae,#794d3e,1515,#e07859,#f4e4c4,#6f2914,#a87958,#d3ccae,#794d3e,#ff7f50,"(255, 127, 80)"
1520,#bc8c40,#d9b465,#5f4913,#b49961,#c4bdbb,#695738,"https://api.nga.gov/iiif/cfad95be-2cc9-45d6-ac51-d7acfc29bfc9/full/!800,800/0/default.jpg",1520,#bc8c40,#d9b465,#5f4913,#b49961,#c4bdbb,#695738,1520,#bc8c40,#d9b465,#5f4913,#b49961,#c4bdbb,#695738,#cd853f,"(205, 133, 63)"
1520,#c3464b,#dc545c,#6c171d,#ac5c4c,#bcbcb9,#463126,"https://api.nga.gov/iiif/9caf2e09-a5e2-4816-b3f9-141b9272cdb2/full/!800,800/0/default.jpg",1520,#c3464b,#dc545c,#6c171d,#ac5c4c,#bcbcb9,#463126,1520,#c3464b,#dc545c,#6c171d,#ac5c4c,#bcbcb9,#463126,#cd5c5c,"(205, 92, 92)"
1520,#753e28,#fcecf4,#642412,#ac7054,#dcd3d3,#442c25,"https://api.nga.gov/iiif/901b3093-9e23-4792-ba81-a06ebc88f498/full/!800,800/0/default.jpg",1520,#753e28,#fcecf4,#642412,#ac7054,#dcd3d3,#442c25,1520,#753e28,#fcecf4,#642412,#ac7054,#dcd3d3,#442c25,#8b4513,"(139, 69, 19)"
1520,#c4ac83,#ccb48c,#59482a,#bca481,#c3ab8c,,"https://api.nga.gov/iiif/b00ecffb-434f-4cfb-a977-1114b5ad52af/full/!800,800/0/default.jpg",1520,#c4ac83,#ccb48c,#59482a,#bca481,#c3ab8c,,1520,#c4ac83,#ccb48c,#59482a,#bca481,#c3ab8c,,#d2b48c,"(210, 180, 140)"
1520,#d07312,#e5af7d,#612711,#a17e53,#cebbac,#583a3c,"https://api.nga.gov/iiif/778cf516-cc6e-46b1-97e7-6e8057ee8ae8/full/!800,800/0/default.jpg",1520,#d07312,#e5af7d,#612711,#a17e53,#cebbac,#583a3c,1520,#d07312,#e5af7d,#612711,#a17e53,#cebbac,#583a3c,#d2691e,"(210, 105, 30)"
1520,#a01b08,#c8907c,#7f0b17,#a17961,#b2bcb4,#5b4434,"https://api.nga.gov/iiif/c6b102a4-3e42-41bf-9077-6ea12968b04b/full/!800,800/0/default.jpg",1520,#a01b08,#c8907c,#7f0b17,#a17961,#b2bcb4,#5b4434,1520,#a01b08,#c8907c,#7f0b17,#a17961,#b2bcb4,#5b4434,#b22222,"(178, 34, 34)"
1515,#c58b6b,#e5b899,#5f3925,#ad8467,#d5bba5,#67623b,"https://api.nga.gov/iiif/cd816e25-9931-4ce4-84c7-90773b957b67/full/!800,800/0/default.jpg",1515,#c58b6b,#e5b899,#5f3925,#ad8467,#d5bba5,#67623b,1515,#c58b6b,#e5b899,#5f3925,#ad8467,#d5bba5,#67623b,#bc8f8f,"(188, 143, 143)"
1515,#bf8226,#ed9581,#6a130e,#b07e4c,#cccc9c,#3f582f,"https://api.nga.gov/iiif/c25b29e5-f86a-442c-a544-5c89c767b48b/full/!800,800/0/default.jpg",1515,#bf8226,#ed9581,#6a130e,#b07e4c,#cccc9c,#3f582f,1515,#bf8226,#ed9581,#6a130e,#b07e4c,#cccc9c,#3f582f,#b8860b,"(184, 134, 11)"
1525,#be744a,#e5c0a0,#613923,#84746c,#e3dbcc,,"https://api.nga.gov/iiif/59b28901-b1ba-41d5-a819-84c35238cb2a/full/!800,800/0/default.jpg",1525,#be744a,#e5c0a0,#613923,#84746c,#e3dbcc,,1525,#be744a,#e5c0a0,#613923,#84746c,#e3dbcc,,#cd853f,"(205, 133, 63)"
1510,#7c562c,#ebe1d5,#523925,#ac8455,#bfaa92,#534135,"https://api.nga.gov/iiif/69e5cef1-ba3d-49b0-94ac-0ff071873a6b/full/!800,800/0/default.jpg",1510,#7c562c,#ebe1d5,#523925,#ac8455,#bfaa92,#534135,1510,#7c562c,#ebe1d5,#523925,#ac8455,#bfaa92,#534135,#8b4513,"(139, 69, 19)"
1507,#b07e40,#cc995c,#6c4826,#ab8657,#c4a677,#4a3825,"https://api.nga.gov/iiif/f1f31fa5-b457-4859-8fff-3da617967212/full/!800,800/0/default.jpg",1507,#b07e40,#cc995c,#6c4826,#ab8657,#c4a677,#4a3825,1507,#b07e40,#cc995c,#6c4826,#ab8657,#c4a677,#4a3825,#cd853f,"(205, 133, 63)"
1530,#b15450,#dc6154,#946044,#97745c,#cdbaa9,#6d4a42,"https://api.nga.gov/iiif/4f6c61fb-f863-46ae-bfec-342aeae1ac84/full/!800,800/0/default.jpg",1530,#b15450,#dc6154,#946044,#97745c,#cdbaa9,#6d4a42,1530,#b15450,#dc6154,#946044,#97745c,#cdbaa9,#6d4a42,#cd5c5c,"(205, 92, 92)"
1535,#e4a342,#eccc8c,#654f2c,#b0946b,#cab797,#54443c,"https://api.nga.gov/iiif/35c72928-7efb-4acd-92e1-5a770d63e79f/full/!800,800/0/default.jpg",1535,#e4a342,#eccc8c,#654f2c,#b0946b,#cab797,#54443c,1535,#e4a342,#eccc8c,#654f2c,#b0946b,#cab797,#54443c,#f4a460,"(244, 164, 96)"
1540,#b08c4c,#cca474,#744c1c,#a18362,#bcbbbb,#574331,"https://api.nga.gov/iiif/3db4fe12-1c4e-43b6-a7ad-db8e1401cf7d/full/!800,800/0/default.jpg",1540,#b08c4c,#cca474,#744c1c,#a18362,#bcbbbb,#574331,1540,#b08c4c,#cca474,#744c1c,#a18362,#bcbbbb,#574331,#cd853f,"(205, 133, 63)"
1845,#82663c,#e8c484,#644826,#9b7c53,#dcd4b8,#403721,"https://api.nga.gov/iiif/cba69cdf-4503-4439-9be3-93706a0f27db/full/!800,800/0/default.jpg",1845,#82663c,#e8c484,#644826,#9b7c53,#dcd4b8,#403721,1845,#82663c,#e8c484,#644826,#9b7c53,#dcd4b8,#403721,#a0522d,"(160, 82, 45)"
1541,#9c3c2c,#edc0a8,#6a3216,#a56f59,#cdb19c,#394654,"https://api.nga.gov/iiif/33edad58-6362-474a-9edd-7af0531cc258/full/!800,800/0/default.jpg",1541,#9c3c2c,#edc0a8,#6a3216,#a56f59,#cdb19c,#394654,1541,#9c3c2c,#edc0a8,#6a3216,#a56f59,#cdb19c,#394654,#a52a2a,"(165, 42, 42)"
1550,#d8a04d,#fceccc,#8a5012,#8a8885,#cebba9,#5c4438,"https://api.nga.gov/iiif/a4e01f3b-f3ad-4c3d-8756-9661c197c137/full/!800,800/0/default.jpg",1550,#d8a04d,#fceccc,#8a5012,#8a8885,#cebba9,#5c4438,1550,#d8a04d,#fceccc,#8a5012,#8a8885,#cebba9,#5c4438,#cd853f,"(205, 133, 63)"
1549,#d4ba8c,#ecd3ba,#604a24,#948470,#dcccb0,#615746,"https://api.nga.gov/iiif/53135f2e-7f34-47c0-8fbc-b2593fd733f5/full/!800,800/0/default.jpg",1549,#d4ba8c,#ecd3ba,#604a24,#948470,#dcccb0,#615746,1549,#d4ba8c,#ecd3ba,#604a24,#948470,#dcccb0,#615746,#d2b48c,"(210, 180, 140)"
1550,#cc9649,#eac778,#774819,#8d867f,#c8c1bf,#756046,"https://api.nga.gov/iiif/c1e935a4-190e-40b9-a1a0-0fc93402b183/full/!800,800/0/default.jpg",1550,#cc9649,#eac778,#774819,#8d867f,#c8c1bf,#756046,1550,#cc9649,#eac778,#774819,#8d867f,#c8c1bf,#756046,#cd853f,"(205, 133, 63)"
1525,#ac7c34,#dcc09f,#422a14,#8d7760,#dccbb9,#4b3b2c,"https://api.nga.gov/iiif/73130334-2708-4701-8a48-c002ab6762ce/full/!800,800/0/default.jpg",1525,#ac7c34,#dcc09f,#422a14,#8d7760,#dccbb9,#4b3b2c,1525,#ac7c34,#dcc09f,#422a14,#8d7760,#dccbb9,#4b3b2c,#cd853f,"(205, 133, 63)"
1575,#d48464,#f4e4cc,#67321c,#a07a66,#cacbb4,#64443c,"https://api.nga.gov/iiif/1d72f949-72f7-41b0-9e4e-c22798770818/full/!800,800/0/default.jpg",1575,#d48464,#f4e4cc,#67321c,#a07a66,#cacbb4,#64443c,1575,#d48464,#f4e4cc,#67321c,#a07a66,#cacbb4,#64443c,#e9967a,"(233, 150, 122)"
1550,#9c6444,#ba9668,#604424,#846749,,,"https://api.nga.gov/iiif/7f8ed93c-6642-4940-8d24-a7bd73b57c71/full/!800,800/0/default.jpg",1550,#9c6444,#ba9668,#604424,#846749,,,1550,#9c6444,#ba9668,#604424,#846749,,,#a0522d,"(160, 82, 45)"
1575,#b84840,#f4e4cb,#622622,#9a735a,#d6c1aa,#3f4a56,"https://api.nga.gov/iiif/c33d8b32-2784-409d-b12f-b5a0828ca686/full/!800,800/0/default.jpg",1575,#b84840,#f4e4cb,#622622,#9a735a,#d6c1aa,#3f4a56,1575,#b84840,#f4e4cb,#622622,#9a735a,#d6c1aa,#3f4a56,#a0522d,"(160, 82, 45)"
1571,#a5534e,#e4c7b7,#731321,#a57f5e,#d4bba9,#3f201e,"https://api.nga.gov/iiif/57074db9-ec8f-4f04-aeb7-f9feba2fe245/full/!800,800/0/default.jpg",1571,#a5534e,#e4c7b7,#731321,#a57f5e,#d4bba9,#3f201e,1571,#a5534e,#e4c7b7,#731321,#a57f5e,#d4bba9,#3f201e,#a0522d,"(160, 82, 45)"
1575,#c4ac74,#f4e4d4,#5d4d27,#8a8578,#b0c1bb,#746651,"https://api.nga.gov/iiif/1aeccdf4-321c-4cce-9add-75d0cf829fca/full/!800,800/0/default.jpg",1575,#c4ac74,#f4e4d4,#5d4d27,#8a8578,#b0c1bb,#746651,1575,#c4ac74,#f4e4d4,#5d4d27,#8a8578,#b0c1bb,#746651,#bdb76b,"(189, 183, 107)"
1525,#dcac36,#dcbc60,#aa7937,#ac9d84,#c4b39c,#71624b,"https://api.nga.gov/iiif/055fef9a-619d-4cbb-8c5c-baa98bb4bd88/full/!800,800/0/default.jpg",1525,#dcac36,#dcbc60,#aa7937,#ac9d84,#c4b39c,#71624b,1525,#dcac36,#dcbc60,#aa7937,#ac9d84,#c4b39c,#71624b,#daa520,"(218, 165, 32)"
1575,#aa7948,#dcb48a,#6e461c,#b0916c,#c9c2a2,#573d2b,"https://api.nga.gov/iiif/91dc9af2-187b-4fe2-97f6-044b598e7801/full/!800,800/0/default.jpg",1575,#aa7948,#dcb48a,#6e461c,#b0916c,#c9c2a2,#573d2b,1575,#aa7948,#dcb48a,#6e461c,#b0916c,#c9c2a2,#573d2b,#cd853f,"(205, 133, 63)"
1550,#d09c34,#ddcc7a,#143c7c,#7e817f,#c4c4cc,#2d3646,"https://api.nga.gov/iiif/a053e1c7-28be-4b44-a137-bcc3501ad456/full/!800,800/0/default.jpg",1550,#d09c34,#ddcc7a,#143c7c,#7e817f,#c4c4cc,#2d3646,1550,#d09c34,#ddcc7a,#143c7c,#7e817f,#c4c4cc,#2d3646,#daa520,"(218, 165, 32)"
1575,#d8a970,#e6c396,#68451c,#aa8564,#cab4ac,#8b6747,"https://api.nga.gov/iiif/31ec7493-d9ca-474a-a8c9-03e60fdccfd5/full/!800,800/0/default.jpg",1575,#d8a970,#e6c396,#68451c,#aa8564,#cab4ac,#8b6747,1575,#d8a970,#e6c396,#68451c,#aa8564,#cab4ac,#8b6747,#e9967a,"(233, 150, 122)"
1540,#e9b84e,#e2ce76,#08174c,#a4966d,#c3bdaf,#33445a,"https://api.nga.gov/iiif/044297f6-4a63-47bd-bc80-f6abba76b939/full/!800,800/0/default.jpg",1540,#e9b84e,#e2ce76,#08174c,#a4966d,#c3bdaf,#33445a,1540,#e9b84e,#e2ce76,#08174c,#a4966d,#c3bdaf,#33445a,#f4a460,"(244, 164, 96)"
1525,#a07542,#e0b9a1,#5a3c1f,#47767e,#b1a08c,#594838,"https://api.nga.gov/iiif/01237f76-ea86-476f-8533-fde7672eb369/full/!800,800/0/default.jpg",1525,#a07542,#e0b9a1,#5a3c1f,#47767e,#b1a08c,#594838,1525,#a07542,#e0b9a1,#5a3c1f,#47767e,#b1a08c,#594838,#a0522d,"(160, 82, 45)"
1575,#3875ac,#cca984,#042c84,#b89c80,#bdb9b4,#2b3b50,"https://api.nga.gov/iiif/61460f5c-80ed-401d-ae9a-220b9f539491/full/!800,800/0/default.jpg",1575,#3875ac,#cca984,#042c84,#b89c80,#bdb9b4,#2b3b50,1575,#3875ac,#cca984,#042c84,#b89c80,#bdb9b4,#2b3b50,#4682b4,"(70, 130, 180)"
1515,#a64a44,#ecb699,#946c3c,#a7845f,#d2baa5,#376b4d,"https://api.nga.gov/iiif/99186d2b-6043-4473-9cc2-ba4c446760e1/full/!800,800/0/default.jpg",1515,#a64a44,#ecb699,#946c3c,#a7845f,#d2baa5,#376b4d,1515,#a64a44,#ecb699,#946c3c,#a7845f,#d2baa5,#376b4d,#a0522d,"(160, 82, 45)"
1500,#d4b044,#ecbc94,#442c14,#ac5454,#c2a68b,#484034,"https://api.nga.gov/iiif/4060fb7e-03a2-4647-acab-76745c777d50/full/!800,800/0/default.jpg",1500,#d4b044,#ecbc94,#442c14,#ac5454,#c2a68b,#484034,1500,#d4b044,#ecbc94,#442c14,#ac5454,#c2a68b,#484034,#daa520,"(218, 165, 32)"
1580,#eeb642,#f7c470,#643c14,#ad9268,#b1b2b6,#4c4933,"https://api.nga.gov/iiif/9082eede-7d5a-47e6-90b9-dc140097d8fc/full/!800,800/0/default.jpg",1580,#eeb642,#f7c470,#643c14,#ad9268,#b1b2b6,#4c4933,1580,#eeb642,#f7c470,#643c14,#ad9268,#b1b2b6,#4c4933,#f4a460,"(244, 164, 96)"
1597,#346e84,#bea474,#1a6582,#4d889f,#bbbdb5,#3b4926,"https://api.nga.gov/iiif/db862e1d-b007-4411-98bc-7460e9ea8dee/full/!800,800/0/default.jpg",1597,#346e84,#bea474,#1a6582,#4d889f,#bbbdb5,#3b4926,1597,#346e84,#bea474,#1a6582,#4d889f,#bbbdb5,#3b4926,#483d8b,"(72, 61, 139)"
1500,#b48a41,#e4c284,#734e12,#9c8155,#a49c9b,#614c2d,"https://api.nga.gov/iiif/d3838a7b-6252-4a07-9cbb-a6c1ad8f5692/full/!800,800/0/default.jpg",1500,#b48a41,#e4c284,#734e12,#9c8155,#a49c9b,#614c2d,1500,#b48a41,#e4c284,#734e12,#9c8155,#a49c9b,#614c2d,#cd853f,"(205, 133, 63)"
1575,#d1a441,#ecc896,#6a5119,#a68059,#ccb7a5,#806a54,"https://api.nga.gov/iiif/9d97100e-33c0-4404-ac23-3112eae387c0/full/!800,800/0/default.jpg",1575,#d1a441,#ecc896,#6a5119,#a68059,#ccb7a5,#806a54,1575,#d1a441,#ecc896,#6a5119,#a68059,#ccb7a5,#806a54,#cd853f,"(205, 133, 63)"
1550,#9f231c,#efc387,#8e211c,#a4745c,,,"https://api.nga.gov/iiif/836ad70d-2814-4be2-9874-6da050d3f0ae/full/!800,800/0/default.jpg",1550,#9f231c,#efc387,#8e211c,#a4745c,,,1550,#9f231c,#efc387,#8e211c,#a4745c,,,#a52a2a,"(165, 42, 42)"
1575,#cc6959,#fcecdc,#9c8c44,#a99167,#ece4d4,#554236,"https://api.nga.gov/iiif/5199eda1-893f-47f3-b883-0e42ec262424/full/!800,800/0/default.jpg",1575,#cc6959,#fcecdc,#9c8c44,#a99167,#ece4d4,#554236,1575,#cc6959,#fcecdc,#9c8c44,#a99167,#ece4d4,#554236,#cd5c5c,"(205, 92, 92)"
1600,#e1a883,#ecba98,#6a3919,,,,"https://api.nga.gov/iiif/9c2298eb-c483-45ba-8cf9-27901ee87c06/full/!800,800/0/default.jpg",1600,#e1a883,#ecba98,#6a3919,,,,1600,#e1a883,#ecba98,#6a3919,,,,#deb887,"(222, 184, 135)"
1600,#356978,#cdae96,#196169,#877e74,#b6ae9f,#395d66,"https://api.nga.gov/iiif/853fd837-d70a-4d5f-856c-3dfbf5f109f5/full/!800,800/0/default.jpg",1600,#356978,#cdae96,#196169,#877e74,#b6ae9f,#395d66,1600,#356978,#cdae96,#196169,#877e74,#b6ae9f,#395d66,#2e8b57,"(46, 139, 87)"
1500,#7b5634,#d9c3a6,#67421c,#9f8460,#c3ab84,#4c3c2a,"https://api.nga.gov/iiif/13177bc6-a423-4cd3-88b6-b0c3cc812b55/full/!800,800/0/default.jpg",1500,#7b5634,#d9c3a6,#67421c,#9f8460,#c3ab84,#4c3c2a,1500,#7b5634,#d9c3a6,#67421c,#9f8460,#c3ab84,#4c3c2a,#a0522d,"(160, 82, 45)"
1500,#aa8820,#d1ad8c,#6c4c14,#a77f65,#ceb09d,#513e2f,"https://api.nga.gov/iiif/a4d50d4e-52ea-4a0f-a5db-059fad3c9a58/full/!800,800/0/default.jpg",1500,#aa8820,#d1ad8c,#6c4c14,#a77f65,#ceb09d,#513e2f,1500,#aa8820,#d1ad8c,#6c4c14,#a77f65,#ceb09d,#513e2f,#b8860b,"(184, 134, 11)"
1590,#9e5f21,#eac480,#6b1a29,#ac7f50,#bfb7ae,#443b33,"https://api.nga.gov/iiif/8f547756-c127-4002-a2fb-4f518036548f/full/!800,800/0/default.jpg",1590,#9e5f21,#eac480,#6b1a29,#ac7f50,#bfb7ae,#443b33,1590,#9e5f21,#eac480,#6b1a29,#ac7f50,#bfb7ae,#443b33,#a0522d,"(160, 82, 45)"
