Begin Year,Vibrant,LightVibrant,DarkVibrant,Muted,LightMuted,DarkMuted,Image URL
1480,"#3fbf7f",,,,,,"https://api.nga.gov/iiif/14437ba0-2493-4138-a3b5-21e3f4ff92ef/full/!200,200/0/default.jpg"
1893,"#d06098","#f4e3c4","#661e42","#977f60","#d1b996","#4d4238","https://api.nga.gov/iiif/4e486fc9-929b-4f5d-9d5e-fea7e04a556f/full/!200,200/0/default.jpg"
1875,"#c4b048","#f4dcbc","#645920","#917e68","#d4bc9d","#544840","https://api.nga.gov/iiif/9b22a66c-c3c2-4115-8061-e7c4dc5a344c/full/!200,200/0/default.jpg"
1550,"#6098b4",,,,,,"https://api.nga.gov/iiif/b17b2b5b-976b-4a80-b2c9-ec80f0b53b39/full/!200,200/0/default.jpg"
1889,"#d07098","#fce4b4","#63203c","#9c8c69","#d2be96","#5c5444","https://api.nga.gov/iiif/6b308083-9ad6-4cb3-b058-3953e6ae860d/full/!200,200/0/default.jpg"
1600,"#c0a05c","#c0a05c","#5f4c24","#8c7b69","#bfaf99","#4a3f3b","https://api.nga.gov/iiif/b60f9c17-2787-469b-8cb9-c290923a1371/full/!200,200/0/default.jpg"
1500,"#d0d47c","#e4d3bb","#606320","#8f8474","#d4c4ae","#6d6458","https://api.nga.gov/iiif/0c54b25d-a799-4449-8335-b5b8c8a27ede/full/!200,200/0/default.jpg"
1847,"#b85044","#e4ccac","#602a23","#584c90","#ccbc9c","#4c443c","https://api.nga.gov/iiif/02ce0a7c-528e-47ee-b510-9766a9ce912c/full/!200,200/0/default.jpg"
1837,"#e0a484","#e4d4b4","#69361a","#b1a081","#d4c4a4",,"https://api.nga.gov/iiif/39832171-e15e-48e8-80ac-febaf497bcae/full/!200,200/0/default.jpg"
1620,"#b86054","#dcccb4","#5d2d26","#8a7e6d","#ccbca4","#5c4c44","https://api.nga.gov/iiif/2cc50a51-683a-4f08-b105-90f29277f546/full/!200,200/0/default.jpg"
1832,"#4c4498",,,,,,"https://api.nga.gov/iiif/698192ee-86b3-4377-aafc-aeb7c61cd4b8/full/!200,200/0/default.jpg"
1600,"#d4c058","#f4e4cc","#695c1b","#7064a8","#cfc2ab","#4f453b","https://api.nga.gov/iiif/daf8f089-0636-4964-ab4a-4e7a34b60d30/full/!200,200/0/default.jpg"
1879,"#ccac8c","#f4e4c4","#5b4228","#ae9679","#d4c4a4",,"https://api.nga.gov/iiif/08ae62db-0b40-4310-a4ef-f234d068f222/full/!200,200/0/default.jpg"
1500,"#d02e68",,,,,,"https://api.nga.gov/iiif/204e5868-64d4-4908-9f80-860e157917b5/full/!200,200/0/default.jpg"
1837,"#cc68a8","#ecdcbc","#63214b","#7064a8","#d4c4a5","#645c4c","https://api.nga.gov/iiif/ce2a76f3-f61e-48ed-997b-29fc0cfe8490/full/!200,200/0/default.jpg"
1863,"#70b050","#e4ccac","#395b29","#9c8b71","#d4be9d","#736352","https://api.nga.gov/iiif/e58a7083-a2c5-48aa-ab16-0758b8e58838/full/!200,200/0/default.jpg"
1520,"#b18850","#d4c0a2","#84653c","#9d8361","#cabc9e","#676047","https://api.nga.gov/iiif/8643c5d9-6532-4e84-aab8-e9952465a8a8/full/!200,200/0/default.jpg"
1500,"#d47f2a",,,,,,"https://api.nga.gov/iiif/183a0e75-c240-4766-839e-ea7a87933bce/full/!200,200/0/default.jpg"
1835,"#d2b280","#ccbc94","#614922","#8f8766","#dcdcd4","#696859","https://api.nga.gov/iiif/1d029899-3242-475a-9337-0f070e6eef71/full/!200,200/0/default.jpg"
1500,"#865c40",,,,,,"https://api.nga.gov/iiif/a8ba719d-3a1d-426f-bddd-b4abecfeb2ae/full/!200,200/0/default.jpg"
1837,"#e1c149","#fcebd4","#715d12","#a47e59","#ccc1aa","#4f4740","https://api.nga.gov/iiif/4c70e160-3e7c-4748-a49b-88646c203ad4/full/!200,200/0/default.jpg"
1837,"#c85444","#e4c48c","#66261e","#a18a65","#bba177","#413a35","https://api.nga.gov/iiif/c3c66235-2bf3-441f-bb94-160f20a96e4a/full/!200,200/0/default.jpg"
1837,"#ccb494","#f4e4c4","#59452a","#8d7d68","#d3c4a4",,"https://api.nga.gov/iiif/4c08033b-68e1-4247-8374-f17137ac6baa/full/!200,200/0/default.jpg"
1895,"#c6ac84","#eccca4","#5a4729","#a89274","#d4bc9c",,"https://api.nga.gov/iiif/70eb91e9-8b2a-4d63-9ee8-c428c87feb4b/full/!200,200/0/default.jpg"
1593,"#70b050","#e4ccb3","#395b29","#9f8d77","#dcccb4","#5c4c3e","https://api.nga.gov/iiif/05dc2b0b-e6d9-4e0a-a75f-9762bbfe9cea/full/!200,200/0/default.jpg"
1640,"#d0c090","#d0c090","#5d4f27","#aca494","#cfc4ac",,"https://api.nga.gov/iiif/a911d265-b0d5-4420-b94c-94bdabb1f6d8/full/!200,200/0/default.jpg"
1515,"#b88c5f","#dba892","#544227","#887244","#c4a080","#524c2e","https://api.nga.gov/iiif/ce416206-8ba6-4eb3-b05c-8172fafab670/full/!200,200/0/default.jpg"
1837,"#905024",,,,,,"https://api.nga.gov/iiif/7976f7da-3e94-407e-9dd9-ba7ea0efbf88/full/!200,200/0/default.jpg"
1655,"#bc4c94","#e9d9c0","#60244a","#b4a38b","#cabca4","#4c4443","https://api.nga.gov/iiif/0077db23-cbec-4ca6-a827-f01a00484e8b/full/!200,200/0/default.jpg"
1500,"#ac7f52",,,,,,"https://api.nga.gov/iiif/d6564100-1235-487a-8631-a2b859ba864b/full/!200,200/0/default.jpg"
1898,"#c4ac84","#dfc4a4","#59482a","#c4ac8d","#d4bc9c",,"https://api.nga.gov/iiif/17259d9e-03e5-4c38-b404-4f475a972f3c/full/!200,200/0/default.jpg"
1610,"#b4604c","#d4c4a4","#5d3127","#a4947c","#c4b49c","#776858","https://api.nga.gov/iiif/bf71ff4c-d41b-4ef6-9e25-f92e75fb5e3e/full/!200,200/0/default.jpg"
1627,"#c054a0","#fce8ca","#60234e","#907f6a","#cdbca4","#6c5f51","https://api.nga.gov/iiif/ecb9f2d1-efe3-4e87-9187-02c5a2de08d7/full/!200,200/0/default.jpg"
1475,"#50ae8a",,,,,,"https://api.nga.gov/iiif/8c0da809-4d16-49d7-9909-4348d81dd1f2/full/!200,200/0/default.jpg"
1500,"#383890",,,,,,"https://api.nga.gov/iiif/10f39031-2313-4b32-895f-618bb60bbdec/full/!200,200/0/default.jpg"
1681,"#ccb860","#f4ecdc","#645720","#958a7c","#dcd4be","#686055","https://api.nga.gov/iiif/3ca557d0-b5ca-4d9a-ab16-97121c8c6692/full/!200,200/0/default.jpg"
1500,"#903030",,,,,,"https://api.nga.gov/iiif/efc4504c-c7ca-4575-a0ab-7d5a4c3d9469/full/!200,200/0/default.jpg"
1796,"#8cd070","#fcf4e4","#346320","#928878","#d4ccac","#6c6454","https://api.nga.gov/iiif/6df5ff8c-2a22-4687-af62-5ce26803f717/full/!200,200/0/default.jpg"
1837,"#e078c0","#f4eddc","#6b1852","#908574","#d2c8b1","#645b54","https://api.nga.gov/iiif/426450e5-84e7-4c4c-b7a6-3eabd7772ad2/full/!200,200/0/default.jpg"
1800,"#a05828",,,,,,"https://api.nga.gov/iiif/96394d47-b61d-4651-85c2-4452fde6ef99/full/!200,200/0/default.jpg"
1475,"#e05c98","#d4bc84","#6c302e","#978d65","#b2a87e","#6c4e3c","https://api.nga.gov/iiif/4f1c0f86-404b-41f3-81e3-75a35fea96eb/full/!200,200/0/default.jpg"
1837,"#d88470","#ecdcc4","#682a1c","#928473","#d2c4aa","#7a6f60","https://api.nga.gov/iiif/f081a334-9e03-4e56-a75e-394ba6ca4caa/full/!200,200/0/default.jpg"
1837,"#d4c05c","#f4e4c4","#685c1b","#8b7d67","#d5c4a4","#695f4f","https://api.nga.gov/iiif/8d41192b-4382-4b0e-a7c7-587d3e3af07e/full/!200,200/0/default.jpg"
1860,"#b8487c","#e4c49c","#5f2540","#88755e","#ccb18d","#443b34","https://api.nga.gov/iiif/f06bf358-1405-46c2-a4d4-7c32fa3ad940/full/!200,200/0/default.jpg"
1894,"#e09480","#f4eccc","#6a2a1a","#8c8471","#ccbca4",,"https://api.nga.gov/iiif/8710bf97-5e74-4904-aba2-aa3d428d27e9/full/!200,200/0/default.jpg"
1400,"#ceae8a",,,,,,"https://api.nga.gov/iiif/d50a953b-356e-4006-9365-74fe8088b41c/full/!200,200/0/default.jpg"
1887,"#ccb490","#dcc4a4","#5a4729","#c4ae8e","#d4bd9d",,"https://api.nga.gov/iiif/0d55dfaf-2093-4dcd-9be0-d2a02b8c409c/full/!200,200/0/default.jpg"
1837,"#c8c050","#ecdcbc","#64601f","#a78e6e","#cab491","#846d54","https://api.nga.gov/iiif/b8525d2f-c5ce-45b8-b2ac-81324d9814ff/full/!200,200/0/default.jpg"
1475,"#30b6ce",,,,,,"https://api.nga.gov/iiif/f947caf8-be38-423a-b154-6e4c14998046/full/!200,200/0/default.jpg"
1837,"#cdb18b","#ecd4ac","#5c4627","#b19571","#d4be9c",,"https://api.nga.gov/iiif/cb243a06-cf62-46e9-9cdb-2f6967ce9d32/full/!200,200/0/default.jpg"
1475,"#7c5b36",,,,,,"https://api.nga.gov/iiif/2630d140-5d0f-4c5d-92ca-fa5c2279e0e3/full/!200,200/0/default.jpg"
1470,"#bb7d43",,,,,,"https://api.nga.gov/iiif/f0533f98-7252-441b-8d35-64d13a3756b4/full/!200,200/0/default.jpg"
1848,"#c28655","#d49c63","#5c341c","#ac7f55",,,"https://api.nga.gov/iiif/33522e6c-05f0-4d27-911a-9a4c9f75cc83/full/!200,200/0/default.jpg"
1880,"#ccac94","#dcc4a4","#593e2a","#b8a083","#d4bc9c",,"https://api.nga.gov/iiif/1e4fa6df-ee02-488d-afd6-9680884fdc7d/full/!200,200/0/default.jpg"
1500,"#a97b3a","#ceb38c","#0e4a75","#a48e70","#b7c1bd","#4f3b29","https://api.nga.gov/iiif/cb225bd2-9148-4095-886c-5a2687bcb9e8/full/!200,200/0/default.jpg"
1470,"#b4ac50","#d4b888","#5c5827","#8d7f6c","#c4b49c","#5c543c","https://api.nga.gov/iiif/7e56af25-1098-4aa2-b600-200345a24849/full/!200,200/0/default.jpg"
1837,"#94b84c","#f4ddbd","#4b5e25","#b89e79","#cdb38d","#564639","https://api.nga.gov/iiif/63275490-35f5-4865-bbb0-173887793b5d/full/!200,200/0/default.jpg"
1662,"#942880",,,,,,"https://api.nga.gov/iiif/c8f64f9e-48f6-44ee-be3d-907d831c6a22/full/!200,200/0/default.jpg"
1837,"#b09058","#eccfa8","#5a482a","#9c866b","#bca482","#443c34","https://api.nga.gov/iiif/a79ec74c-004a-44d9-af3b-849d28412bd4/full/!200,200/0/default.jpg"
1480,"#b09c3c","#e4d4b4","#549c38","#8c7d6d","#d7c8ad","#564b40","https://api.nga.gov/iiif/8f7541d3-ce43-44b4-a1c9-fc5bacc49bcb/full/!200,200/0/default.jpg"
1600,"#3c3ca0",,,,,,"https://api.nga.gov/iiif/41985415-4970-49cd-8407-a5b658907bef/full/!200,200/0/default.jpg"
1837,"#cc6c58","#ecd4ac","#652b1f","#837360","#d3bc9c","#615549","https://api.nga.gov/iiif/80ae8fe6-6583-438e-b91a-c305719d0ec7/full/!200,200/0/default.jpg"
1834,"#d0bc58","#fcecd7","#675b1d","#685cac","#d4c3af","#4f4742","https://api.nga.gov/iiif/2371d6cf-2250-4f46-901c-85c4a969f074/full/!200,200/0/default.jpg"
1837,"#b88857","#f4ca90","#7c533a","#986c47","#c8c49c","#644434","https://api.nga.gov/iiif/bb637982-daf3-4593-8561-96c9b2afeaf6/full/!200,200/0/default.jpg"
1890,"#ccb08c","#edd8b8","#5b4528","#9f876a","#dbcbac","#443c34","https://api.nga.gov/iiif/7361510a-bf93-44ae-a3a5-1080ff7ec53a/full/!200,200/0/default.jpg"
1450,"#ac7052",,,,,,"https://api.nga.gov/iiif/283a164e-28b1-4e33-a521-acd6a9fd4958/full/!200,200/0/default.jpg"
1725,"#b49444","#d4b46c","#730e1d","#a0605f","#decfbf","#64574f","https://api.nga.gov/iiif/c0db0e6e-1a25-4679-bcfe-f6ac2bbfa05e/full/!200,200/0/default.jpg"
1834,"#50ac44","#f4e4c4","#2c5f25","#8b8168","#d8cbb1","#47433d","https://api.nga.gov/iiif/4f8e6411-abf1-45e9-b032-d4fd425177ae/full/!200,200/0/default.jpg"
1480,"#b08424",,,,,,"https://api.nga.gov/iiif/ab6668b4-14e7-420c-a056-3f79ba240156/full/!200,200/0/default.jpg"
1525,"#3c38ac","#d0cc8c","#222064","#817f7f","#bcbbbb","#453f3e","https://api.nga.gov/iiif/d9a85175-54dd-417d-b8a8-1012794c6ae7/full/!200,200/0/default.jpg"
1890,"#e8c076","#ecca96","#715013","#93816f","#d8c7a4",,"https://api.nga.gov/iiif/53a1bf4e-8594-4006-b37c-98489f7cec01/full/!200,200/0/default.jpg"
1845,"#c4a784","#ccb68f","#542414","#988771","#c9bdac","#3c3732","https://api.nga.gov/iiif/63f24023-07ed-4d6d-9f53-7dd37874f5cf/full/!200,200/0/default.jpg"
1450,"#d0a977","#d8b689","#22485b","#987854","#d1baa3","#444038","https://api.nga.gov/iiif/57970568-f5a4-40ef-a653-ea54703e4c69/full/!200,200/0/default.jpg"
1837,"#b8a858","#d4b8a0","#5d5427","#948877","#d4c4ab","#595149","https://api.nga.gov/iiif/4cd4d25b-31cc-4d3c-b5de-0e907b2d4b3a/full/!200,200/0/default.jpg"
1880,"#d4b58e","#eccc9c","#604524","#b49777","#c7a984","#796554","https://api.nga.gov/iiif/159291f0-6ac8-4da1-b72f-de386e7ddfed/full/!200,200/0/default.jpg"
1883,"#80c854","#fcecd4","#3a6420","#7864a8","#d4c1a5","#5c4a3e","https://api.nga.gov/iiif/74f76349-d368-4556-b15e-eff8b58aa9f4/full/!200,200/0/default.jpg"
1592,"#c06498","#dcccb4","#5e2645","#998b77","#d4c3ab","#544c40","https://api.nga.gov/iiif/506e84a7-3526-4e8b-af7d-ed913a21d5b3/full/!200,200/0/default.jpg"
1552,"#b2984c",,,,,,"https://api.nga.gov/iiif/7c3895c1-8d29-4ba5-af06-2717ee5429cb/full/!200,200/0/default.jpg"
1470,"#8d3e3d","#d0bc94","#6c4728","#b26e68","#b9877e","#2c4c53","https://api.nga.gov/iiif/89f3a6fb-5b1d-4bca-8508-90c6444cd8ea/full/!200,200/0/default.jpg"
1550,"#449830",,,,,,"https://api.nga.gov/iiif/53cb1aaf-3b66-4a8f-b39c-7283abb94b35/full/!200,200/0/default.jpg"
1740,"#b8c45c","#dcc4a3","#5a6123","#827563","#d4c4a2","#49413d","https://api.nga.gov/iiif/b7b09846-04f7-4269-8414-30eba6b20056/full/!200,200/0/default.jpg"
1861,"#b0a858","#d4b094","#6e4524","#9e7856","#b49474","#62462e","https://api.nga.gov/iiif/ab50b4a3-1785-44b8-b0ef-b0c7b85b8c9a/full/!200,200/0/default.jpg"
1896,"#e4bc7c","#f4c48b","#6d4c16",,,,"https://api.nga.gov/iiif/b4ef31c7-4aff-43c8-8d58-7dba9ecb125c/full/!200,200/0/default.jpg"
1816,"#b09c48","#ccb88c","#589c44","#7f7265","#d4c4b4","#50463d","https://api.nga.gov/iiif/9a8656a1-cce6-416e-a992-15a55fca9f96/full/!200,200/0/default.jpg"
1837,"#cc6c5c","#e9dabc","#64291f","#7868a4","#d4c4a9","#605446","https://api.nga.gov/iiif/2c7b3861-e437-4842-bf40-affaf1955275/full/!200,200/0/default.jpg"
1845,"#ccc058","#fceddc","#655e1f","#5cb8a8","#cabfaf","#423b39","https://api.nga.gov/iiif/b03b8028-d8d4-4950-99b2-15baf00d0f6f/full/!200,200/0/default.jpg"
1627,"#d87860","#fcdcb4","#6a2a1a","#bda583","#d2bc96","#695e4c","https://api.nga.gov/iiif/d334dc7a-f0a9-43ec-8ca8-c57e00bfd3a0/full/!200,200/0/default.jpg"
1800,"#c464a8","#ecdcc4","#60244e","#9a9483","#d1c4ae","#4b4940","https://api.nga.gov/iiif/2cf4e6d8-6c94-4b37-8db2-2f73e093f1fb/full/!200,200/0/default.jpg"
1808,"#d2b230","#e4d3bb","#4c3c14","#9d8972","#dcd4bc","#645447","https://api.nga.gov/iiif/25a8303a-92bb-4683-ba97-6442687656bb/full/!200,200/0/default.jpg"
1592,"#d0c858","#f4ecd9","#67621d","#9c8c74","#d0c5b0","#5c4c3c","https://api.nga.gov/iiif/2be6ea62-ab66-48e0-9997-0c316bbcc9ef/full/!200,200/0/default.jpg"
1600,"#ccb850","#fceccc","#665a1d","#a6977f","#cdbba1","#4d433d","https://api.nga.gov/iiif/3c4ac74c-b902-4324-9176-685680813358/full/!200,200/0/default.jpg"
1500,"#ad7051",,,,,,"https://api.nga.gov/iiif/a4d50d4e-52ea-4a0f-a5db-059fad3c9a58/full/!200,200/0/default.jpg"
1879,"#c4a884","#dcbc94","#59452a","#a4896c","#d4c4ac","#514439","https://api.nga.gov/iiif/82886704-f6ec-45b5-8640-26876386e2e4/full/!200,200/0/default.jpg"
1515,"#c4a478","#e4d4c3","#5c4628","#a18664","#dcd1bd",,"https://api.nga.gov/iiif/f4f43c35-3058-4bc9-8519-ff9711a9f141/full/!200,200/0/default.jpg"
1887,"#a04888",,,,,,"https://api.nga.gov/iiif/32e7cc13-3f5a-48bb-9104-c6c51190eae2/full/!200,200/0/default.jpg"
1520,"#93140d",,,,,,"https://api.nga.gov/iiif/c6b102a4-3e42-41bf-9077-6ea12968b04b/full/!200,200/0/default.jpg"
1800,"#c06860","#ece4d4","#5e2a25","#959187","#e4dccd","#6c6962","https://api.nga.gov/iiif/551f0a59-0bab-4b12-9ffe-6b2754815a2b/full/!200,200/0/default.jpg"
1470,"#884090",,,,,,"https://api.nga.gov/iiif/6f95907a-24ec-451b-bc3f-85c26e1ff6d7/full/!200,200/0/default.jpg"
1620,"#ccb494","#d4bc9c","#59452a","#95816c","#bca489","#746451","https://api.nga.gov/iiif/d1ef62db-aebd-4121-a39b-4a022e0cb27f/full/!200,200/0/default.jpg"
1515,"#b48c59","#ecdcc4","#976e39","#a86a60","#cdb8a0","#7f6042","https://api.nga.gov/iiif/b7f73f5e-b7a4-4e9d-a020-833c031dfe39/full/!200,200/0/default.jpg"
1837,"#b46458",,,,,,"https://api.nga.gov/iiif/727970f9-294f-4a68-b7c5-ef819d2abe80/full/!200,200/0/default.jpg"
1847,"#ac903c",,,,,,"https://api.nga.gov/iiif/b402222c-9962-41b8-9db5-b93141a5236a/full/!200,200/0/default.jpg"
1600,"#9ca040",,,,,,"https://api.nga.gov/iiif/7007e3ab-9520-42d9-9220-4699285a0f47/full/!200,200/0/default.jpg"
1490,"#af5a4f",,,,,,"https://api.nga.gov/iiif/7f0808fd-ae45-4a89-aaf4-a078998f1f59/full/!200,200/0/default.jpg"
1800,"#c87868","#e4ccb4","#612d23","#a29785","#d4c3ad","#6c6458","https://api.nga.gov/iiif/80d1b8a8-387f-4388-9ea5-ed9d1f9e1f1c/full/!200,200/0/default.jpg"
1846,"#c4685c","#ece4d4","#612a23","#958a7f","#d7cdba","#5c5448","https://api.nga.gov/iiif/41216961-c178-4f2e-b76b-2ac2f96b2c2c/full/!200,200/0/default.jpg"
1480,"#70492b",,,,,,"https://api.nga.gov/iiif/c38be475-900f-41ec-9d67-14b229c90097/full/!200,200/0/default.jpg"
1513,"#c8d064","#e3d6b7","#60651e","#94846a","#d2c0a4","#645346","https://api.nga.gov/iiif/be26d7a5-f250-4d1f-aae5-aa76a1bd788c/full/!200,200/0/default.jpg"
1600,"#ccb494","#d5c1a7","#59452a","#bca58b","#ccb49c","#54443a","https://api.nga.gov/iiif/046591e8-34b6-4eeb-84b4-e876e86ab46d/full/!200,200/0/default.jpg"
1862,"#cc6050","#fceccc","#66271d","#948369","#d2c2a6","#4a423a","https://api.nga.gov/iiif/787e2a92-0297-4016-a6bf-1b83660924e9/full/!200,200/0/default.jpg"
1500,"#7e5e3c",,,,,,"https://api.nga.gov/iiif/b5a950a7-dcde-427a-bff6-32f167b7a88b/full/!200,200/0/default.jpg"
1800,"#b05474","#dcc4a3","#5c9c48","#948474","#d4bda2","#5a5247","https://api.nga.gov/iiif/dddc5ec8-3513-4862-8d75-6fddf7f8777e/full/!200,200/0/default.jpg"
1620,"#e0cc80","#ecdbc2","#6a591a","#a7977e","#ccbca4","#5c543c","https://api.nga.gov/iiif/eca44565-9347-47ef-8338-ea3c74b59fdd/full/!200,200/0/default.jpg"
1862,"#d1b494","#e0c8a2","#5c4327","#a49c8a","#c4b5a6",,"https://api.nga.gov/iiif/f030ebc8-1f22-40ff-ac18-73c62a14ab3c/full/!200,200/0/default.jpg"
1837,"#e4a080","#f4dcba","#6d3217","#b59e81","#d4bc9c",,"https://api.nga.gov/iiif/1210395a-5a81-4714-b5f2-505cdb27fa5a/full/!200,200/0/default.jpg"
1838,"#bca454","#ecd4b4","#5f5125","#808176","#d4c8b1","#544c3c","https://api.nga.gov/iiif/76558bfb-6714-4268-a200-fea0c2093583/full/!200,200/0/default.jpg"
1890,"#d8c084",,,,,,"https://api.nga.gov/iiif/054e18fe-2e08-4bd9-9c31-ff49de47c98b/full/!200,200/0/default.jpg"
1890,"#b8a450","#d4c4a4","#5e5326","#948370","#d4c4ac","#53443c","https://api.nga.gov/iiif/e611d2d2-4b18-448a-b3b8-be77a46068b7/full/!200,200/0/default.jpg"
1612,"#c4a84c","#e4cca4","#635420","#9c8368","#cdb491","#7c6952","https://api.nga.gov/iiif/66d593b3-0d39-40dc-8937-ff5fbc7d3e31/full/!200,200/0/default.jpg"
1895,"#d8c454","#fcdca4","#6b5f18","#9d896b","#b89f7a","#534945","https://api.nga.gov/iiif/f6002b84-5247-4f39-9e58-434ff8f67d15/full/!200,200/0/default.jpg"
1600,"#60a848",,,,,,"https://api.nga.gov/iiif/0c83a808-454c-4ecd-a120-871bc0a2537b/full/!200,200/0/default.jpg"
1876,"#b8645c","#bcb060","#5c2c28","#6460a4","#d4ccc4","#6c6763","https://api.nga.gov/iiif/4f610248-9f06-45b4-8af2-1f9be49bd4f2/full/!200,200/0/default.jpg"
1854,"#c0b054","#ecd4bc","#605723","#968e81","#d4c4b4","#46443d","https://api.nga.gov/iiif/116a0b87-85ff-4cca-a2a3-a31ef07fdd68/full/!200,200/0/default.jpg"
1861,"#c49050","#dac6a6","#634521","#907f69","#ccb49c","#4c443c","https://api.nga.gov/iiif/99b4635c-f1e8-4fe7-a279-9a9b0869e565/full/!200,200/0/default.jpg"
1622,"#d06cac","#fcecd7","#64204b","#857767","#d1c1ae","#605548","https://api.nga.gov/iiif/b5f18d50-c260-4048-bd38-20f745db13ed/full/!200,200/0/default.jpg"
1834,"#b86cc4","#fcf4e2","#56255e","#7e7971","#d4cabd","#44413d","https://api.nga.gov/iiif/85fb34a3-a8b4-4dc5-b3d2-e51c5da8c15f/full/!200,200/0/default.jpg"
1798,"#b85498","#e4d4c4","#5d264c","#58a494","#cfbca7","#514942","https://api.nga.gov/iiif/d1cb3ac3-d349-4bb2-9d3f-577a5cc87f94/full/!200,200/0/default.jpg"
1490,"#783470",,,,,,"https://api.nga.gov/iiif/96cde578-0d26-4fd2-9ddf-7a276f02c8b2/full/!200,200/0/default.jpg"
1875,"#60b054","#ecdcc4","#305a29","#878176","#ccc4ae","#5c5750","https://api.nga.gov/iiif/cc861b47-2fd9-4289-a2da-1bc454f3310c/full/!200,200/0/default.jpg"
1876,"#a4d08c","#e098c4","#3a5e26","#948880","#ccbca4",,"https://api.nga.gov/iiif/e370db56-d945-479e-a640-fc30946ba599/full/!200,200/0/default.jpg"
1525,"#945c3c",,,,,,"https://api.nga.gov/iiif/56918bc7-3771-494a-8400-5109451dae61/full/!200,200/0/default.jpg"
1800,"#c8849c","#e3d4bc","#5b283a","#8c8377","#ccbcaa","#736c60","https://api.nga.gov/iiif/4310f01b-a6e2-421e-bd9a-c3a187c82c35/full/!200,200/0/default.jpg"
1899,"#b4a430","#f4e4d4","#685f1b","#958d81","#d4c4b4","#4c443c","https://api.nga.gov/iiif/926bf325-19ab-48b0-94e5-4092d5a6d74c/full/!200,200/0/default.jpg"
1893,"#b49454",,,,,,"https://api.nga.gov/iiif/2c537630-f523-480f-9c1f-b89f1bac59a8/full/!200,200/0/default.jpg"
1472,"#bc5c98","#e4d3b9","#5d2649","#9c8b7a","#d4c4ae","#6b5e52","https://api.nga.gov/iiif/0ae4b2fd-b808-46a0-9d69-e15ba4b67135/full/!200,200/0/default.jpg"
1870,"#c57f39",,,,,,"https://api.nga.gov/iiif/20068a40-3511-44da-b89e-f25931e4fe29/full/!200,200/0/default.jpg"
1800,"#b85494","#e4d4bc","#5d2649","#5ca494","#d4c4ad","#524c42","https://api.nga.gov/iiif/7f9b3482-24ea-48fd-bb09-04b9c98c9bdf/full/!200,200/0/default.jpg"
1876,"#3cb4ac","#b4d8e4","#21635f","#757471","#bcbbbc","#2e2923","https://api.nga.gov/iiif/59fe281c-bc25-4489-9d30-4cf34a9edea0/full/!200,200/0/default.jpg"
1515,"#ac4929","#c4a26f","#5b441c","#958253","#b6b48e","#4f4d2e","https://api.nga.gov/iiif/86063b5c-677c-4ad7-b4da-f7f49a15c2d6/full/!200,200/0/default.jpg"
1500,"#d48874","#fcead1","#652d1f","#9c8b77","#d4c4ae","#574a42","https://api.nga.gov/iiif/40676e02-b8c4-4611-beca-aa30e41921c9/full/!200,200/0/default.jpg"
1849,"#e8c064","#dac4a4","#735511","#a79683","#cab79e","#504741","https://api.nga.gov/iiif/1c718efd-cd0d-411e-a81b-d75e1bb975c0/full/!200,200/0/default.jpg"
1890,"#388c80",,,,,,"https://api.nga.gov/iiif/65a6a28d-d88d-499a-91d8-cbffd3fe635f/full/!200,200/0/default.jpg"
1855,"#88802c",,,,,,"https://api.nga.gov/iiif/ec6da64b-faf0-4686-87d6-2bb01376a4f2/full/!200,200/0/default.jpg"
1870,"#6cc0a8","#6cc0a8","#275c4d","#6c6c6c","#cdcbca","#50433d","https://api.nga.gov/iiif/e3841a26-6064-414a-8ebf-efe3c344b208/full/!200,200/0/default.jpg"
1600,"#d074b8","#f4ecdc","#632151","#908372","#ccbca4","#685a4e","https://api.nga.gov/iiif/31931edf-41b9-4dfa-bf9c-74c7d6a7c91d/full/!200,200/0/default.jpg"
1528,"#b85c4c","#e2d0b7","#5e2e25","#64a494","#ccbca3","#50483e","https://api.nga.gov/iiif/da162632-e408-4d6f-97e3-bbfd6cb1304a/full/!200,200/0/default.jpg"
1500,"#bf4f3f",,,,,,"https://api.nga.gov/iiif/4f05017a-7d66-4491-8ec5-a58dcb72d215/full/!200,200/0/default.jpg"
1520,"#ccb48c","#f4dbb8","#5b4828","#98856a","#d2be9d","#584b41","https://api.nga.gov/iiif/22bf502d-c153-4de8-8a46-6723f211e805/full/!200,200/0/default.jpg"
1515,"#ccac8c","#ecd4bc","#5b4228","#94895f","#cab8a0","#706941","https://api.nga.gov/iiif/d10515e9-0a9a-4ce3-95c7-1a2f85a020e9/full/!200,200/0/default.jpg"
1880,"#d88468","#eccca3","#692e1b","#a18668","#bea07d",,"https://api.nga.gov/iiif/43484622-6d25-420a-9921-441d7567d1d9/full/!200,200/0/default.jpg"
1887,"#a8c470","#ecd4b4","#4b5d26","#a28e71","#d3bc9b",,"https://api.nga.gov/iiif/76722760-2e70-4298-8b2c-7326e46bbc64/full/!200,200/0/default.jpg"
1450,"#996c41",,,,,,"https://api.nga.gov/iiif/e6b17cb2-c53f-4c36-9f68-97ffa68fffec/full/!200,200/0/default.jpg"
1800,"#c8bc5c","#f4e4d9","#635b21","#685cac","#ece4d8","#49423e","https://api.nga.gov/iiif/aacbad1d-a872-4bcf-af8a-b74c755610df/full/!200,200/0/default.jpg"
