beginyear,medium,imageurl
1843,print,"https://api.nga.gov/iiif/43cb9102-51f2-449d-a75f-23da0a4b2092/full/!200,200/0/default.jpg"
1878,print,"https://api.nga.gov/iiif/20332dc8-c67f-4ca8-ad71-67c5aed0a20c/full/!200,200/0/default.jpg"
1470,print,"https://api.nga.gov/iiif/a7dcc3d9-84fc-47ee-a41f-e0ad66f872fc/full/!200,200/0/default.jpg"
1600,print,"https://api.nga.gov/iiif/8c16cf2b-67c3-4462-aeca-beb9f47fbea9/full/!200,200/0/default.jpg"
1830,print,"https://api.nga.gov/iiif/1047117e-238f-4ddd-9ee4-43a11d6b5b82/full/!200,200/0/default.jpg"
1500,sculpture,"https://api.nga.gov/iiif/768f6a9d-a19d-460a-9a1e-2f59101dd121/full/!200,200/0/default.jpg"
1628,sculpture,"https://api.nga.gov/iiif/ae089b9e-6231-4d19-aa48-bbf41c47be0f/full/!200,200/0/default.jpg"
1800,print,"https://api.nga.gov/iiif/95715128-3a07-4ded-a6a4-7414dcdb1f6a/full/!200,200/0/default.jpg"
1860,volume,"https://api.nga.gov/iiif/f0b84ed6-fac5-4911-be6f-577fddaa60eb/full/!200,200/0/default.jpg"
1892,print,"https://api.nga.gov/iiif/11bde377-0754-45dd-b8eb-b5818dcff968/full/!200,200/0/default.jpg"
1887,photograph,"https://api.nga.gov/iiif/78df00eb-3838-42a8-9215-341dae3dfebc/full/!200,200/0/default.jpg"
1884,drawing,"https://api.nga.gov/iiif/2a2e68fb-f03d-4622-9926-3b89ef5ed704/full/!200,200/0/default.jpg"
1465,sculpture,"https://api.nga.gov/iiif/4211db0a-2359-4970-95d5-9021f078a73e/full/!200,200/0/default.jpg"
1516,print,"https://api.nga.gov/iiif/0d80c84f-d974-44e2-b4af-2dbad42aa37e/full/!200,200/0/default.jpg"
1600,print,"https://api.nga.gov/iiif/f83af4c0-f9fb-4971-8b3e-9de11854c478/full/!200,200/0/default.jpg"
1525,sculpture,"https://api.nga.gov/iiif/1cf0a6c4-65a2-4a05-8b7b-0250b5095a65/full/!200,200/0/default.jpg"
1887,photograph,"https://api.nga.gov/iiif/1be8ae4f-53b3-48d2-ab60-ef49c695262e/full/!200,200/0/default.jpg"
1546,print,"https://api.nga.gov/iiif/14636986-271f-40a0-89f8-95b0bb694f0b/full/!200,200/0/default.jpg"
1575,sculpture,"https://api.nga.gov/iiif/48726172-b8c8-4787-bb3c-d21e176776f8/full/!200,200/0/default.jpg"
1855,painting,"https://api.nga.gov/iiif/08c726b0-eddc-4f73-bebb-a9838cd1f2e2/full/!200,200/0/default.jpg"
1884,drawing,"https://api.nga.gov/iiif/3f0b9c1d-d9a9-4932-acc6-1c0c6d2f1851/full/!200,200/0/default.jpg"
1897,print,"https://api.nga.gov/iiif/403033b7-218c-4f15-bfc0-bb5ee3f02534/full/!200,200/0/default.jpg"
1480,print,"https://api.nga.gov/iiif/0ee018b5-346f-42d1-9543-8148f95e2706/full/!200,200/0/default.jpg"
1837,print,"https://api.nga.gov/iiif/82f63249-8605-4ca3-a2bc-4fdd2237a654/full/!200,200/0/default.jpg"
1896,print,"https://api.nga.gov/iiif/bf83fd32-ee8f-4c20-8ec6-a36060691451/full/!200,200/0/default.jpg"
1470,drawing,"https://api.nga.gov/iiif/3092964b-460b-43ac-a6a3-7564127fb500/full/!200,200/0/default.jpg"
1885,sculpture,"https://api.nga.gov/iiif/57dc847f-18c3-4d4b-a176-66b20458ae41/full/!200,200/0/default.jpg"
1837,print,"https://api.nga.gov/iiif/c0eb1f85-317d-4123-a2b2-af94c09f7787/full/!200,200/0/default.jpg"
1800,drawing,"https://api.nga.gov/iiif/cf98af0b-26e2-466e-a3bb-217c926bbc84/full/!200,200/0/default.jpg"
1804,print,"https://api.nga.gov/iiif/160fdb1f-3add-4d04-8fc8-ce48f1113361/full/!200,200/0/default.jpg"
1475,sculpture,"https://api.nga.gov/iiif/2630d140-5d0f-4c5d-92ca-fa5c2279e0e3/full/!200,200/0/default.jpg"
1500,sculpture,"https://api.nga.gov/iiif/b81657c7-0465-44a2-a887-54b75a217ec0/full/!200,200/0/default.jpg"
1846,print,"https://api.nga.gov/iiif/7537fa24-d831-4b18-9cc6-139b72b01c3f/full/!200,200/0/default.jpg"
1480,print,"https://api.nga.gov/iiif/b6927d6c-27a0-4210-ace7-3af9497fd97e/full/!200,200/0/default.jpg"
1895,drawing,"https://api.nga.gov/iiif/f20f4a95-ee01-4085-a967-4016bc003122/full/!200,200/0/default.jpg"
1852,drawing,"https://api.nga.gov/iiif/ebf179e6-51f6-41a2-840d-b196e2d09e9d/full/!200,200/0/default.jpg"
1800,print,"https://api.nga.gov/iiif/2425b679-e382-4e11-9fa0-114d138116ab/full/!200,200/0/default.jpg"
1837,print,"https://api.nga.gov/iiif/d097ed16-a028-4e74-a819-6457461eaaed/full/!200,200/0/default.jpg"
1500,sculpture,"https://api.nga.gov/iiif/7a8fed05-4c60-4b55-84c6-bb786e2e7dc9/full/!200,200/0/default.jpg"
1860,photograph,"https://api.nga.gov/iiif/5d2fe5f7-bd7d-495d-a15e-271acbe57b53/full/!200,200/0/default.jpg"
1837,drawing,"https://api.nga.gov/iiif/50f1ae24-29b5-4bf3-9512-6bc191bae3a7/full/!200,200/0/default.jpg"
1600,drawing,"https://api.nga.gov/iiif/638103e9-908d-41a6-a6c2-22edf92fb8ac/full/!200,200/0/default.jpg"
1884,drawing,"https://api.nga.gov/iiif/de3ca5d3-e57c-4565-b941-6bac2921bc6d/full/!200,200/0/default.jpg"
1894,print,"https://api.nga.gov/iiif/8267de11-1d66-47b7-9078-616a5c965204/full/!200,200/0/default.jpg"
1600,print,"https://api.nga.gov/iiif/45467cbd-14a0-4413-95c3-168dd2b17ede/full/!200,200/0/default.jpg"
1837,print,"https://api.nga.gov/iiif/a850e865-aeae-43d0-8e47-ec97171bf010/full/!200,200/0/default.jpg"
1854,photograph,"https://api.nga.gov/iiif/add9b85c-dd4b-4d1a-95c5-b4fdd815563b/full/!200,200/0/default.jpg"
1858,photograph,"https://api.nga.gov/iiif/528d889f-ce2e-4cd1-8a76-10089a684be9/full/!200,200/0/default.jpg"
1800,sculpture,"https://api.nga.gov/iiif/93370055-a5a3-45e1-a424-248891b28823/full/!200,200/0/default.jpg"
1515,drawing,"https://api.nga.gov/iiif/fbf43536-197c-422f-9dc4-c594af9bd65c/full/!200,200/0/default.jpg"
1645,print,"https://api.nga.gov/iiif/6de7c909-e030-4d94-9f7c-8c5bf2ebc876/full/!200,200/0/default.jpg"
1862,print,"https://api.nga.gov/iiif/e0f933f0-a9f6-4b28-a28c-5a0ce48a87b5/full/!200,200/0/default.jpg"
1837,print,"https://api.nga.gov/iiif/90b7a4cf-e3a3-4c1a-850b-adf2ed170cfb/full/!200,200/0/default.jpg"
1883,print,"https://api.nga.gov/iiif/340c4aa8-8957-47f2-971f-78ffa172cc0e/full/!200,200/0/default.jpg"
1600,drawing,"https://api.nga.gov/iiif/d9558cbe-06ab-4cb4-a0ae-f0f0cb9d8a88/full/!200,200/0/default.jpg"
1645,print,"https://api.nga.gov/iiif/fc6b2306-8d02-466a-8a3a-2d851fed7aee/full/!200,200/0/default.jpg"
1462,print,"https://api.nga.gov/iiif/eb3c3964-57a6-4c65-8855-8a7f48845ed1/full/!200,200/0/default.jpg"
1865,photograph,"https://api.nga.gov/iiif/709b65c5-ad85-4b52-8cce-f08347759585/full/!200,200/0/default.jpg"
1870,photograph,"https://api.nga.gov/iiif/25f0740d-d6a6-4a0a-b237-513e275f1276/full/!200,200/0/default.jpg"
1837,print,"https://api.nga.gov/iiif/17381488-85a7-434b-bf06-0cc9f5b882ed/full/!200,200/0/default.jpg"
1622,print,"https://api.nga.gov/iiif/f198b187-2472-4260-a0cb-2e59bec24595/full/!200,200/0/default.jpg"
1870,print,"https://api.nga.gov/iiif/a56d4b62-3f6c-461f-a1fa-28156ddde5e5/full/!200,200/0/default.jpg"
1500,painting,"https://api.nga.gov/iiif/8d5e54e2-78be-4d80-b526-700e9746916e/full/!200,200/0/default.jpg"
1845,print,"https://api.nga.gov/iiif/ffba644f-6cd2-4c50-bbcf-233b81b21dc3/full/!200,200/0/default.jpg"
1847,print,"https://api.nga.gov/iiif/648a6fd1-2331-411b-96df-9502e17f20c5/full/!200,200/0/default.jpg"
1884,drawing,"https://api.nga.gov/iiif/98f35c9e-f4c8-45c9-9f23-6df887d277e5/full/!200,200/0/default.jpg"
1500,sculpture,"https://api.nga.gov/iiif/b3c7201e-d42d-4c1c-b789-e63b05169081/full/!200,200/0/default.jpg"
1645,print,"https://api.nga.gov/iiif/14b7ff5b-366a-46d5-bb9d-e794e3e7fc47/full/!200,200/0/default.jpg"
1884,print,"https://api.nga.gov/iiif/67594171-e3b6-427d-8a00-5aafe7b231e7/full/!200,200/0/default.jpg"
1895,print,"https://api.nga.gov/iiif/c408d68c-c458-45c8-ad2c-960dbdc82606/full/!200,200/0/default.jpg"
1500,sculpture,"https://api.nga.gov/iiif/3e2f1ca6-16b9-4c22-b107-f4ceab305b6e/full/!200,200/0/default.jpg"
1892,drawing,"https://api.nga.gov/iiif/e9336d2d-c310-4153-86c6-610978702797/full/!200,200/0/default.jpg"
1500,sculpture,"https://api.nga.gov/iiif/9cc865d9-4a35-40a6-9c25-794058658995/full/!200,200/0/default.jpg"
1500,drawing,"https://api.nga.gov/iiif/3f1bae84-2eec-42c1-8a22-104e3cba03e9/full/!200,200/0/default.jpg"
1480,print,"https://api.nga.gov/iiif/067663dd-7132-442d-a5c5-c8a04b8b9540/full/!200,200/0/default.jpg"
1880,volume,"https://api.nga.gov/iiif/de67d515-afe5-4791-abb5-76cf0cfcbd3c/full/!200,200/0/default.jpg"
1800,print,"https://api.nga.gov/iiif/5bf49fe8-26e8-4564-9ec8-55136c2ed3b6/full/!200,200/0/default.jpg"
1500,print,"https://api.nga.gov/iiif/a368efed-c58a-4f01-a668-97db6a4023c7/full/!200,200/0/default.jpg"
1900,drawing,"https://api.nga.gov/iiif/9bc5382b-d66d-45dc-a135-d55bd99b2ef7/full/!200,200/0/default.jpg"
1837,print,"https://api.nga.gov/iiif/13d3624a-c170-4e49-b25c-9404cd5fff45/full/!200,200/0/default.jpg"
1891,drawing,"https://api.nga.gov/iiif/4db1d384-92ae-4e6d-9d42-eebece4d57b5/full/!200,200/0/default.jpg"
1500,sculpture,"https://api.nga.gov/iiif/9691c573-001f-4eec-9254-81edb80c2b2e/full/!200,200/0/default.jpg"
1889,print,"https://api.nga.gov/iiif/2170799d-ebbf-45f2-9778-99e5809e6e7f/full/!200,200/0/default.jpg"
1897,sculpture,"https://api.nga.gov/iiif/84f3f0da-b79a-4877-9c0e-170562debb8c/full/!200,200/0/default.jpg"
1647,print,"https://api.nga.gov/iiif/4e72bd72-fd53-42f5-9eb6-46d7695fd166/full/!200,200/0/default.jpg"
1887,print,"https://api.nga.gov/iiif/f6ef0c1c-7b2d-4bd2-902a-8012a21d9f12/full/!200,200/0/default.jpg"
1500,decorative art,"https://api.nga.gov/iiif/51316114-4f06-4100-abc5-4903b84eae98/full/!200,200/0/default.jpg"
1883,print,"https://api.nga.gov/iiif/9c05777a-3447-4b30-8190-f8b8e93d072e/full/!200,200/0/default.jpg"
1837,print,"https://api.nga.gov/iiif/362e32d7-64f2-41bc-af20-7726401da04e/full/!200,200/0/default.jpg"
1837,print,"https://api.nga.gov/iiif/350d917a-bc05-4005-8959-dac3f31a7201/full/!200,200/0/default.jpg"
1887,photograph,"https://api.nga.gov/iiif/755a4eee-6c70-46da-bd98-559409cad954/full/!200,200/0/default.jpg"
1655,volume,"https://api.nga.gov/iiif/0afbb6ff-e607-4257-9025-e92c7df4c30d/full/!200,200/0/default.jpg"
1778,drawing,"https://api.nga.gov/iiif/8be9137c-8e17-4ff2-98e6-8246ab7496e9/full/!200,200/0/default.jpg"
1600,print,"https://api.nga.gov/iiif/1996aa4b-1551-46c9-a3de-0cdac677a2ed/full/!200,200/0/default.jpg"
1500,print,"https://api.nga.gov/iiif/e34e865f-c47a-4c96-a1e7-76e26b298ad2/full/!200,200/0/default.jpg"
1500,sculpture,"https://api.nga.gov/iiif/cb66ab04-b4d3-4a65-84d4-3c12a1b3bdaf/full/!200,200/0/default.jpg"
1855,print,"https://api.nga.gov/iiif/408592c6-1da4-46eb-9771-ec55a78a01f2/full/!200,200/0/default.jpg"
1500,sculpture,"https://api.nga.gov/iiif/6bb3e735-be45-4a7a-9453-b662e3325a74/full/!200,200/0/default.jpg"
1890,painting,"https://api.nga.gov/iiif/45f18edb-fa34-4907-8d14-3e14098d304c/full/!200,200/0/default.jpg"
1500,print,"https://api.nga.gov/iiif/8faee180-a1b9-4e4e-9a44-0f1b32a7bfe6/full/!200,200/0/default.jpg"
1782,print,"https://api.nga.gov/iiif/43ac5a27-e279-48ea-91c7-d46eae705181/full/!200,200/0/default.jpg"
1900,print,"https://api.nga.gov/iiif/99b9d7fd-27e9-4f31-b361-3e19f6b10df9/full/!200,200/0/default.jpg"
1633,print,"https://api.nga.gov/iiif/9c11a9b0-33ca-4e2e-8671-dd5296e787f7/full/!200,200/0/default.jpg"
1600,print,"https://api.nga.gov/iiif/1996aa4b-1551-46c9-a3de-0cdac677a2ed/full/!200,200/0/default.jpg"
1592,print,"https://api.nga.gov/iiif/2c7fac2a-6e0b-4b19-b1f1-c50f34e4e541/full/!200,200/0/default.jpg"
1778,print,"https://api.nga.gov/iiif/48b8bd60-5c85-48a0-9b85-725b80e32914/full/!200,200/0/default.jpg"
1710,drawing,"https://api.nga.gov/iiif/c6f7c05d-23a4-488e-9128-88caec31420c/full/!200,200/0/default.jpg"
1518,sculpture,"https://api.nga.gov/iiif/dee175d6-9b58-4b00-81a9-abefa567357b/full/!200,200/0/default.jpg"
1861,print,"https://api.nga.gov/iiif/b154ddae-5241-4210-9083-d66768a45707/full/!200,200/0/default.jpg"
1500,sculpture,"https://api.nga.gov/iiif/9cc865d9-4a35-40a6-9c25-794058658995/full/!200,200/0/default.jpg"
1600,sculpture,"https://api.nga.gov/iiif/4b73598e-df66-40d5-ba86-8810d90cde56/full/!200,200/0/default.jpg"
1800,print,"https://api.nga.gov/iiif/3256f027-57ed-48da-82f9-52d4b3a87b96/full/!200,200/0/default.jpg"
1890,drawing,"https://api.nga.gov/iiif/b42ecc41-4b4a-4bec-9d1e-fad2bab3b390/full/!200,200/0/default.jpg"
1887,photograph,"https://api.nga.gov/iiif/941afdb8-a9d7-4b47-8a8c-41f0023df1c7/full/!200,200/0/default.jpg"
1879,photograph,"https://api.nga.gov/iiif/c89321c5-e184-437e-93f4-991c7aa938c0/full/!200,200/0/default.jpg"
1887,photograph,"https://api.nga.gov/iiif/9c3f4b75-cfd0-4fdb-b8c9-d3297206f6c7/full/!200,200/0/default.jpg"
1894,print,"https://api.nga.gov/iiif/8c417f33-817e-48bb-8d53-ffad5b10feca/full/!200,200/0/default.jpg"
1837,print,"https://api.nga.gov/iiif/90d3f6df-d0f9-40a0-8cca-10541e95e508/full/!200,200/0/default.jpg"
1869,painting,"https://api.nga.gov/iiif/2430a030-7bcd-4433-a59e-91cfc9ead186/full/!200,200/0/default.jpg"
1884,drawing,"https://api.nga.gov/iiif/9b455044-6e69-4724-99a8-3f7a613fa38f/full/!200,200/0/default.jpg"
1856,print,"https://api.nga.gov/iiif/979fa65b-9eb7-446b-98b6-c9c613836a71/full/!200,200/0/default.jpg"
1470,print,"https://api.nga.gov/iiif/35613ecb-2b7b-469f-acea-a297b0cd8b51/full/!200,200/0/default.jpg"
1858,print,"https://api.nga.gov/iiif/bd12fe9b-4b69-4b0b-9ba2-edebc30ab15f/full/!200,200/0/default.jpg"
1809,print,"https://api.nga.gov/iiif/193df115-4dbc-4e9e-8b60-4bf0694245e3/full/!200,200/0/default.jpg"
1897,painting,"https://api.nga.gov/iiif/d3c2cb5b-1e83-484b-a743-13345e48aa7f/full/!200,200/0/default.jpg"
1808,print,"https://api.nga.gov/iiif/a337bfd8-2dd5-4b33-a645-8d9c3a4348dd/full/!200,200/0/default.jpg"
1860,drawing,"https://api.nga.gov/iiif/581cee53-c0f9-4bf4-aeb2-10dc10f04243/full/!200,200/0/default.jpg"
1550,sculpture,"https://api.nga.gov/iiif/c77d269c-3047-4f4e-8ce8-bfca58a43b1f/full/!200,200/0/default.jpg"
1895,sculpture,"https://api.nga.gov/iiif/c1078f61-194b-4205-bc5f-e927d2348e21/full/!200,200/0/default.jpg"
1500,print,"https://api.nga.gov/iiif/56bc58b8-a642-416f-9220-caed1734b937/full/!200,200/0/default.jpg"
1884,painting,"https://api.nga.gov/iiif/9f47ac4b-d7dd-4b0e-a9f5-3154a787e2fd/full/!200,200/0/default.jpg"
1845,print,"https://api.nga.gov/iiif/690368c0-17b8-45c9-9edc-2bd5d8914083/full/!200,200/0/default.jpg"
1894,photograph,"https://api.nga.gov/iiif/0a6b541a-e30c-4c39-a4f1-59e57b240e22/full/!200,200/0/default.jpg"
1500,print,"https://api.nga.gov/iiif/75e041c8-43e1-478a-9068-b5b543735dde/full/!200,200/0/default.jpg"
1886,print,"https://api.nga.gov/iiif/30a1a6f0-0be4-4d79-a61d-0e0b69c1ee31/full/!200,200/0/default.jpg"
1884,drawing,"https://api.nga.gov/iiif/3fd0b763-ed52-4e2b-b8bb-c393bc045098/full/!200,200/0/default.jpg"
1800,sculpture,"https://api.nga.gov/iiif/479122e4-ee28-46e8-8257-c8b3d55b51a8/full/!200,200/0/default.jpg"
1600,print,"https://api.nga.gov/iiif/e45317d6-bd16-402a-a32a-6c379a81c304/full/!200,200/0/default.jpg"
1759,volume,"https://api.nga.gov/iiif/c2d64b61-531f-41e2-97dd-510499ced3e4/full/!200,200/0/default.jpg"
1450,sculpture,"https://api.nga.gov/iiif/97221cbc-0a9e-4d91-89ff-2fdea8579b76/full/!200,200/0/default.jpg"
1515,print,"https://api.nga.gov/iiif/6b944a14-ca99-41f1-9981-c8fd9de07935/full/!200,200/0/default.jpg"
1800,print,"https://api.nga.gov/iiif/3089dd57-d59f-4c96-b4a8-3f437ff42f16/full/!200,200/0/default.jpg"
1640,print,"https://api.nga.gov/iiif/42b9cd52-a278-427d-b1da-42351be387fb/full/!200,200/0/default.jpg"
1500,print,"https://api.nga.gov/iiif/90c86c81-0c0a-4f89-b492-e2c769e97699/full/!200,200/0/default.jpg"
1800,print,"https://api.nga.gov/iiif/43eb041f-1cd0-44b8-9c38-6c85d7af453b/full/!200,200/0/default.jpg"
1550,sculpture,"https://api.nga.gov/iiif/6774d1ac-d595-4926-b128-f1eafeadfa51/full/!200,200/0/default.jpg"
1500,sculpture,"https://api.nga.gov/iiif/a26f5cdf-a77e-495a-90f1-c787a110d05b/full/!200,200/0/default.jpg"
1880,volume,"https://api.nga.gov/iiif/9606edf2-d0aa-4937-a890-86ca4a7e8a9c/full/!200,200/0/default.jpg"
1848,print,"https://api.nga.gov/iiif/a9fdc17b-4b1f-415a-b797-bae4a238b3c4/full/!200,200/0/default.jpg"
1800,print,"https://api.nga.gov/iiif/e0ae4935-34bc-4b9a-ac3f-d6fe51fcf6ee/full/!200,200/0/default.jpg"
