beginyear,hex_color,LightVibrant,DarkVibrant,Muted,LightMuted,DarkMuted,imageurl
1752,"#ccb494","#dcccac","#59452a","#968c7a","#d4c4a4","#6c665a","https://api.nga.gov/iiif/f7a01102-a8d8-4d08-8e5b-cf951af12c47/full/!800,800/0/default.jpg"
1858,"#bc8444","#e6cda0","#593c1c","#a2825c","#d4c7a4","#52412e","https://api.nga.gov/iiif/07875217-5820-4a95-afbe-8056a8b60742/full/!800,800/0/default.jpg"
1655,"#b2863a","#91b1d4","#735223","#8d795c","#86a1bc","#4f442d","https://api.nga.gov/iiif/87bbd92f-9e97-4f01-ad22-ce8d7267798d/full/!800,800/0/default.jpg"
1650,"#b6974e","#e0ca97","#714e24","#9f9166","#cec6a9","#433d2a","https://api.nga.gov/iiif/317eb85d-cb70-4408-837b-bcaff6de5f85/full/!800,800/0/default.jpg"
1854,"#bc946c","#c49d76","#67402e","#b4946a","#c4c4b4","#5c5434","https://api.nga.gov/iiif/b5e7d09d-c607-483b-8db0-331431386196/full/!800,800/0/default.jpg"
1860,"#c3ac82","#d4c4a2","#4c2c24","#8f7462","#ccbc9c","#5c3c34","https://api.nga.gov/iiif/4a3a86c4-0edb-4d57-8e56-8a746d075863/full/!800,800/0/default.jpg"
1863,"#cda77d","#e4cbb1","#5f4324","#94846c","#dccbb0","#544434","https://api.nga.gov/iiif/df0d35e6-0276-4299-b92b-0740fd93b22c/full/!800,800/0/default.jpg"
1662,"#be5433","#cab173","#273e66","#847b78","#cccdbb","#2d5035","https://api.nga.gov/iiif/d331456d-2ccc-459b-82b4-a7a8e20e99b0/full/!800,800/0/default.jpg"
1861,"#ba7742",,,,,,"https://api.nga.gov/iiif/72dffd8d-2b41-47d5-a2b9-20e810fde5cb/full/!800,800/0/default.jpg"
1861,"#cca050","#e8c291","#774b38","#bc9d78","#dcccb4","#614a39","https://api.nga.gov/iiif/49f8fa48-f59a-41a8-8138-33334b75a6b9/full/!800,800/0/default.jpg"
1859,"#c4a483","#ecd4b4","#59422a","#b59c7d","#c9b08f","#6e5946","https://api.nga.gov/iiif/b5e54d1d-1bd8-4520-83cc-861386013d36/full/!800,800/0/default.jpg"
1861,"#a75b3b","#bc9462","#784c23","#ac9468","#a89c72","#846847","https://api.nga.gov/iiif/525777e9-8d46-445d-be61-c36e41fc3af5/full/!800,800/0/default.jpg"
1808,"#ccc133",,,,,,"https://api.nga.gov/iiif/ca2c0046-53f7-45b4-aabc-ce692e2b5a34/full/!800,800/0/default.jpg"
1879,"#ac8452","#e7be72","#795d34","#a48451","#ccb49c","#795e42","https://api.nga.gov/iiif/2be63ed9-e384-414a-b21a-fffd6ca60931/full/!800,800/0/default.jpg"
1858,"#d4b484","#e4ccaa","#624822","#a4947b","#bea88c","#4b3c35","https://api.nga.gov/iiif/45cc0b84-5419-4665-a1d5-11be2402c831/full/!800,800/0/default.jpg"
1855,"#b8b868","#d4bb99","#5a5a2a","#948167","#bca484","#54433b","https://api.nga.gov/iiif/825e1b85-0913-4580-adc0-1a2609bd8a31/full/!800,800/0/default.jpg"
1651,"#ccb492","#f4e3c2","#5a462a","#968463","#d6c5a2","#76644e","https://api.nga.gov/iiif/2d5c1110-fec3-4f94-b607-aa7abab0ccfc/full/!800,800/0/default.jpg"
1875,"#b19245","#e6dcba","#295f48","#66937a","#d0d4bb","#31483d","https://api.nga.gov/iiif/0191f5a7-69f5-4e95-a9cf-11fa232f6db2/full/!800,800/0/default.jpg"
1860,"#bcac38","#dcc49c","#6c4534","#97785c","#d4c49c","#724f3f","https://api.nga.gov/iiif/586ffc63-1729-4254-b696-ea602fa9e2f3/full/!800,800/0/default.jpg"
1855,"#ac8c44","#ccb286","#6c5c34","#a88e5c","#b59a6c","#60503b","https://api.nga.gov/iiif/cbaf60b9-a67e-4403-866d-9170bfcfe84a/full/!800,800/0/default.jpg"
1863,"#9e6c39","#e0a895","#604128","#ac6454","#d0ac9c","#484e2f","https://api.nga.gov/iiif/818d138e-3c36-4d40-a169-e1528b712747/full/!800,800/0/default.jpg"
1859,"#c8cc78","#d4c1a1","#5d6024","#948873","#ccbd9f","#4b453d","https://api.nga.gov/iiif/d7bb9d5d-0803-4b5a-b02c-9271eacb9b05/full/!800,800/0/default.jpg"
1859,"#09ca91","#e1cdb1","#14c991","#72b486","#ccac94","#375844","https://api.nga.gov/iiif/a2e8de69-8329-44b0-9d32-137d937239d9/full/!800,800/0/default.jpg"
1662,"#d09c39","#eadcb3","#204877","#7a7876","#cbbaa4","#3d4b43","https://api.nga.gov/iiif/ce597c80-7ddf-426b-a4fc-9d8cf93a80ed/full/!800,800/0/default.jpg"
1858,"#b66c3c","#ceb999","#5b4229","#917f6a","#beb199","#765738","https://api.nga.gov/iiif/d6f248cf-a24b-4053-9d2a-b22c2276836d/full/!800,800/0/default.jpg"
1861,"#766d30",,,,,,"https://api.nga.gov/iiif/72178f14-4303-4d20-9be9-6c7458ce328b/full/!800,800/0/default.jpg"
1884,"#b44c94","#e4d4bc","#5d274c","#8c7c64","#dcccb4","#4c4334","https://api.nga.gov/iiif/b30533e1-8b57-43a3-ab82-fcb09b7031e9/full/!800,800/0/default.jpg"
1864,"#dcb47f","#e4bc84","#89653a","#aa8054","#b4a484","#483727","https://api.nga.gov/iiif/f99b35cb-d9c0-4733-bb31-b785baf270bd/full/!800,800/0/default.jpg"
1886,"#a47434","#cda06f","#634823","#8a7e5a","#b1966a","#384442","https://api.nga.gov/iiif/60813dbf-937b-482d-b050-87104b70bb29/full/!800,800/0/default.jpg"
1856,"#d5563e","#efbb94","#c4760e","#a6695b","#c9bb93","#34312b","https://api.nga.gov/iiif/df00739f-b909-40a0-a8bc-3db3c3f546e0/full/!800,800/0/default.jpg"
1861,"#c59c85","#e098b0","#593b2a","#b19682","#c7a88b","#4c4439","https://api.nga.gov/iiif/52ad5e63-c62a-4386-bcde-dd68e285c20a/full/!800,800/0/default.jpg"
1857,"#9c448c",,,,,,"https://api.nga.gov/iiif/5859b13f-fdde-4e98-9a95-f1b4e01c3c3c/full/!800,800/0/default.jpg"
1655,"#b86e3d","#e1cc9c","#6c4c24","#888981","#bcc4bb","#625537","https://api.nga.gov/iiif/e394bc24-b1d8-4358-92c1-0d78480b5473/full/!800,800/0/default.jpg"
1863,"#9c5434","#cfc497","#674911","#a28961","#cbbc94","#66593b","https://api.nga.gov/iiif/540136ab-88fa-429e-9996-26902dd06662/full/!800,800/0/default.jpg"
1874,"#866e13","#b89a6b","#342404","#ac945a",,,"https://api.nga.gov/iiif/240e0ed1-e565-4ad9-b695-0376d5c8d95e/full/!800,800/0/default.jpg"
1860,"#8c603c",,,,,,"https://api.nga.gov/iiif/d74d4f2f-159e-49bd-b0ad-ae9fd8c866e4/full/!800,800/0/default.jpg"
1655,"#8e321a","#dab485","#65301c","#9c8b71","#cdc1a8","#443424","https://api.nga.gov/iiif/c5f5cfa6-6150-435a-bf5d-a0a7a55c52f7/full/!800,800/0/default.jpg"
1858,"#c4a483","#e4d3ba","#59422a","#9c7b61","#bc9c7e","#665444","https://api.nga.gov/iiif/cff32971-98ed-4518-8d29-e11e0957941a/full/!800,800/0/default.jpg"
1869,"#d49281","#dcc4a4","#622f21","#947d63","#d4c0a0","#585444","https://api.nga.gov/iiif/bef2eb7e-8ade-49a6-9fa3-4b422c77ea16/full/!800,800/0/default.jpg"
1865,"#acd490","#fcdcc2","#3d5f25","#b1a698","#ece4d4",,"https://api.nga.gov/iiif/a437680f-8f1d-4107-b36a-5bed030b21d0/full/!800,800/0/default.jpg"
1553,"#4c9c38","#d4bda2","#2f6123","#8d7b68","#ccb49c","#5c4e3f","https://api.nga.gov/iiif/92ef6a7c-7f21-426e-85ea-69bcbb35a3e3/full/!800,800/0/default.jpg"
1759,"#b48463","#e4d4c4","#844c3b","#a67c5f","#dcd1bf","#573f32","https://api.nga.gov/iiif/ceaeb548-c6c7-479f-b370-8bc87c702a04/full/!800,800/0/default.jpg"
1760,"#b26d5a","#d5b5a1","#8a4d41","#a45d4e","#dcccbc","#984c42","https://api.nga.gov/iiif/401370b7-acb4-49fc-8584-f58fffbc99cb/full/!800,800/0/default.jpg"
1868,"#a47c3c","#e4d4a6","#5f4924","#af9660","#cfc6a1","#403c26","https://api.nga.gov/iiif/d5be76c8-e3f6-41a9-8977-888849e1b20f/full/!800,800/0/default.jpg"
1470,"#c98b43","#dcc0a0","#5c3c2c","#91836f","#c2b5a0","#454642","https://api.nga.gov/iiif/ee8fb4fa-7eb0-4fb0-8155-c66826a56482/full/!800,800/0/default.jpg"
1860,"#bc8759","#e4c3a2","#9b714a","#7d6c56","#cbb496","#534738","https://api.nga.gov/iiif/f0b84ed6-fac5-4911-be6f-577fddaa60eb/full/!800,800/0/default.jpg"
1847,"#ccb494","#ead7be","#59452a","#8c7b63","#c4b492","#443932","https://api.nga.gov/iiif/672edb73-16a1-4722-a627-80fafb584b3a/full/!800,800/0/default.jpg"
1863,"#50a034","#ecdbc4","#543490","#87766f","#d4c4a4","#59433d","https://api.nga.gov/iiif/8606cad4-63c2-468e-8361-d1f95e6f8738/full/!800,800/0/default.jpg"
1860,"#bf820e","#e1dcbf","#7c4c08","#a58e61","#c9c8b4","#524639","https://api.nga.gov/iiif/974113d9-ccb8-490a-8ef0-66e77db76948/full/!800,800/0/default.jpg"
1859,"#6d5c2c",,,,,,"https://api.nga.gov/iiif/613034af-ca76-4cee-87eb-c290447a132d/full/!800,800/0/default.jpg"
1865,"#7c3424","#e4ceb0","#56261e","#837359","#d3c8b2","#4c4231","https://api.nga.gov/iiif/d9d65cb2-eb39-4653-ba03-d162884a76fa/full/!800,800/0/default.jpg"
1885,"#ca9441","#d6c49a","#6c3c2c","#848b69","#bbb393","#495a43","https://api.nga.gov/iiif/e9d26ac4-eca2-4102-8728-51d4b131aebe/full/!800,800/0/default.jpg"
1860,"#cb996a","#e4c4a4","#3c308c","#7e6d57","#d4bc9c","#5e4f3d","https://api.nga.gov/iiif/0b7d486a-9727-49e7-a494-bb958c0bb6ce/full/!800,800/0/default.jpg"
1860,"#aa844c","#bc9368","#583c1c","#aa875e","#b4b3b3","#5d4633","https://api.nga.gov/iiif/3ead21eb-de9a-4377-87c2-079afd1d0f86/full/!800,800/0/default.jpg"
1662,"#e6b03f","#f7d272","#4e320a","#838a75","#d4bcbd","#494337","https://api.nga.gov/iiif/1eaf5397-f9da-4e80-b933-171332d3aece/full/!800,800/0/default.jpg"
1856,"#b98d58","#d4be87","#5e3513","#9e8e5f","#b2a785","#3d2e24","https://api.nga.gov/iiif/38656470-8149-4393-9993-2bb2711e395c/full/!800,800/0/default.jpg"
1861,"#99843d","#ddccac","#594228","#a7996e","#b69565","#8f864c","https://api.nga.gov/iiif/f71749cd-e0b9-41ad-8ffd-5b71a42ab9a4/full/!800,800/0/default.jpg"
1859,"#9c8444",,,,,,"https://api.nga.gov/iiif/42d357b4-7c0b-4a05-b44a-d20424542cb6/full/!800,800/0/default.jpg"
1863,"#6460b8","#eee7d3","#2b285b","#848685","#ddd9cb","#514941","https://api.nga.gov/iiif/39a2202d-c40a-481d-8ec3-82b3dea2a394/full/!800,800/0/default.jpg"
1875,"#cda741","#ecd47c","#744c08","#709652","#cfb999","#42512e","https://api.nga.gov/iiif/64349fa9-e6c5-4fab-9743-3c6b20c9fb28/full/!800,800/0/default.jpg"
1861,"#858039",,,,,,"https://api.nga.gov/iiif/0aba1e55-9a63-4d9c-a4a0-90cfc7d1c57e/full/!800,800/0/default.jpg"
1859,"#ccb48c","#ecd4ac","#5b4828","#9a866d","#bfa889","#5c4c34","https://api.nga.gov/iiif/4467efbe-21be-46e0-8143-0f0cb6afe75c/full/!800,800/0/default.jpg"
1870,"#ae7450","#b4e0dc","#4e3424","#94746c","#bcbcbc","#58423d","https://api.nga.gov/iiif/3f819dc6-b8cf-455b-9c2f-4dbe8b8a800f/full/!800,800/0/default.jpg"
1863,"#b09028","#dcbc9c","#68452f","#a47b5c","#ccb28e","#7c583e","https://api.nga.gov/iiif/55fc7351-b8ce-49ee-863f-23b230a02b64/full/!800,800/0/default.jpg"
1700,"#c5ac84","#d4bc9c","#533c24","#8c7960","#d3c49f","#5c432f","https://api.nga.gov/iiif/c26da214-4764-444c-ba41-048bd51a4c1a/full/!800,800/0/default.jpg"
1875,"#302ca4","#d1ae9a","#45241a","#937462","#cccbdb","#634636","https://api.nga.gov/iiif/0a340e99-bbba-4c0f-94da-5da61e3147cc/full/!800,800/0/default.jpg"
1869,"#d8b42a","#eabc85","#6d440b","#968460","#c0b08a","#584f2f","https://api.nga.gov/iiif/2430a030-7bcd-4433-a59e-91cfc9ead186/full/!800,800/0/default.jpg"
1861,"#be8c34",,,,,,"https://api.nga.gov/iiif/01852133-3a3d-4327-8a54-95341f53cff6/full/!800,800/0/default.jpg"
1861,"#bd956c",,,,,,"https://api.nga.gov/iiif/8420b244-3620-4745-b3cf-e2bb5b9d71b9/full/!800,800/0/default.jpg"
1860,"#bc925d","#dcac6c","#764c1c","#8c6b46","#bf9a6c","#5a4128","https://api.nga.gov/iiif/d5ea6d6d-86d6-4b11-8ba6-55a5e702ec94/full/!800,800/0/default.jpg"
1736,"#a0a828",,,,,,"https://api.nga.gov/iiif/219588b5-d913-4e33-a9cf-a8a3b3c32e8a/full/!800,800/0/default.jpg"
1860,"#d69735","#e4aa4c","#904c09","#967246",,,"https://api.nga.gov/iiif/750f7d6b-ce40-4a69-9548-f936e8a3d16f/full/!800,800/0/default.jpg"
1876,"#f5c464","#f8ce7d","#944c14","#a3844b","#c1b285","#50472d","https://api.nga.gov/iiif/d4a69099-913e-4403-aa45-9008d53e4ff1/full/!800,800/0/default.jpg"
1861,"#dcb787","#e4bc8c","#2e1e14","#9a7f5d","#c2a67e","#594735","https://api.nga.gov/iiif/71c04430-e78a-4a86-a83a-05d676f6b2af/full/!800,800/0/default.jpg"
1861,"#c4a474","#d4ad77","#5d3f21","#bc9e72","#c4c4b4","#615a3f","https://api.nga.gov/iiif/5a6b8044-6f5d-4bee-a82f-7a75f22be473/full/!800,800/0/default.jpg"
1878,"#dc8c64","#dcaa93","#040819","#9b7268","#bc8a77","#4c5159","https://api.nga.gov/iiif/5a708b53-dff5-4361-8310-eb085949cab6/full/!800,800/0/default.jpg"
1856,"#ccb595","#eccca4","#59462b","#a49279","#d4bc9c","#695e4f","https://api.nga.gov/iiif/09bfeee5-18e2-49cd-96e1-f81d32c39142/full/!800,800/0/default.jpg"
1857,"#94642e","#decc9d","#5c340c","#a49475","#bbaa82","#454933","https://api.nga.gov/iiif/4d6a4fa1-db74-4586-a753-9951bc5945a3/full/!800,800/0/default.jpg"
1865,"#ae6850","#ecdcc4","#643c2e","#786055","#d5c2ae","#432a25","https://api.nga.gov/iiif/d2b7ac88-1ac0-4ab2-b006-2c0e4019b29d/full/!800,800/0/default.jpg"
1859,"#44a830",,,,,,"https://api.nga.gov/iiif/838ecda4-de54-4a4b-ae1e-e6607234f454/full/!800,800/0/default.jpg"
1860,"#b2884c",,,,,,"https://api.nga.gov/iiif/51fdeae0-b90b-48e7-bf0f-3dee05adfcfa/full/!800,800/0/default.jpg"
1870,"#b4a060","#dccbb3","#5a4e2a","#85897f","#d4ccb4","#375e53","https://api.nga.gov/iiif/1841f7e6-867f-45d0-b1ff-751f9b6a3c65/full/!800,800/0/default.jpg"
1855,"#6d6134",,,,,,"https://api.nga.gov/iiif/9afbe8b3-e128-48e0-b342-4b2ebe82f97f/full/!800,800/0/default.jpg"
1876,"#c3994d","#d7c093","#634b21","#8c9467","#c5ba9c","#405c32","https://api.nga.gov/iiif/b41b3b70-af77-439b-a980-4e1434070111/full/!800,800/0/default.jpg"
1871,"#c070bc","#e1c8a4","#5c2859","#8c7c74","#c8b6a4","#695851","https://api.nga.gov/iiif/b9e34268-51f9-445d-8578-3a335872cef4/full/!800,800/0/default.jpg"
1862,"#c4ac84","#ebd4b0","#59482a","#847466","#c8b598","#41393a","https://api.nga.gov/iiif/d650e63a-be50-4100-8898-e16403bf1c2d/full/!800,800/0/default.jpg"
1858,"#9f3424","#d9bc8f","#6c3a1c","#a88b5d","#bba785","#57422c","https://api.nga.gov/iiif/db4486c9-7e77-4528-99e9-ac87601b6bd7/full/!800,800/0/default.jpg"
1861,"#bd8452","#d1a671","#883f1e","#94744c","#c8e0d4","#8c6f4c","https://api.nga.gov/iiif/becac2a4-bd31-4cb8-82d2-7f4b1c1ac05b/full/!800,800/0/default.jpg"
1750,"#c45408","#dfc88d","#7e2a04","#8d7b7d","#c7a691","#7b563d","https://api.nga.gov/iiif/f1889a1e-0a1a-414c-aed3-10c2a8bae486/full/!800,800/0/default.jpg"
1862,"#5444a0","#f4e4cc","#30275d","#9c8c6c","#ccc4a8","#4c443b","https://api.nga.gov/iiif/c3e1bf95-044a-4b7e-beb5-6d65c1034470/full/!800,800/0/default.jpg"
1861,"#b07841","#c4a67f","#664029","#ac8c6c","#ccbcac","#7c7454","https://api.nga.gov/iiif/f1971440-0f98-4cda-a8f5-814f08e4213b/full/!800,800/0/default.jpg"
1860,"#ac307c","#dccca4","#483080","#ad997b","#c2b08c","#54392f","https://api.nga.gov/iiif/350fa77d-77f2-4dfe-9e9a-e61e477b29aa/full/!800,800/0/default.jpg"
1700,"#b48c63","#dcccb4","#84643c","#a78761","#dbd4b6","#6f563c","https://api.nga.gov/iiif/76bad9ad-c30f-4d83-ae3f-83a3ba377198/full/!800,800/0/default.jpg"
1860,"#bf6a3f","#ecdccc","#24140c","#89746d","#e3d9c3","#301f1c","https://api.nga.gov/iiif/16cca872-9664-4cdb-9205-b25facfa367d/full/!800,800/0/default.jpg"
1655,"#d4a768","#fcfcec","#67481d","#ac7464","#d0c7b4","#543031","https://api.nga.gov/iiif/af9f242b-0cb9-4aa5-82ed-dc0fa3060b0d/full/!800,800/0/default.jpg"
1662,"#c6432d","#f2c191","#691314","#7e7067","#cbb6af","#645c53","https://api.nga.gov/iiif/b72e2145-8572-4152-8e01-7134995b817b/full/!800,800/0/default.jpg"
1857,"#4850ac",,,,,,"https://api.nga.gov/iiif/99b6558f-0983-49db-b415-571a75641eb0/full/!800,800/0/default.jpg"
1860,"#c05c50","#dcd4b3","#612923","#99856f","#dcccb4","#5d4a42","https://api.nga.gov/iiif/4a3ba685-a621-4896-bb93-00b5736447eb/full/!800,800/0/default.jpg"
1860,"#975f3c","#ecbc94","#644024","#a87a59","#d2c3a7","#34241c","https://api.nga.gov/iiif/9573ae89-ce7b-4500-b999-990c83b830fe/full/!800,800/0/default.jpg"
1855,"#d3a85c","#ecb45a","#534524","#a48669","#c4bca4","#504934","https://api.nga.gov/iiif/c8bc20ab-e453-4a6c-9a8c-c53b566a5765/full/!800,800/0/default.jpg"
1865,"#a0ac44",,,,,,"https://api.nga.gov/iiif/d084b71d-7e45-47fd-99cc-471f5600de3a/full/!800,800/0/default.jpg"
1863,"#58a43c","#ecdcbc","#346123","#846f66","#d1baa6","#523d37","https://api.nga.gov/iiif/b8cd8490-1969-4c50-906c-96f91bf310d5/full/!800,800/0/default.jpg"
1860,"#548c30","#c4ac84","#3c1d19","#978069","#c4ac8c","#5e4237","https://api.nga.gov/iiif/5cc1a5bd-a833-4680-8702-73d573677332/full/!800,800/0/default.jpg"
1861,"#9c763c",,,,,,"https://api.nga.gov/iiif/351e720e-3da7-447a-b90a-1746ee6418d1/full/!800,800/0/default.jpg"
1860,"#b4845a","#e4ccac","#845c34","#a7764a","#dbc4ac","#534532","https://api.nga.gov/iiif/9bebb4e6-6c69-4918-adc7-f933666518e4/full/!800,800/0/default.jpg"
1855,"#84743c",,,,,,"https://api.nga.gov/iiif/06960c31-3062-41c7-b6f5-5af31044ce96/full/!800,800/0/default.jpg"
1860,"#a96e4f","#ddb789","#674c21","#b28f68","#c1a476","#56472c","https://api.nga.gov/iiif/160418dd-3a76-4a49-9240-f9570931f7e5/full/!800,800/0/default.jpg"
1857,"#a47c4c","#dcc4a8","#704c2c","#88786c","#ccbfa9","#443128","https://api.nga.gov/iiif/ffd57e9a-a68e-4a8e-b052-b2cefc372ea0/full/!800,800/0/default.jpg"
1861,"#64bdcd","#9adcdd","#62880f","#689757","#add7cd","#5f6b43","https://api.nga.gov/iiif/81e40269-c743-4ff3-bffe-0930c374bfce/full/!800,800/0/default.jpg"
1866,"#6c3c34",,,,,,"https://api.nga.gov/iiif/28b9e23a-3c0d-4e93-8349-b1aae8f87aee/full/!800,800/0/default.jpg"
1857,"#bc946c","#e4cc9c","#5b4229","#ac957a","#c2ad8a","#463c2c","https://api.nga.gov/iiif/c13beff1-4328-40bf-b741-cf461a6fed2e/full/!800,800/0/default.jpg"
1861,"#c88b65","#d4946c","#8e5d28","#a48464","#bdbcb5","#624a2d","https://api.nga.gov/iiif/1bc7b8e3-2829-4c5a-8679-cddf5d7bff19/full/!800,800/0/default.jpg"
1878,"#bc946f",,,,,,"https://api.nga.gov/iiif/a52f7823-6378-4466-98f8-8784b3a47bcd/full/!800,800/0/default.jpg"
1862,"#bc9c6f","#ecdcbc","#21170f","#938572","#d0c1a7","#3b2d2f","https://api.nga.gov/iiif/9e8e222e-f4cd-4f55-8134-6b82a127f617/full/!800,800/0/default.jpg"
1868,"#a4644c","#d7a484","#552c20","#9c715e","#c9ae9c","#6b4434","https://api.nga.gov/iiif/3c4df3ac-2b30-4c2e-b31f-c61a910a1ea1/full/!800,800/0/default.jpg"
1861,"#e29965","#ec9b67","#72472a","#847b5e","#c7c4ac","#7b785a","https://api.nga.gov/iiif/48f54fb5-c87b-404d-a3e1-faaabcbc618f/full/!800,800/0/default.jpg"
1862,"#bc946c","#dcc4aa","#5b4229","#b4946e","#bc9474","#806951","https://api.nga.gov/iiif/26a549f1-1bea-47a1-98cc-102df88bed0f/full/!800,800/0/default.jpg"
1863,"#3a8597",,,,,,"https://api.nga.gov/iiif/87ece172-f4cb-4a1c-9439-3f29ef085665/full/!800,800/0/default.jpg"
1855,"#74442c",,,,,,"https://api.nga.gov/iiif/a838bd3e-6ae0-4707-af04-4b2dffa0af10/full/!800,800/0/default.jpg"
1854,"#8a6b3b","#dcbc90","#4c2e0d","#997b4f","#c3aa7b","#5c4434","https://api.nga.gov/iiif/fadb634a-2eb9-4616-9e8a-aafa2586478a/full/!800,800/0/default.jpg"
1861,"#b27f4a","#e1c4a4","#765b2b","#9c745c","#e3d2c1","#493625","https://api.nga.gov/iiif/59a6d410-ee64-4724-94a5-0aaddf8802d0/full/!800,800/0/default.jpg"
1857,"#b47311","#fcebcc","#795216","#a4835d","#cfc09e","#796043","https://api.nga.gov/iiif/00ab6c46-6677-438e-b6ff-0db0f36956e7/full/!800,800/0/default.jpg"
1855,"#b2854c","#c4a474","#69541c","#ad8b5b","#c0dcd4","#5b5333","https://api.nga.gov/iiif/db85aef3-8ea6-4abd-a58b-6f6c57c22411/full/!800,800/0/default.jpg"
1874,"#7cc880",,,,,,"https://api.nga.gov/iiif/46d4b3c9-2929-442a-a372-6fa767572253/full/!800,800/0/default.jpg"
1861,"#a98a45","#d6c9a8","#735c1b","#9c8d63","#bcc1ac","#5f5331","https://api.nga.gov/iiif/95cea25c-e880-4054-bc81-15ea37a5eb8a/full/!800,800/0/default.jpg"
1890,"#ccb494","#d4bca4","#59452a","#8f7c6b","#ccbca2","#5c4634","https://api.nga.gov/iiif/81583f49-4142-4378-bb8e-b45cb264d0f3/full/!800,800/0/default.jpg"
1742,"#a07c4c","#dcc2a0","#5c4424","#9e8161","#cbb695","#5c4738","https://api.nga.gov/iiif/ac862085-da10-4f95-8fdb-74cea5ad76ca/full/!800,800/0/default.jpg"
1864,"#ccb594","#ecd6b9","#3c241c","#8a7365","#cfb99f","#543c34","https://api.nga.gov/iiif/97767d5b-8469-4698-be66-d178c27bb26f/full/!800,800/0/default.jpg"
1860,"#af7f53","#e4c4a2","#9d6e42","#7f6d57","#d4bc9c","#4d3f30","https://api.nga.gov/iiif/8793c90f-4f43-4928-b87a-45656b7961df/full/!800,800/0/default.jpg"
1888,"#51ad84",,,,,,"https://api.nga.gov/iiif/357b1f5b-2d1b-4bb1-8246-02e38b08476a/full/!800,800/0/default.jpg"
1855,"#448030",,,,,,"https://api.nga.gov/iiif/2c239953-e506-4c46-9766-fece453cd861/full/!800,800/0/default.jpg"
1888,"#c0d864","#c0d864","#59691a","#8e8779","#dedac9","#524d48","https://api.nga.gov/iiif/a005fba1-a4b1-40ae-8989-ec7da338fe37/full/!800,800/0/default.jpg"
1890,"#d4b484","#e4cbaa","#624822","#9a8e7a","#ccbca3","#5e543c","https://api.nga.gov/iiif/a50b1df4-e6b2-4bd3-8cf5-623922972b68/full/!800,800/0/default.jpg"
1888,"#dcc46c","#e0cc7d","#196262","#a49d61","#dcd4b4","#387265","https://api.nga.gov/iiif/aa732a06-fb25-44a8-a0bc-578f34c3e8ad/full/!800,800/0/default.jpg"
1860,"#fac955","#f8d47e","#4c241c","#927567","#c8ab94","#59372f","https://api.nga.gov/iiif/385012bd-b6f8-4c9c-a494-6acd1ad844cb/full/!800,800/0/default.jpg"
1858,"#b43c84","#e4ccac","#4c3424","#927c6a","#d8c4a4","#513b30","https://api.nga.gov/iiif/fb8dd520-bdce-4b0a-8c3e-f5640a3b484a/full/!800,800/0/default.jpg"
1890,"#ccb494","#e4bc84","#59452a","#aa9068","#c4ab8b","#907452","https://api.nga.gov/iiif/b42ecc41-4b4a-4bec-9d1e-fad2bab3b390/full/!800,800/0/default.jpg"
1889,"#b48c62","#dcceab","#59422a","#a79b79","#cfcaaa","#584f31","https://api.nga.gov/iiif/f07617e8-43ad-4954-8223-4b40dce37061/full/!800,800/0/default.jpg"
1890,"#b8855f","#debc9d","#4f1008","#a58563","#c4a797","#5c4336","https://api.nga.gov/iiif/1601e635-125d-45f9-adbb-06d6c16bd6af/full/!800,800/0/default.jpg"
1854,"#c4943d",,,,,,"https://api.nga.gov/iiif/adf287b9-cfe3-448a-b491-a3285dd51214/full/!800,800/0/default.jpg"
1890,"#c4a484","#ccac87","#59422a","#9a8468","#bba481","#65523c","https://api.nga.gov/iiif/43a415bc-4136-4465-b88c-3273d796012d/full/!800,800/0/default.jpg"
1890,"#c2a47c","#cca782","#6e5034","#b4946c","#b29c73","#574436","https://api.nga.gov/iiif/98459dc0-eb89-4ad9-ae26-e65dc23912bf/full/!800,800/0/default.jpg"
1862,"#d0c090","#e2d3bb","#44241c","#938378","#d4c4b0","#54423e","https://api.nga.gov/iiif/cd16ed87-fdae-48e9-9dd1-14fbae1138e2/full/!800,800/0/default.jpg"
1854,"#c48834",,,,,,"https://api.nga.gov/iiif/5bd4719a-2fb7-41bd-866a-8158fc46ecbb/full/!800,800/0/default.jpg"
1862,"#54b4a8","#fce8ca","#285c55","#a48c6c","#d4c4aa","#4c4439","https://api.nga.gov/iiif/201819da-d411-4a76-ad11-dd5a9f874a7e/full/!800,800/0/default.jpg"
1890,"#c4a47c","#dcb89e","#5b4529","#b4926f","#c8b19b","#895347","https://api.nga.gov/iiif/6bb43137-3f1e-4441-8d12-d7513307d5c4/full/!800,800/0/default.jpg"
1862,"#ac4d05","#c5a875","#813204","#827a71","#c0c0bc","#4b3c28","https://api.nga.gov/iiif/f2b37bef-9caf-4f86-a6a2-72c5773e9267/full/!800,800/0/default.jpg"
1889,"#518fb5","#83b2c9","#1c5c8a","#56799b","#aec9d3","#385c7c","https://api.nga.gov/iiif/75c9583b-5cae-47b2-973f-12f4fecddbe7/full/!800,800/0/default.jpg"
1890,"#71a34c","#e5e3a2","#106e5a","#6ea873","#adcec4","#48894f","https://api.nga.gov/iiif/b479275a-4f8a-4702-83c2-9dcc4cbe60ce/full/!800,800/0/default.jpg"
