beginyear,hex_color,LightVibrant,DarkVibrant,Muted,LightMuted,DarkMuted,imageurl
1592,"#6cc048","#f4e4cc","#356221","#9c8c6c","#cec0a7","#5c4c34","https://api.nga.gov/iiif/4070264d-5f80-4e1e-bb7c-d5bc0e61cfe3/full/!800,800/0/default.jpg"
1575,"#3875ac","#cca984","#042c84","#b89c80","#bdb9b4","#2b3b50","https://api.nga.gov/iiif/61460f5c-80ed-401d-ae9a-220b9f539491/full/!800,800/0/default.jpg"
1500,"#b18e59","#ecbc80","#755424","#a38452","#b4916c","#5b4c30","https://api.nga.gov/iiif/e2a06dca-c0fd-460e-97f6-913103b8d3d0/full/!800,800/0/default.jpg"
1539,"#3f3fbf",,,,,,"https://api.nga.gov/iiif/0fdc2767-5a28-49c8-b583-90197205ff60/full/!800,800/0/default.jpg"
1537,"#a84038","#dcc8b0","#489434","#948373","#d4c1aa","#4c4338","https://api.nga.gov/iiif/60fdcbc4-03bd-46e7-b69d-0e2c797acba5/full/!800,800/0/default.jpg"
1500,"#c0a82c","#e6d150","#573a0c","#977853","#bd9e87","#5a4734","https://api.nga.gov/iiif/43cc0d18-cb27-4d64-8cf7-cbc97aeaf185/full/!800,800/0/default.jpg"
1500,"#dab434","#ecd881","#643404",,,,"https://api.nga.gov/iiif/afa65ffd-b7e4-4ff1-89fc-231e212c5db5/full/!800,800/0/default.jpg"
1500,"#c1823d",,,,,,"https://api.nga.gov/iiif/02d8ab6e-8fe6-446e-8e46-39c104855e8e/full/!800,800/0/default.jpg"
1515,"#a64a44","#ecb699","#946c3c","#a7845f","#d2baa5","#376b4d","https://api.nga.gov/iiif/99186d2b-6043-4473-9cc2-ba4c446760e1/full/!800,800/0/default.jpg"
1550,"#9d7444",,,,,,"https://api.nga.gov/iiif/2c08197c-0ce1-4c75-967e-ba3816208af3/full/!800,800/0/default.jpg"
1500,"#bc8c64","#e4bc9e","#5c3c1c","#9d7c58","#c6a78b","#745a3d","https://api.nga.gov/iiif/64cd60f5-b342-4197-be2d-e017c5d096ed/full/!800,800/0/default.jpg"
1500,"#d4b044","#ecbc94","#442c14","#ac5454","#c2a68b","#484034","https://api.nga.gov/iiif/4060fb7e-03a2-4647-acab-76745c777d50/full/!800,800/0/default.jpg"
1580,"#eeb642","#f7c470","#643c14","#ad9268","#b1b2b6","#4c4933","https://api.nga.gov/iiif/9082eede-7d5a-47e6-90b9-dc140097d8fc/full/!800,800/0/default.jpg"
1600,"#b18951","#cea169","#6c4e1a","#9f7f50","#cfbd9f","#5e5635","https://api.nga.gov/iiif/aea73d89-2fa8-481c-b43a-59293c1eca43/full/!800,800/0/default.jpg"
1597,"#346e84","#bea474","#1a6582","#4d889f","#bbbdb5","#3b4926","https://api.nga.gov/iiif/db862e1d-b007-4411-98bc-7460e9ea8dee/full/!800,800/0/default.jpg"
1570,"#a16a29","#e0c48d","#6a3b13","#aa875c","#d7c5a6","#483624","https://api.nga.gov/iiif/0a0f0bd4-e1ee-4938-b145-a4a8a94f5655/full/!800,800/0/default.jpg"
1500,"#b18147","#e8bc68","#643b0c","#9a7d57","#b99366","#4a3c34","https://api.nga.gov/iiif/8d406334-dd80-472a-b098-f00f5e1d36d6/full/!800,800/0/default.jpg"
1575,"#bc996f","#dcc4a4","#5a442a","#b18f67","#d3bb9c","#785c3f","https://api.nga.gov/iiif/5eb026eb-0110-40b1-b770-e3cf512c6d92/full/!800,800/0/default.jpg"
1580,"#dcbc72","#ecd4b4","#644d2f","#96826b","#c9b699","#483e35","https://api.nga.gov/iiif/7efe245b-1c9a-495a-a5cd-d8438300be65/full/!800,800/0/default.jpg"
1575,"#d1a441","#ecc896","#6a5119","#a68059","#ccb7a5","#806a54","https://api.nga.gov/iiif/9d97100e-33c0-4404-ac23-3112eae387c0/full/!800,800/0/default.jpg"
1550,"#9f231c","#efc387","#8e211c","#a4745c",,,"https://api.nga.gov/iiif/836ad70d-2814-4be2-9874-6da050d3f0ae/full/!800,800/0/default.jpg"
1600,"#cc9024","#cfa45f","#822f2c","#a48261","#b59b87","#645240","https://api.nga.gov/iiif/aab5e54d-b8a5-421f-ae2b-2f047474924d/full/!800,800/0/default.jpg"
1590,"#b03c34","#e8dc80","#66221e","#877868","#ccbca1","#4c4239","https://api.nga.gov/iiif/3556ac40-fd3c-473b-ba52-0504b14ed993/full/!800,800/0/default.jpg"
1575,"#ac774d",,,,,,"https://api.nga.gov/iiif/ff8661ce-70d8-44e6-9694-a1c953877e69/full/!800,800/0/default.jpg"
1575,"#cc6959","#fcecdc","#9c8c44","#a99167","#ece4d4","#554236","https://api.nga.gov/iiif/5199eda1-893f-47f3-b883-0e42ec262424/full/!800,800/0/default.jpg"
1600,"#e1a883","#ecba98","#6a3919",,,,"https://api.nga.gov/iiif/9c2298eb-c483-45ba-8cf9-27901ee87c06/full/!800,800/0/default.jpg"
1555,"#a5672c","#d7b58a","#844814","#a0744f","#bcae8e","#593a27","https://api.nga.gov/iiif/876fe63f-521b-4cca-8867-706aaee98ce5/full/!800,800/0/default.jpg"
1600,"#356978","#cdae96","#196169","#877e74","#b6ae9f","#395d66","https://api.nga.gov/iiif/853fd837-d70a-4d5f-856c-3dfbf5f109f5/full/!800,800/0/default.jpg"
1600,"#88b840","#d4bc9c","#694431","#b38563","#d7c2a4","#744435","https://api.nga.gov/iiif/a3e0dcaf-d616-429c-92e7-ba1c7388df81/full/!800,800/0/default.jpg"
1515,"#a65140","#d69b76","#884e3a","#9c9266","#d4ccb2","#4c4d2c","https://api.nga.gov/iiif/edbc3aa2-37af-4325-9459-cee6cd0f396f/full/!800,800/0/default.jpg"
1500,"#ae6b50",,,,,,"https://api.nga.gov/iiif/7d3ef705-dd96-4dde-a723-b14904ae6c4c/full/!800,800/0/default.jpg"
1575,"#bc985d","#d8b781","#694023","#ac8855","#b6996d","#594529","https://api.nga.gov/iiif/91ca99e1-ae3a-4d85-bad0-28aab352eccb/full/!800,800/0/default.jpg"
1600,"#b0548c","#dcc4ac","#5a2947","#9b8d7c","#ccbca4","#6a5d50","https://api.nga.gov/iiif/2c276c62-4797-4ae8-b383-5b442dede55c/full/!800,800/0/default.jpg"
1500,"#3f3fbf",,,,,,"https://api.nga.gov/iiif/b22b6977-f94f-43d5-be3a-63a81805dc4e/full/!800,800/0/default.jpg"
1500,"#7c562c","#d4c0a0","#422c13","#a47c59","#d9cdae","#483c2b","https://api.nga.gov/iiif/78a456ad-4fe1-46b5-adfc-4e6be5603353/full/!800,800/0/default.jpg"
1500,"#bfbf3f",,,,,,"https://api.nga.gov/iiif/034fd2ed-067e-4710-85e0-a80ff351ae68/full/!800,800/0/default.jpg"
1500,"#7b5634","#d9c3a6","#67421c","#9f8460","#c3ab84","#4c3c2a","https://api.nga.gov/iiif/13177bc6-a423-4cd3-88b6-b0c3cc812b55/full/!800,800/0/default.jpg"
1500,"#aa8820","#d1ad8c","#6c4c14","#a77f65","#ceb09d","#513e2f","https://api.nga.gov/iiif/a4d50d4e-52ea-4a0f-a5db-059fad3c9a58/full/!800,800/0/default.jpg"
1500,"#bf3f3f","#dcccb4","#0c0404","#9c8c6c","#d4c3b0","#443e36","https://api.nga.gov/iiif/e882fdc8-9c92-44ce-a819-ce6dbb8ee191/full/!800,800/0/default.jpg"
1500,"#b4742c","#dfb58b","#8d460b","#9c7053","#ab8c75","#544c34","https://api.nga.gov/iiif/31794fc0-8679-43b4-9db7-83f23a24bb03/full/!800,800/0/default.jpg"
1550,"#9c6424","#d2bf86","#6c3c1c","#a78155","#d2c1a6","#4a3a28","https://api.nga.gov/iiif/1c56bdca-966c-4fdc-b148-01b39571ddb6/full/!800,800/0/default.jpg"
1550,"#7c5c34",,,,,,"https://api.nga.gov/iiif/a4ed2e7d-f903-45d3-ab6e-6ae31f441ac7/full/!800,800/0/default.jpg"
1837,"#d4b283","#e9ca9b","#604c2c","#a08561","#b1956e","#6a5641","https://api.nga.gov/iiif/c019dfa5-9b37-4fe6-a4be-24f03238a98d/full/!800,800/0/default.jpg"
1590,"#9e5f21","#eac480","#6b1a29","#ac7f50","#bfb7ae","#443b33","https://api.nga.gov/iiif/8f547756-c127-4002-a2fb-4f518036548f/full/!800,800/0/default.jpg"
1600,"#3c806c",,,,,,"https://api.nga.gov/iiif/34fbcac3-1965-48d4-9b3f-5f30f5b58a86/full/!800,800/0/default.jpg"
1600,"#d48c94","#faf2d4","#60242a","#98866d","#d6cfb9","#685341","https://api.nga.gov/iiif/5ea4f8a3-badc-4a3d-aaf9-af9656af6923/full/!800,800/0/default.jpg"
1575,"#df732d","#f7a872","#815b29","#9f7053","#b9a082","#544741","https://api.nga.gov/iiif/17b058ce-3ca7-46c2-8e06-f4bd3204db0e/full/!800,800/0/default.jpg"
1600,"#d08861","#ecbe91","#66371e","#b59372","#c8a683","#8b684d","https://api.nga.gov/iiif/b8b3d357-7f8d-4f3b-9a38-7abce7e62030/full/!800,800/0/default.jpg"
1600,"#ac4088","#e0d6b8","#48a030","#9c8c73","#ccbca4","#6f6352","https://api.nga.gov/iiif/e0925505-e143-4739-8267-fe71b0aae6f2/full/!800,800/0/default.jpg"
1595,"#b66c44","#e4c4b0","#603924","#b46e52","#dcc4af",,"https://api.nga.gov/iiif/16b33125-d6b3-465f-a38b-7b5d42d6724f/full/!800,800/0/default.jpg"
1552,"#64a84c","#e3cdb5","#365b29","#947f69","#c9b29c","#6e5e4f","https://api.nga.gov/iiif/1d6931c2-ffc4-41aa-b2a4-ea69434f1a8b/full/!800,800/0/default.jpg"
1600,"#c48c54","#ddc9ab","#85593c","#aa8d69","#ccbca4","#725842","https://api.nga.gov/iiif/a6c30631-94cf-41aa-a6ba-718f28016672/full/!800,800/0/default.jpg"
1612,"#e19c72","#efbc90","#6d3717",,,,"https://api.nga.gov/iiif/9d0f1af9-7cca-47c7-a45b-3b469fa1105f/full/!800,800/0/default.jpg"
1600,"#ac8e52",,,,,,"https://api.nga.gov/iiif/ccda50bb-0641-4a67-b97c-a4f7ebc60269/full/!800,800/0/default.jpg"
1600,"#ae7850",,,,,,"https://api.nga.gov/iiif/4e2f4ae8-faf5-4b25-83ba-d5b8dd565d2b/full/!800,800/0/default.jpg"
1600,"#b1704d",,,,,,"https://api.nga.gov/iiif/bfd3ee6b-7e5a-470a-8ad1-5b479b73f055/full/!800,800/0/default.jpg"
1600,"#b57349",,,,,,"https://api.nga.gov/iiif/f3837ebb-5f31-490c-9969-14fba0f4b7df/full/!800,800/0/default.jpg"
1610,"#ad6851",,,,,,"https://api.nga.gov/iiif/01908d4c-dbcb-47da-8aa5-5df4ac6fb2d6/full/!800,800/0/default.jpg"
1600,"#3f3fbf",,,,,,"https://api.nga.gov/iiif/5954dfee-5c79-40b0-84b0-25e835fb63f0/full/!800,800/0/default.jpg"
1553,"#b48f59","#c4ac7c","#6a4814","#ac8c5c","#b89a6d","#665033","https://api.nga.gov/iiif/eb39f073-6c7c-453e-b88d-d481ef9865e7/full/!800,800/0/default.jpg"
1600,"#b04c88","#d4bca5","#589c3c","#7f7061","#ccbca4","#5f5346","https://api.nga.gov/iiif/88750b37-7c7a-4ef3-aab3-aee9bfa58d2d/full/!800,800/0/default.jpg"
1600,"#ac7b52","#fcecdc","#543c28","#917e67","#d2c3ad","#5f5042","https://api.nga.gov/iiif/774f909d-6c4d-4b05-802d-34788ff5a1a4/full/!800,800/0/default.jpg"
1550,"#ac5c14","#dbb28b","#7b451e","#9b724c",,,"https://api.nga.gov/iiif/8c53e610-464f-4169-b18f-9fefed8dddb2/full/!800,800/0/default.jpg"
1550,"#bf3f3f",,,,,,"https://api.nga.gov/iiif/be94388d-cbdc-4077-8ef2-f73bc03bf1af/full/!800,800/0/default.jpg"
1573,"#efad17","#f0c263","#743c04","#847c7c","#d8ccb3","#48343c","https://api.nga.gov/iiif/90d27d6c-8acc-4fdb-aca1-153cf5dac635/full/!800,800/0/default.jpg"
1626,"#bca84c","#dcccb4","#605524","#887c6f","#dbccbc","#5e554c","https://api.nga.gov/iiif/f80cc0b3-4325-4334-b597-fb02fab940f5/full/!800,800/0/default.jpg"
1560,"#d84d26",,,,,,"https://api.nga.gov/iiif/bd09813a-90f8-4f02-a32f-1f1a02afb102/full/!800,800/0/default.jpg"
1610,"#b48b62","#dcc49c","#59422a","#a8855d","#d4c19f","#72593e","https://api.nga.gov/iiif/aafc01df-baab-40d5-be84-2fd91052df92/full/!800,800/0/default.jpg"
1575,"#cca478","#f4e4d7","#604324","#a68d5c","#d2c2af","#59483b","https://api.nga.gov/iiif/1217c3e0-8b7c-46c2-a932-b0833e49f04a/full/!800,800/0/default.jpg"
1550,"#bd7d2a","#e4aa73","#844f1c","#ab8259","#b19c70","#584e44","https://api.nga.gov/iiif/e4d88f1b-0e0e-4c06-aa4e-1cf30d13f3fd/full/!800,800/0/default.jpg"
1556,"#8a5d3c",,,,,,"https://api.nga.gov/iiif/d6c4de52-05d4-4111-b461-ca8f5d747b6f/full/!800,800/0/default.jpg"
1840,"#2c4b6f",,,,,,"https://api.nga.gov/iiif/c2f0796a-b2a8-4a6d-b02f-58df614361d7/full/!800,800/0/default.jpg"
1600,"#b26e4c",,,,,,"https://api.nga.gov/iiif/3f7b37ed-9faf-4c3d-bddc-c6fe07cb9ac8/full/!800,800/0/default.jpg"
1600,"#ccac84","#d4c4a3","#5d4526","#9c8669","#ccbc9c","#594734","https://api.nga.gov/iiif/811763b1-dc94-4395-9235-c090c7b9de65/full/!800,800/0/default.jpg"
1575,"#a8703c","#f4d49c","#614122","#a98763","#ece4d4","#6c503e","https://api.nga.gov/iiif/db49243e-b8c0-4831-8329-508474c77a97/full/!800,800/0/default.jpg"
1555,"#d4842d","#e8c38b","#8c531a","#ab7654","#bdb096","#54412b","https://api.nga.gov/iiif/6b73c71f-cf05-4723-a320-946b59431b52/full/!800,800/0/default.jpg"
1610,"#ccb494","#d4bba1","#58402a","#b8a081","#ccbca4","#7b6247","https://api.nga.gov/iiif/a18acda1-1096-46aa-b73c-7e028702ca28/full/!800,800/0/default.jpg"
1640,"#cab48c","#d4c4a4","#4d3a24","#8b755b","#d4bca1","#5c4936","https://api.nga.gov/iiif/6e94a758-4a4e-40a8-8f04-43672db63d7a/full/!800,800/0/default.jpg"
1550,"#783c88","#f9efec","#783c88","#908a88","#c8bdbb","#443b37","https://api.nga.gov/iiif/f22c8425-5edd-470a-a9b6-9ad63e8c3366/full/!800,800/0/default.jpg"
1645,"#9c543c","#dccaa0","#5c2414","#9d8e61","#cabd98","#4a3b27","https://api.nga.gov/iiif/7f2cee58-c4b1-42a8-ab92-e5906d04658a/full/!800,800/0/default.jpg"
1622,"#c8a47c","#f4dcbc","#5d4327","#988464","#d4c4a6","#543c2c","https://api.nga.gov/iiif/a7fa0e67-ff5b-46f7-b615-1954b5e5c363/full/!800,800/0/default.jpg"
1570,"#bc503c","#dcc49c","#642a20","#ac9473","#c4b494","#584333","https://api.nga.gov/iiif/474cae1e-b3d5-41f4-b844-3878079e7072/full/!800,800/0/default.jpg"
1645,"#b09434","#d6c2a8","#689834","#988469","#bca484","#534535","https://api.nga.gov/iiif/d05f8474-c56b-49ae-83c9-cf3391d6ba6f/full/!800,800/0/default.jpg"
1552,"#b47c24","#dfc59a","#784414","#ab8252","#b49c6e","#543d2b","https://api.nga.gov/iiif/7a374e31-2859-4c74-a2ab-e7ead555d2df/full/!800,800/0/default.jpg"
1575,"#dca466","#ecb48c","#6b4418","#a07d60","#cabfa9","#46403a","https://api.nga.gov/iiif/177984af-0549-4ffc-9bea-d9baa151350a/full/!800,800/0/default.jpg"
1609,"#ecc074","#ecc074","#744f0f","#948470","#c4ac8d","#6f6156","https://api.nga.gov/iiif/a9ec07b3-9ded-4395-8faf-792d572b36f9/full/!800,800/0/default.jpg"
1575,"#a4741c","#dfca95","#5d3713","#a88157","#c0ac8f","#61442f","https://api.nga.gov/iiif/a3f5fdc1-0c4a-48fa-826b-5dbd9af7eade/full/!800,800/0/default.jpg"
1600,"#b79b5b","#dcb46b","#463820","#847449","#b2a26e","#594a2c","https://api.nga.gov/iiif/5d387dcc-4507-4edb-86be-c8481e8a34e6/full/!800,800/0/default.jpg"
1600,"#d8a858","#dccbb1","#6b4c19","#9f8e79","#c4b49c","#584c42","https://api.nga.gov/iiif/8c1412e6-4e4d-47c0-bfe7-a7dd556d19e6/full/!800,800/0/default.jpg"
1600,"#b98644","#e2c080","#7f4b13","#a7864b","#d6c2a8","#9c7746","https://api.nga.gov/iiif/771ee908-d26c-41b2-a07f-b538e29fb88a/full/!800,800/0/default.jpg"
1560,"#a86c3c","#c6a47a","#5a341b","#aa8262","#bca387","#5b4531","https://api.nga.gov/iiif/65e8edda-93bc-4071-9942-91ceb8fb87e2/full/!800,800/0/default.jpg"
1645,"#b44c84","#d9c6ab","#5d2744","#bca484","#c4ac8c","#5d4c34","https://api.nga.gov/iiif/361a01f5-4498-4c88-86a5-1733cec200e8/full/!800,800/0/default.jpg"
1612,"#c4c480",,,,,,"https://api.nga.gov/iiif/7bf1ae65-1f6f-4898-bb4b-684690e3b2c3/full/!800,800/0/default.jpg"
1617,"#b35f51","#e5a785","#a44a3f","#9a8067","#cac1a9","#593f32","https://api.nga.gov/iiif/f2714f2d-0e03-4022-a06b-3d138bc96c4c/full/!800,800/0/default.jpg"
1645,"#b04838","#d4ba9a","#604c2c","#9c876e","#ccb494","#605140","https://api.nga.gov/iiif/82c425d6-40b0-4e76-90c6-81118baec198/full/!800,800/0/default.jpg"
1855,"#9c3c8c",,,,,,"https://api.nga.gov/iiif/954d5f2e-8db4-4a4d-905c-4bbf46130ea1/full/!800,800/0/default.jpg"
1600,"#9f3b0a","#d8b47c","#802c04","#ac8650","#af9c72","#454d3f","https://api.nga.gov/iiif/0ef7daea-db7f-4ffa-93eb-e3e4b63b213d/full/!800,800/0/default.jpg"
1800,"#d4b48c","#dcb792","#5e3e2a","#ac8661","#d4c4a4","#825f45","https://api.nga.gov/iiif/0d7f18fa-f0dd-4fac-83b0-bf6482ed9b81/full/!800,800/0/default.jpg"
1855,"#946a42","#d9a974","#64291a","#927f61","#9a9480","#64482d","https://api.nga.gov/iiif/de528a17-3545-4b04-affa-f6dc43b2dbd5/full/!800,800/0/default.jpg"
1620,"#ac6c3c",,,,,,"https://api.nga.gov/iiif/255840fd-ecfe-472f-93eb-350781ac9671/full/!800,800/0/default.jpg"
1555,"#bf3f3f",,,,,,"https://api.nga.gov/iiif/48a160b1-9e9b-461c-829c-520bcbf3a6da/full/!800,800/0/default.jpg"
1600,"#ad813d","#d6c073","#753614","#a78e6c","#cfbc9a","#5c4629","https://api.nga.gov/iiif/5492400b-5a7b-4aa6-aacb-7234f4ebe115/full/!800,800/0/default.jpg"
1800,"#d2ad84","#dcbc94","#47251a","#8d6e5b","#d4c4ac","#53332c","https://api.nga.gov/iiif/1fae61a9-f2b7-4b3d-a04c-b469a4eaecc5/full/!800,800/0/default.jpg"
1550,"#bf3f3f",,,,,,"https://api.nga.gov/iiif/0f60a8ad-2080-4b52-8d41-1ad9b29b6adc/full/!800,800/0/default.jpg"
1600,"#ac7f52",,,,,,"https://api.nga.gov/iiif/1649fcba-1ca3-4457-86a9-4cd7c6342038/full/!800,800/0/default.jpg"
1592,"#d06458","#fcf0de","#67241d","#948c74","#cdc1af","#51473f","https://api.nga.gov/iiif/c8306515-8d66-4652-8e8f-9c6a899586ed/full/!800,800/0/default.jpg"
1550,"#c4623a",,,,,,"https://api.nga.gov/iiif/1baa0a08-a5c7-4e4e-b4e2-44d488d3a5da/full/!800,800/0/default.jpg"
1550,"#a3692c","#d8bd9b","#6c3416","#8d7663","#d5c2b4","#482f21","https://api.nga.gov/iiif/57626001-7e4b-4643-a52b-1d06df88ee18/full/!800,800/0/default.jpg"
1550,"#bc5c44","#caa08f","#902814","#9e6859","#c5a8a1","#52352a","https://api.nga.gov/iiif/ec233fd5-7f64-4f00-8e70-23e09ab60186/full/!800,800/0/default.jpg"
1645,"#7a532c",,,,,,"https://api.nga.gov/iiif/602428e7-1528-49eb-968a-6afcde83f34d/full/!800,800/0/default.jpg"
1655,"#e8bc78","#fcf3e1","#714c13","#aa6b58","#cec1a6","#5b4240","https://api.nga.gov/iiif/b0f86a82-8504-416f-aa1d-f1820c3f330f/full/!800,800/0/default.jpg"
1622,"#cc8c34","#d6b57b","#985614","#a5805d","#c4ac80","#625434","https://api.nga.gov/iiif/95b1022f-7f6e-4f33-9896-b4e56fd5d3de/full/!800,800/0/default.jpg"
1600,"#bc7c54","#ccad85","#835e38","#7f8086","#c2c2c8","#444447","https://api.nga.gov/iiif/71830551-8b5c-4fab-a264-3cd70f23a545/full/!800,800/0/default.jpg"
1600,"#a03838",,,,,,"https://api.nga.gov/iiif/caa9d2ae-2b0e-4a87-a44b-351a0cffbe9c/full/!800,800/0/default.jpg"
1619,"#94ccb4","#fcecd0","#2a5945","#94845c","#d7c8a8","#807050","https://api.nga.gov/iiif/96fe46db-ae98-4c3f-8ac7-18763570eb7f/full/!800,800/0/default.jpg"
1600,"#b05752",,,,,,"https://api.nga.gov/iiif/6d0c2e2d-5aa3-432d-a2f3-4fb0d5f3b13c/full/!800,800/0/default.jpg"
1589,"#bc6858","#ccb292","#4c3424","#907e68","#c4a98a","#594d40","https://api.nga.gov/iiif/af421683-6cc6-41f4-a194-7d7edbcf9023/full/!800,800/0/default.jpg"
1596,"#b09c38","#dcccb2","#489c34","#948374","#d4c4ab","#50453c","https://api.nga.gov/iiif/a8c167c4-04cd-4dc8-9492-06ab25b3e4db/full/!800,800/0/default.jpg"
1637,"#9a6f38","#c4915f","#6c3e14","#977a57","#b9a68b","#523d28","https://api.nga.gov/iiif/9cbdd768-889a-4f1e-aba1-c7a5f9ca728b/full/!800,800/0/default.jpg"
1600,"#ae7f50",,,,,,"https://api.nga.gov/iiif/a482611e-646e-4d86-9772-ad08d7663898/full/!800,800/0/default.jpg"
1592,"#c05848","#dccbb3","#622a21","#978975","#d4c4ac","#544c34","https://api.nga.gov/iiif/2c7fac2a-6e0b-4b19-b1f1-c50f34e4e541/full/!800,800/0/default.jpg"
1614,"#b87a3d","#cc9c5c","#143430","#748689","#d5cdbf","#345c5e","https://api.nga.gov/iiif/2c50a33e-f24b-4a36-a27d-ccc2f46e0a92/full/!800,800/0/default.jpg"
1600,"#844c29",,,,,,"https://api.nga.gov/iiif/da4eb088-070e-48d3-9f18-20024ff10ced/full/!800,800/0/default.jpg"
1612,"#b86098","#e4d4be","#5b2849","#8a8176","#d6c9b8","#6c6358","https://api.nga.gov/iiif/a649b5db-f205-4206-a070-8aa2d11416b3/full/!800,800/0/default.jpg"
1655,"#c4945c","#fcf3e2","#642b31","#a47065","#cdc0a7","#664c36","https://api.nga.gov/iiif/5aaeb5b6-816e-477c-96fd-1d9992ecf9cc/full/!800,800/0/default.jpg"
1655,"#e4bc74","#fcfcec","#6f4f15","#8f6f61","#d4c9b4","#492c30","https://api.nga.gov/iiif/494537e1-58ff-490e-8256-3bf6f5b7fab8/full/!800,800/0/default.jpg"
1655,"#e4b474","#fcdca4","#772c33","#91836f","#cac1ae","#5d4832","https://api.nga.gov/iiif/8cd3ef28-4f8b-407f-a44b-5d0cbdf36370/full/!800,800/0/default.jpg"
1600,"#d0b484","#e4c99a","#745a37","#9c8054","#ccb88e","#84613c","https://api.nga.gov/iiif/3d9e91a7-2c90-453f-b7cb-8a3d916d76c0/full/!800,800/0/default.jpg"
1602,"#b4834d","#daccb1","#644424","#a98d66","#cabc9c","#242424","https://api.nga.gov/iiif/7e7a7033-f96a-48b1-953c-697b3b15075e/full/!800,800/0/default.jpg"
1600,"#7c5434",,,,,,"https://api.nga.gov/iiif/45d7daa6-e5ed-4881-9fdd-0be31f4f4e50/full/!800,800/0/default.jpg"
1612,"#b46c5c",,,,,,"https://api.nga.gov/iiif/46e415b2-b5cb-44f1-a5c5-0a292cfa68b8/full/!800,800/0/default.jpg"
1620,"#9e691a","#d8a770","#704210","#a58c63","#b5a786","#624a2b","https://api.nga.gov/iiif/4819cafa-fa8e-445c-b594-58ba885443aa/full/!800,800/0/default.jpg"
1655,"#d4a464","#fcf4e4","#6b2830","#958d78","#cfc7af","#4a4541","https://api.nga.gov/iiif/f5c5b80f-82f8-4a97-b40f-d62b80ae0ea5/full/!800,800/0/default.jpg"
1615,"#bc3c34","#bda56a","#674022","#977a54","#c7bcbc","#634e2f","https://api.nga.gov/iiif/166c3c06-3b04-4131-95ac-6c7340e172c9/full/!800,800/0/default.jpg"
1859,"#9c6c44","#ce9e76","#563a22","#ac7c58","#cccccc","#67533a","https://api.nga.gov/iiif/09b6443a-b636-48bd-8bd4-2979a1accf44/full/!800,800/0/default.jpg"
1645,"#9c6c44","#dcccac","#5b3b1f","#767565","#b9bcac","#34241c","https://api.nga.gov/iiif/b9d543b3-e55a-490c-b72e-5b038071bc9c/full/!800,800/0/default.jpg"
1640,"#a2671c","#e6c469","#774310","#a58a5f","#cdbcac","#6a5438","https://api.nga.gov/iiif/974b5ba2-dbe1-4167-bf51-e069624fbb70/full/!800,800/0/default.jpg"
1655,"#54c048","#fcf4e4","#286221","#908572","#cfc4b2","#584634","https://api.nga.gov/iiif/25f1e4eb-44e5-4cc0-b877-753136dc490f/full/!800,800/0/default.jpg"
1600,"#bf843f",,,,,,"https://api.nga.gov/iiif/5424f6e8-b940-47b2-8c0f-40d602eb98ef/full/!800,800/0/default.jpg"
1575,"#a86f44","#f4e3d2","#5e3e26","#a38268","#ece4d4","#4f474d","https://api.nga.gov/iiif/0456dd31-8557-4b97-a124-55bb55422a27/full/!800,800/0/default.jpg"
1660,"#a26c41","#d39e7c","#4f3825","#a27655","#bc8865","#3c2c1f","https://api.nga.gov/iiif/abb2963f-62ac-4cb6-a680-cb81755a8bcc/full/!800,800/0/default.jpg"
1575,"#c08c5c","#f4e4d4","#5f4124","#a37d61","#d0aca4","#684038","https://api.nga.gov/iiif/7ff6bb81-6192-44b0-afd0-16832ebf2576/full/!800,800/0/default.jpg"
1626,"#c79737","#dcd1b1","#191307","#a39d81","#d4ccab","#494531","https://api.nga.gov/iiif/a3076cab-bfed-4d2b-ac52-894d0e200bb7/full/!800,800/0/default.jpg"
1635,"#932924","#dcae84","#61271c","#bb916c",,,"https://api.nga.gov/iiif/de464618-9272-44f2-860e-78a8b1478a95/full/!800,800/0/default.jpg"
1662,"#123c8a","#b8d85c","#0a2974","#938c87","#bcb4b4","#3d384c","https://api.nga.gov/iiif/d2120bc0-9e9a-4d0e-b8f3-de4e3c4c5de6/full/!800,800/0/default.jpg"
1575,"#ccaa73","#e4c59a","#917544","#af9463","#d5c7ac","#6c543a","https://api.nga.gov/iiif/1e1bd3d1-2f5d-4d0e-8fd3-b5e5be4c78cc/full/!800,800/0/default.jpg"
1575,"#d48c64","#f4e3d2","#67371c","#a38772","#d0b79b","#5b504a","https://api.nga.gov/iiif/d31bfa0c-4f14-4383-a544-c2e3df859513/full/!800,800/0/default.jpg"
1592,"#c4ac84","#dcc8af","#59482a","#988877","#d4c1a7","#443c33","https://api.nga.gov/iiif/43cfbf1e-edf7-4ef5-9392-aa52a7296c31/full/!800,800/0/default.jpg"
1650,"#cdb58b","#dcc4a4","#5c4927","#9c7c5c","#d4c0a0","#605540","https://api.nga.gov/iiif/9603f929-b4ef-45b3-add2-1c914ac55cf2/full/!800,800/0/default.jpg"
1662,"#c04d2d","#f0d9c8","#692420","#a17152","#c9c7b6","#274a31","https://api.nga.gov/iiif/878edb1d-2d2e-42f5-b7ca-ac9e979ef26e/full/!800,800/0/default.jpg"
1662,"#a4743c","#eccca2","#6c3f1b","#9d8061","#ccb498","#544c2c","https://api.nga.gov/iiif/e1124f49-9997-4c6b-ae89-e8d2e836718e/full/!800,800/0/default.jpg"
